,AH,AH_Home,AH_Away,OU,Over,Under,Home_name,Away_name,Date,URL
11,Asian handicap +3.5 ,2.04,1.99,Over/Under +201.5 ,2.02,1.93,Miami Heat,Detroit Pistons,"Sunday, 29 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/miami-heat-detroit-pistons-hEL7Cq8s/
12,Asian handicap -7.5 ,1.98,2.05,Over/Under +204.5 ,2.05,1.97,Charlotte Hornets,Sacramento Kings,"Sunday, 29 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/charlotte-hornets-sacramento-kings-GhUuHPaQ/
13,Asian handicap -1 ,1.99,2.0,Over/Under +206.5 ,1.92,2.04,Portland Trail Blazers,Memphis Grizzlies,"Saturday, 28 Jan  2017, 05:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/portland-trail-blazers-memphis-grizzlies-MVUyI5pK/
14,Asian handicap -3.5 ,1.98,2.02,Over/Under +214 ,1.97,1.96,Atlanta Hawks,Washington Wizards,"Saturday, 28 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/atlanta-hawks-washington-wizards-ruWXIoVD/
15,Asian handicap -7 ,2.0,1.98,Over/Under +204.5 ,2.01,2.0,Chicago Bulls,Miami Heat,"Saturday, 28 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/chicago-bulls-miami-heat-6Nnkf2hD/
16,Asian handicap +6.5 ,1.98,2.09,Over/Under +211.5 ,2.06,1.93,New Orleans Pelicans,San Antonio Spurs,"Saturday, 28 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-orleans-pelicans-san-antonio-spurs-SWmoerw7/
17,Asian handicap +6.5 ,1.98,2.02,Over/Under +220.5 ,2.01,1.93,Philadelphia 76ers,Houston Rockets,"Saturday, 28 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/philadelphia-76ers-houston-rockets-0KdUbQwr/
18,Asian handicap -7.5 ,1.98,2.02,Over/Under +214.5 ,1.96,2.03,Boston Celtics,Orlando Magic,"Saturday, 28 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/boston-celtics-orlando-magic-MZpwc48f/
19,Asian handicap -17 ,2.01,1.98,Over/Under +226 ,1.98,1.98,Cleveland Cavaliers,Brooklyn Nets,"Saturday, 28 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/cleveland-cavaliers-brooklyn-nets-Y9lsdON0/
20,Asian handicap +1.5 ,2.0,2.0,Over/Under +211.5 ,1.99,1.96,New York Knicks,Charlotte Hornets,"Saturday, 28 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-york-knicks-charlotte-hornets-vBeYcpgl/
21,Asian handicap -6 ,1.98,1.99,Over/Under +213.5 ,1.93,2.01,Toronto Raptors,Milwaukee Bucks,"Saturday, 28 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/toronto-raptors-milwaukee-bucks-dME2EQvL/
22,Asian handicap -4.5 ,1.96,2.0,Over/Under +211.5 ,2.05,2.0,Indiana Pacers,Sacramento Kings,"Saturday, 28 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/indiana-pacers-sacramento-kings-YBT0Gh9F/
23,Asian handicap -13.5 ,2.06,1.97,Over/Under +202.5 ,1.97,2.0,Utah Jazz,Los Angeles Lakers,"Friday, 27 Jan  2017, 05:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/utah-jazz-los-angeles-lakers-fLUdHYg9/
24,Asian handicap -6.5 ,1.98,2.0,Over/Under +232.5 ,1.96,1.96,Denver Nuggets,Phoenix Suns,"Friday, 27 Jan  2017, 04:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/denver-nuggets-phoenix-suns-CduhIEv3/
25,Asian handicap -3 ,1.99,2.05,Over/Under +213.5 ,1.97,2.0,Minnesota Timberwolves,Indiana Pacers,"Friday, 27 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/minnesota-timberwolves-indiana-pacers-bgylJfPd/
26,Asian handicap -9.5 ,1.98,2.0,Over/Under +196.5 ,2.0,2.03,Oklahoma City Thunder,Dallas Mavericks,"Friday, 27 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/oklahoma-city-thunder-dallas-mavericks-pjm6fBnd/
27,Asian handicap -8.5 ,1.95,2.02,Over/Under +220 ,2.08,1.93,Portland Trail Blazers,Los Angeles Lakers,"Thursday, 26 Jan  2017, 05:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/portland-trail-blazers-los-angeles-lakers-6al2eiXk/
28,Asian handicap -3 ,1.98,2.0,Over/Under +200.5 ,1.98,1.97,Dallas Mavericks,New York Knicks,"Thursday, 26 Jan  2017, 03:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/dallas-mavericks-new-york-knicks-QmX4dXHq/
29,Asian handicap +10 ,2.14,1.98,Over/Under +223.5 ,1.99,2.0,Charlotte Hornets,Golden State Warriors,"Thursday, 26 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/charlotte-hornets-golden-state-warriors-GEsV2ZvG/
30,Asian handicap +1.5 ,1.98,2.0,Over/Under +203.5 ,1.99,1.97,Chicago Bulls,Atlanta Hawks,"Thursday, 26 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/chicago-bulls-atlanta-hawks-YkhQ3FP9/
31,Asian handicap -4.5 ,1.99,1.98,Over/Under +201.5 ,1.99,1.94,Memphis Grizzlies,Toronto Raptors,"Thursday, 26 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/memphis-grizzlies-toronto-raptors-2aFbF6PE/
32,Asian handicap -10.5 ,2.11,1.98,Over/Under +207.5 ,1.98,2.0,Milwaukee Bucks,Philadelphia 76ers,"Thursday, 26 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/milwaukee-bucks-philadelphia-76ers-UHoZ1gfM/
33,Asian handicap +1.5 ,1.98,2.01,Over/Under +217.5 ,1.99,1.98,New Orleans Pelicans,Oklahoma City Thunder,"Thursday, 26 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-orleans-pelicans-oklahoma-city-thunder-Ovow1D9S/
34,Asian handicap +4 ,2.01,1.99,Over/Under +228.5 ,2.14,1.95,Boston Celtics,Houston Rockets,"Thursday, 26 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/boston-celtics-houston-rockets-fagM4eA3/
35,Asian handicap +2.5 ,2.06,1.98,Over/Under +216.5 ,1.97,2.0,Brooklyn Nets,Miami Heat,"Thursday, 26 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/brooklyn-nets-miami-heat-QPlI5yec/
36,Asian handicap -11.5 ,2.0,2.12,Over/Under +216 ,1.98,1.98,Cleveland Cavaliers,Sacramento Kings,"Thursday, 26 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/cleveland-cavaliers-sacramento-kings-nZkE6Hui/
37,Asian handicap -1.5 ,2.08,1.92,Over/Under +210.5 ,2.02,1.99,Denver Nuggets,Utah Jazz,"Wednesday, 25 Jan  2017, 04:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/denver-nuggets-utah-jazz-pG6Ub5Mp/
38,Asian handicap +1.5 ,1.98,1.98,Over/Under +215.5 ,1.97,2.0,Phoenix Suns,Minnesota Timberwolves,"Wednesday, 25 Jan  2017, 04:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/phoenix-suns-minnesota-timberwolves-r1PXcPyi/
39,Asian handicap +3 ,1.98,1.98,Over/Under +204.5 ,1.98,1.95,Orlando Magic,Chicago Bulls,"Wednesday, 25 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/orlando-magic-chicago-bulls-SzK23oET/
40,Asian handicap +4.5 ,2.05,1.98,Over/Under +203.5 ,2.0,1.99,Philadelphia 76ers,Los Angeles Clippers,"Wednesday, 25 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/philadelphia-76ers-los-angeles-clippers-lpLb4RbN/
41,Asian handicap -2.5 ,1.98,2.75,Over/Under +202.5 ,1.97,1.93,Toronto Raptors,San Antonio Spurs,"Wednesday, 25 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/toronto-raptors-san-antonio-spurs-O8GfGnA8/
42,Asian handicap +1.5 ,2.06,1.98,Over/Under +216.5 ,1.98,2.0,Washington Wizards,Boston Celtics,"Wednesday, 25 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/washington-wizards-boston-celtics-W8Qg57qH/
43,Asian handicap -5 ,1.98,2.0,Over/Under +203 ,1.97,1.97,Utah Jazz,Oklahoma City Thunder,"Tuesday, 24 Jan  2017, 04:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/utah-jazz-oklahoma-city-thunder-hIRk6mUA/
44,Asian handicap -5.5 ,2.02,1.93,Over/Under +217.5 ,1.95,2.03,Indiana Pacers,New York Knicks,"Tuesday, 24 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/indiana-pacers-new-york-knicks-2TYx9kph/
45,Asian handicap +5 ,2.07,1.98,Over/Under +226 ,1.98,2.02,Milwaukee Bucks,Houston Rockets,"Tuesday, 24 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/milwaukee-bucks-houston-rockets-beSo7TE4/
46,Asian handicap +9.5 ,1.98,2.01,Over/Under +215 ,1.99,1.96,New Orleans Pelicans,Cleveland Cavaliers,"Tuesday, 24 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-orleans-pelicans-cleveland-cavaliers-phOs89ab/
47,Asian handicap -7.5 ,1.98,2.03,Over/Under +206.5 ,1.96,1.98,Atlanta Hawks,Los Angeles Clippers,"Tuesday, 24 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/atlanta-hawks-los-angeles-clippers-CbAKj8UN/
48,Asian handicap +8.5 ,2.02,1.98,Over/Under +214.5 ,1.98,1.98,Brooklyn Nets,San Antonio Spurs,"Tuesday, 24 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/brooklyn-nets-san-antonio-spurs-fNaPkSqU/
49,Asian handicap -7 ,1.98,1.99,Over/Under +204.5 ,2.06,1.93,Detroit Pistons,Sacramento Kings,"Tuesday, 24 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/detroit-pistons-sacramento-kings-OxzZ9VUo/
50,Asian handicap +11.5 ,2.05,1.98,Over/Under +217.5 ,2.0,1.97,Miami Heat,Golden State Warriors,"Tuesday, 24 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/miami-heat-golden-state-warriors-dWoionho/
51,Asian handicap -6 ,2.0,1.98,Over/Under +213 ,2.08,1.93,Charlotte Hornets,Washington Wizards,"Tuesday, 24 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/charlotte-hornets-washington-wizards-be6GilFH/
52,Asian handicap -3.5 ,1.99,1.98,Over/Under +221 ,1.98,1.98,Minnesota Timberwolves,Denver Nuggets,"Monday, 23 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/minnesota-timberwolves-denver-nuggets-4Y6ChUaB/
53,Asian handicap -12.5 ,1.98,2.0,Over/Under +219.5 ,2.12,1.98,Toronto Raptors,Phoenix Suns,"Monday, 23 Jan  2017, 01:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/toronto-raptors-phoenix-suns-x6eKi3X7/
54,Asian handicap -6 ,1.98,2.0,Over/Under +206.5 ,1.99,1.96,Dallas Mavericks,Los Angeles Lakers,"Sunday, 22 Jan  2017, 22:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/dallas-mavericks-los-angeles-lakers-Qs88gAp5/
55,Asian handicap +13.5 ,1.98,2.11,Over/Under +225.5 ,1.92,2.04,Orlando Magic,Golden State Warriors,"Sunday, 22 Jan  2017, 19:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/orlando-magic-golden-state-warriors-86D3fjVb/
56,Asian handicap -6.5 ,2.0,1.98,Over/Under +204.5 ,2.04,1.97,Chicago Bulls,Sacramento Kings,"Sunday, 22 Jan  2017, 04:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/chicago-bulls-sacramento-kings-zgFedC0n/
57,Asian handicap -5 ,2.04,1.98,Over/Under +222.5 ,1.97,1.96,Denver Nuggets,Los Angeles Clippers,"Sunday, 22 Jan  2017, 04:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/denver-nuggets-los-angeles-clippers-OIBichot/
58,Asian handicap -7 ,1.99,1.99,Over/Under +200 ,1.98,1.96,Utah Jazz,Indiana Pacers,"Sunday, 22 Jan  2017, 04:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/utah-jazz-indiana-pacers-UFEaeWFh/
59,Asian handicap -3.5 ,1.99,1.98,Over/Under +211.5 ,2.04,1.98,Cleveland Cavaliers,San Antonio Spurs,"Sunday, 22 Jan  2017, 03:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/cleveland-cavaliers-san-antonio-spurs-bepox9FU/
60,Asian handicap +1.5 ,2.07,2.0,Over/Under +215.5 ,2.05,1.96,Memphis Grizzlies,Houston Rockets,"Sunday, 22 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/memphis-grizzlies-houston-rockets-K4oswk0O/
61,Asian handicap +1.5 ,1.98,1.99,Over/Under +205.5 ,2.01,2.02,Miami Heat,Milwaukee Bucks,"Sunday, 22 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/miami-heat-milwaukee-bucks-jVtwvVpI/
62,Asian handicap -5.5 ,1.98,2.07,Over/Under +222.5 ,2.13,1.97,New York Knicks,Phoenix Suns,"Sunday, 22 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-york-knicks-phoenix-suns-CvrZvBVB/
63,Asian handicap -10 ,2.05,1.98,Over/Under +198.5 ,2.06,1.92,Atlanta Hawks,Philadelphia 76ers,"Sunday, 22 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/atlanta-hawks-philadelphia-76ers-GClQtX0a/
64,Asian handicap -12 ,1.99,2.02,Over/Under +222 ,2.02,1.96,Charlotte Hornets,Brooklyn Nets,"Sunday, 22 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/charlotte-hornets-brooklyn-nets-UFhUuiG5/
65,Asian handicap -1.5 ,2.1,2.0,Over/Under +208.5 ,2.0,1.97,Detroit Pistons,Washington Wizards,"Sunday, 22 Jan  2017, 01:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/detroit-pistons-washington-wizards-MkkMsDog/
66,Asian handicap -8 ,1.98,2.01,Over/Under +218 ,2.01,1.97,Boston Celtics,Portland Trail Blazers,"Sunday, 22 Jan  2017, 00:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/boston-celtics-portland-trail-blazers-rajIrgWn/
67,Asian handicap +3.5 ,1.98,2.01,Over/Under +220.5 ,2.0,1.93,Los Angeles Lakers,Indiana Pacers,"Saturday, 21 Jan  2017, 05:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/los-angeles-lakers-indiana-pacers-GxKLqZGt/
68,Asian handicap +5.5 ,1.99,1.98,Over/Under +188.5 ,1.97,1.99,Dallas Mavericks,Utah Jazz,"Saturday, 21 Jan  2017, 03:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/dallas-mavericks-utah-jazz-vDdh11nE/
69,Asian handicap -4 ,1.98,2.0,Over/Under +204.5 ,2.0,1.97,Atlanta Hawks,Chicago Bulls,"Saturday, 21 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/atlanta-hawks-chicago-bulls-C646wbf7/
70,Asian handicap +5.5 ,2.0,1.98,Over/Under +241.5 ,1.99,2.08,Houston Rockets,Golden State Warriors,"Saturday, 21 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/houston-rockets-golden-state-warriors-Q98AxI9D/
71,Asian handicap -8 ,1.98,2.01,Over/Under +200.5 ,1.96,2.0,Memphis Grizzlies,Sacramento Kings,"Saturday, 21 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/memphis-grizzlies-sacramento-kings-UsF1vvu1/
72,Asian handicap -10 ,1.93,2.04,Over/Under +221.5 ,1.98,1.96,New Orleans Pelicans,Brooklyn Nets,"Saturday, 21 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-orleans-pelicans-brooklyn-nets-jiGcuKPf/
73,Asian handicap -1.5 ,2.01,2.05,Over/Under +216 ,1.97,1.97,Charlotte Hornets,Toronto Raptors,"Saturday, 21 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/charlotte-hornets-toronto-raptors-bFdGhqI1/
74,Asian handicap +3.5 ,2.02,1.98,Over/Under +211.5 ,1.96,2.0,Orlando Magic,Milwaukee Bucks,"Saturday, 21 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/orlando-magic-milwaukee-bucks-MHBgt0Al/
75,Asian handicap +2.5 ,1.98,2.02,Over/Under +209.5 ,2.0,1.93,Philadelphia 76ers,Portland Trail Blazers,"Saturday, 21 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/philadelphia-76ers-portland-trail-blazers-rRCkster/
76,Asian handicap -12 ,1.98,1.98,Over/Under +202.5 ,1.95,2.04,San Antonio Spurs,Minnesota Timberwolves,"Wednesday, 18 Jan  2017, 03:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/san-antonio-spurs-minnesota-timberwolves-l4VpD1t2/
77,Asian handicap -7.5 ,2.04,1.98,Over/Under +205 ,1.95,1.98,Milwaukee Bucks,Miami Heat,"Saturday, 14 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/milwaukee-bucks-miami-heat-AHC4GwiP/
78,Asian handicap +2 ,2.0,1.98,Over/Under +207.5 ,2.09,1.93,Minnesota Timberwolves,Oklahoma City Thunder,"Saturday, 14 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/minnesota-timberwolves-oklahoma-city-thunder-t03zBHEn/
79,Asian handicap -15.5 ,1.94,2.07,Over/Under +225.5 ,1.97,2.07,Toronto Raptors,Brooklyn Nets,"Saturday, 14 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/toronto-raptors-brooklyn-nets-6HHy0RPR/
80,Asian handicap +5 ,1.98,2.05,Over/Under +208.5 ,1.95,2.01,Philadelphia 76ers,Charlotte Hornets,"Saturday, 14 Jan  2017, 02:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/philadelphia-76ers-charlotte-hornets-8CYLifEO/
81,Asian handicap -13 ,1.98,1.98,Over/Under +218.5 ,1.92,2.05,Golden State Warriors,Detroit Pistons,"Friday, 13 Jan  2017, 05:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/golden-state-warriors-detroit-pistons-ULZHhzaI/
82,Asian handicap +2 ,1.98,2.07,Over/Under +207.5 ,1.97,1.97,Phoenix Suns,Dallas Mavericks,"Friday, 13 Jan  2017, 05:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/phoenix-suns-dallas-mavericks-zoLEgGqC/
83,Asian handicap -14.5 ,1.98,2.0,Over/Under +212 ,1.98,2.0,San Antonio Spurs,Los Angeles Lakers,"Friday, 13 Jan  2017, 03:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/san-antonio-spurs-los-angeles-lakers-dfMAfdU5/
84,Asian handicap -3 ,1.99,1.98,Over/Under +207.5 ,2.02,1.96,New York Knicks,Chicago Bulls,"Friday, 13 Jan  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-york-knicks-chicago-bulls-EVW5exFa/
85,Asian handicap -2.5 ,1.96,1.98,Over/Under +214.5 ,2.0,1.96,Brooklyn Nets,New Orleans Pelicans,"Friday, 13 Jan  2017, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/brooklyn-nets-new-orleans-pelicans-0SS1dIag/
86,Asian handicap +4.5 ,1.98,1.98,Over/Under +225 ,2.01,1.95,Denver Nuggets,Indiana Pacers,"Thursday, 12 Jan  2017, 22:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/denver-nuggets-indiana-pacers-65Tccbpm/
87,Asian handicap -9.5 ,2.07,1.92,Over/Under +208.5 ,2.08,1.92,Los Angeles Clippers,Orlando Magic,"Thursday, 12 Jan  2017, 05:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/los-angeles-clippers-orlando-magic-nLnR2KMP/
88,Asian handicap +4.5 ,1.95,2.05,Over/Under +221.5 ,2.01,1.96,Portland Trail Blazers,Cleveland Cavaliers,"Thursday, 12 Jan  2017, 05:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/portland-trail-blazers-cleveland-cavaliers-SEUgbvVt/
89,Asian handicap +3.5 ,2.04,1.92,Over/Under +212.5 ,1.95,1.99,Milwaukee Bucks,Cleveland Cavaliers,"Wednesday, 21 Dec  2016, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/milwaukee-bucks-cleveland-cavaliers-6HHvb10H/
90,Asian handicap -4.5 ,1.95,2.0,Over/Under +210.5 ,1.98,1.97,New York Knicks,Indiana Pacers,"Wednesday, 21 Dec  2016, 02:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-york-knicks-indiana-pacers-GSOR03Gb/
91,Asian handicap +11.5 ,2.0,1.93,Over/Under +207.5 ,2.06,1.91,Utah Jazz,Golden State Warriors,"Friday, 09 Dec  2016, 04:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/utah-jazz-golden-state-warriors-dMrt7PKs/
92,Asian handicap -9.5 ,2.01,2.11,Over/Under +231.5 ,2.0,2.05,Golden State Warriors,Cleveland Cavaliers,"Tuesday, 13 Jun  2017, 04:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/golden-state-warriors-cleveland-cavaliers-IwdCe06k/
93,Asian handicap +5 ,1.98,2.02,Over/Under +227.5 ,1.92,2.08,Cleveland Cavaliers,Golden State Warriors,"Saturday, 10 Jun  2017, 04:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/cleveland-cavaliers-golden-state-warriors-tjhXdnTk/
94,Asian handicap +3.5 ,2.02,1.98,Over/Under +227.5 ,1.97,2.08,Cleveland Cavaliers,Golden State Warriors,"Thursday, 08 Jun  2017, 04:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/cleveland-cavaliers-golden-state-warriors-2agTcSDq/
95,Asian handicap -9 ,2.0,1.98,Over/Under +221.5 ,1.97,2.03,Golden State Warriors,Cleveland Cavaliers,"Monday, 05 Jun  2017, 03:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/golden-state-warriors-cleveland-cavaliers-nkzaFfqH/
96,Asian handicap -7.5 ,2.06,1.98,Over/Under +225 ,2.0,2.02,Golden State Warriors,Cleveland Cavaliers,"Friday, 02 Jun  2017, 04:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/golden-state-warriors-cleveland-cavaliers-8byeGzUA/
97,Asian handicap +9.5 ,1.98,2.05,Over/Under +213.5 ,2.05,1.95,Boston Celtics,Cleveland Cavaliers,"Friday, 26 May  2017, 03:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/boston-celtics-cleveland-cavaliers-SKkUGfkl/
98,Asian handicap -15 ,2.02,1.93,Over/Under +216.5 ,2.0,2.05,Cleveland Cavaliers,Boston Celtics,"Wednesday, 24 May  2017, 03:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/cleveland-cavaliers-boston-celtics-27DaHA0c/
99,Asian handicap +11 ,1.96,2.0,Over/Under +218 ,2.04,1.93,San Antonio Spurs,Golden State Warriors,"Tuesday, 23 May  2017, 04:00",https://www.oddsportal.com/basketball/usa/nba-2016-2017/san-antonio-spurs-golden-state-warriors-pvZMv096/
100,Asian handicap -16 ,1.98,1.99,Over/Under +215.5 ,1.96,2.09,Cleveland Cavaliers,Boston Celtics,"Monday, 22 May  2017, 03:30",https://www.oddsportal.com/basketball/usa/nba-2016-2017/cleveland-cavaliers-boston-celtics-OGEeIjoi/
