,AH,AH_Home,AH_Away,OU,Over,Under,Home_name,Away_name,Date,URL
12,Asian handicap +7.5 ,2.13,1.96,Over/Under +143.5 ,2.25,1.9,Galatasaray,Barcelona,"Sunday, 20 Apr  2014, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/galatasaray-barcelona-AHrYmBN6/
13,Asian handicap -5.5 ,2.19,1.9,Over/Under +156.5 ,2.1,1.94,Olimpia Milano,Maccabi Tel Aviv,"Friday, 18 Apr  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/milan-maccabi-tel-aviv-WQqUli80/
14,Asian handicap -6.5 ,1.98,1.98,Over/Under +141 ,2.12,2.0,CSKA Moscow,Panathinaikos,"Friday, 18 Apr  2014, 19:15",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/cska-moscow-panathinaikos-jFSWkXhf/
15,Asian handicap -16.5 ,1.98,2.07,Over/Under +143.5 ,2.05,1.9,Barcelona,Galatasaray,"Thursday, 17 Apr  2014, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/barcelona-galatasaray-I1UOigOs/
16,Asian handicap -10.5 ,1.97,2.08,Over/Under +153 ,2.02,2.01,Real Madrid,Olympiakos,"Thursday, 17 Apr  2014, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/real-madrid-olympiakos-piraeus-COTSjDwl/
17,Asian handicap -4.5 ,1.98,1.98,Over/Under +152.5 ,2.02,1.96,Olimpia Milano,Maccabi Tel Aviv,"Wednesday, 16 Apr  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/milan-maccabi-tel-aviv-ttwcdZFQ/
18,Asian handicap -8.5 ,2.06,2.03,Over/Under +141.5 ,2.1,1.97,CSKA Moscow,Panathinaikos,"Wednesday, 16 Apr  2014, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/cska-moscow-panathinaikos-bHmhcF0K/
19,Asian handicap -8.5 ,2.0,2.07,Over/Under +153.5 ,2.04,2.01,Real Madrid,Olympiakos,"Tuesday, 15 Apr  2014, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/real-madrid-olympiakos-piraeus-KQllbeoE/
20,Asian handicap -12.5 ,2.06,2.02,Over/Under +144.5 ,2.0,1.96,Barcelona,Galatasaray,"Tuesday, 15 Apr  2014, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/barcelona-galatasaray-WAe6ZB8D/
21,Asian handicap -4.5 ,1.96,1.97,Over/Under +151 ,2.1,1.94,Unicaja,Olimpia Milano,"Friday, 11 Apr  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/unicaja-milan-O6g1mjJ8/
22,Asian handicap -11.5 ,2.0,2.02,Over/Under +144 ,1.99,2.03,Galatasaray,Partizan,"Friday, 11 Apr  2014, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/galatasaray-partizan-bF8kWiqA/
23,Asian handicap +14.5 ,2.0,2.06,Over/Under +163.5 ,1.96,1.97,Zalgiris Kaunas,Real Madrid,"Friday, 11 Apr  2014, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/zalgiris-kaunas-real-madrid-KUdbUVDM/
24,Asian handicap -12.5 ,2.06,1.97,Over/Under +157.5 ,1.98,1.97,Barcelona,Baskonia,"Thursday, 10 Apr  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/barcelona-saski-baskonia-xW86pl3R/
25,Asian handicap -6.5 ,1.99,2.04,Over/Under +140.5 ,2.08,2.03,Olympiakos,Panathinaikos,"Thursday, 10 Apr  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/olympiakos-piraeus-panathinaikos-4IAbnAYE/
26,Asian handicap +1.5 ,1.95,2.04,Over/Under +152.5 ,2.0,1.95,Maccabi Tel Aviv,CSKA Moscow,"Thursday, 10 Apr  2014, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/maccabi-tel-aviv-cska-moscow-Sfd2TkTS/
27,Asian handicap -8.5 ,2.08,1.91,Over/Under +153.5 ,1.98,2.03,Fenerbahce,Anadolu Efes,"Thursday, 10 Apr  2014, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/fenerbahce-anadolu-efes-r992oUmL/
28,Asian handicap -9.5 ,2.05,2.01,Over/Under +157.5 ,1.96,1.96,Lokomotiv Kuban,Bayern,"Thursday, 10 Apr  2014, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/lokomotiv-kuban-bayern-tvbfVBbG/
29,Asian handicap -7.5 ,1.98,1.96,Over/Under +152 ,1.95,1.99,Partizan,Zalgiris Kaunas,"Friday, 04 Apr  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/partizan-zalgiris-kaunas-zsNfAAMj/
30,Asian handicap -13.5 ,1.93,1.97,Over/Under +161.5 ,2.04,1.93,Real Madrid,Lokomotiv Kuban,"Friday, 04 Apr  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/real-madrid-lokomotiv-kuban-Cb6wZgai/
31,Asian handicap +7.5 ,1.9,2.03,Over/Under +148.5 ,2.0,1.97,Anadolu Efes,Olympiakos,"Friday, 04 Apr  2014, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/anadolu-efes-olympiakos-piraeus-I92BQSBe/
32,Asian handicap -12.5 ,1.95,2.05,Over/Under +146.5 ,2.08,2.01,CSKA Moscow,Galatasaray,"Friday, 04 Apr  2014, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/cska-moscow-galatasaray-pC4oXXT3/
33,Asian handicap +3 ,1.99,1.92,Over/Under +152.5 ,2.04,1.95,Bayern,Maccabi Tel Aviv,"Thursday, 03 Apr  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/bayern-maccabi-tel-aviv-jk5sYDEc/
34,,,,,,,Panathinaikos,Unicaja,,https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/panathinaikos-unicaja-WC6FPnR1/
35,Asian handicap +5.5 ,1.97,1.95,Over/Under +158.5 ,2.08,1.91,Baskonia,Fenerbahce,"Thursday, 03 Apr  2014, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/saski-baskonia-fenerbahce-zoD6R8dk/
36,Asian handicap +4 ,1.91,2.08,Over/Under +153.5 ,1.97,1.93,Olimpia Milano,Barcelona,"Wednesday, 02 Apr  2014, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/milan-barcelona-pGfclW32/
37,Asian handicap -7.5 ,2.01,1.93,Over/Under +141.5 ,2.04,1.99,Barcelona,Panathinaikos,"Friday, 28 Mar  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/barcelona-panathinaikos-rmYRYj4F/
38,Asian handicap -7.5 ,1.95,1.99,Over/Under +152.5 ,1.99,2.05,Fenerbahce,Olimpia Milano,"Friday, 28 Mar  2014, 20:30",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/fenerbahce-milan-42MzXUYR/
39,Asian handicap -10.5 ,1.94,2.01,Over/Under +147.5 ,1.96,2.0,Lokomotiv Kuban,Partizan,"Friday, 28 Mar  2014, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/lokomotiv-kuban-partizan-pCrGHhUG/
40,Asian handicap +3 ,1.94,2.02,Over/Under +147.5 ,1.9,2.07,Unicaja,Olympiakos,"Thursday, 27 Mar  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/unicaja-olympiakos-piraeus-QBNWXAJL/
41,Asian handicap +5.5 ,1.99,1.96,Over/Under +155.5 ,2.06,1.97,Maccabi Tel Aviv,Real Madrid,"Thursday, 27 Mar  2014, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/maccabi-tel-aviv-real-madrid-vByPFWbT/
42,Asian handicap -5 ,1.94,2.03,Over/Under +150.5 ,1.95,2.01,Anadolu Efes,Baskonia,"Thursday, 27 Mar  2014, 20:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/anadolu-efes-saski-baskonia-dfE2Slsq/
43,Asian handicap +4.5 ,2.08,1.9,Over/Under +154 ,2.08,1.96,Zalgiris Kaunas,Galatasaray,"Thursday, 27 Mar  2014, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/zalgiris-kaunas-galatasaray-djOjBj7p/
44,Asian handicap -15.5 ,2.05,1.92,Over/Under +151.5 ,2.12,1.94,CSKA Moscow,Bayern,"Thursday, 27 Mar  2014, 17:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/cska-moscow-bayern-SzYKGCqN/
45,Asian handicap -8.5 ,2.08,1.98,Over/Under +144.5 ,2.14,1.91,Olimpia Milano,Anadolu Efes,"Friday, 21 Mar  2014, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/milan-anadolu-efes-KE0ZS0Gd/
46,Asian handicap +4 ,1.95,2.05,Over/Under +148.5 ,2.2,1.93,Unicaja,Barcelona,"Friday, 21 Mar  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/unicaja-barcelona-WCUNZWl9/
47,Asian handicap -11.5 ,2.02,1.96,Over/Under +152.5 ,1.98,1.98,Olympiakos,Baskonia,"Friday, 21 Mar  2014, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/olympiakos-piraeus-saski-baskonia-xjVJzDZ2/
48,Asian handicap -6 ,2.07,1.96,Over/Under +150.5 ,1.99,2.02,Galatasaray,Bayern,"Friday, 21 Mar  2014, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/galatasaray-bayern-xnu8JEa4/
49,Asian handicap -3.5 ,2.14,1.98,Over/Under +145.5 ,2.1,2.03,Panathinaikos,Fenerbahce,"Thursday, 20 Mar  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/panathinaikos-fenerbahce-baWFygKd/
50,Asian handicap +5 ,1.96,1.98,Over/Under +147.5 ,1.96,1.97,Partizan,Maccabi Tel Aviv,"Thursday, 20 Mar  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/partizan-maccabi-tel-aviv-bet4Kfpb/
51,Asian handicap -8 ,1.96,2.02,Over/Under +155.5 ,2.0,1.97,Real Madrid,CSKA Moscow,"Thursday, 20 Mar  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/real-madrid-cska-moscow-6LqCIYEA/
52,Asian handicap +6 ,1.96,1.98,Over/Under +159 ,1.95,1.99,Zalgiris Kaunas,Lokomotiv Kuban,"Thursday, 20 Mar  2014, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/zalgiris-kaunas-lokomotiv-kuban-GWjaLzVi/
53,Asian handicap -9.5 ,2.11,1.9,Over/Under +152.5 ,2.04,1.91,Barcelona,Olympiakos,"Friday, 14 Mar  2014, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/barcelona-olympiakos-piraeus-n12RUMop/
54,Asian handicap +2.5 ,2.09,1.91,Over/Under +141 ,2.04,1.97,Anadolu Efes,Panathinaikos,"Friday, 14 Mar  2014, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/anadolu-efes-panathinaikos-zPZcnkHH/
55,Asian handicap -6.5 ,1.96,2.01,Over/Under +150.5 ,1.96,2.01,Lokomotiv Kuban,Galatasaray,"Friday, 14 Mar  2014, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/lokomotiv-kuban-galatasaray-2TneMGFo/
56,Asian handicap +1.5 ,2.02,1.93,Over/Under +154.5 ,2.05,2.02,Baskonia,Olimpia Milano,"Thursday, 13 Mar  2014, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/saski-baskonia-milan-tO1VTt1j/
57,Asian handicap +10.5 ,1.98,2.08,Over/Under +161.5 ,2.08,1.94,Bayern,Real Madrid,"Thursday, 13 Mar  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/bayern-real-madrid-lQbDcXxo/
58,Asian handicap -14.5 ,2.05,1.9,Over/Under +159.5 ,1.99,2.02,Maccabi Tel Aviv,Zalgiris Kaunas,"Thursday, 13 Mar  2014, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/maccabi-tel-aviv-zalgiris-kaunas-Kftk3gFN/
59,Asian handicap -9 ,2.04,2.0,Over/Under +152.5 ,2.0,1.97,Fenerbahce,Unicaja,"Thursday, 13 Mar  2014, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/fenerbahce-unicaja-h0pgmV1B/
60,Asian handicap -17.5 ,1.97,2.02,Over/Under +145.5 ,2.08,1.93,CSKA Moscow,Partizan,"Thursday, 13 Mar  2014, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/cska-moscow-partizan-nHCo2DUT/
61,Asian handicap -12.5 ,1.91,2.14,Over/Under +149.5 ,2.04,2.0,Panathinaikos,Baskonia,"Friday, 07 Mar  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/panathinaikos-saski-baskonia-bJrwiD2n/
62,Asian handicap -7.5 ,2.05,1.93,Over/Under +145.5 ,2.12,1.94,Unicaja,Anadolu Efes,"Friday, 07 Mar  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/unicaja-anadolu-efes-E9oklBn5/
63,Asian handicap +8.5 ,2.03,1.91,Over/Under +154.5 ,2.18,1.9,Galatasaray,Real Madrid,"Friday, 07 Mar  2014, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/galatasaray-real-madrid-nsrs5FpB/
64,Asian handicap -3.5 ,2.1,1.9,Over/Under +154.5 ,2.1,2.05,Lokomotiv Kuban,Maccabi Tel Aviv,"Friday, 07 Mar  2014, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/lokomotiv-kuban-maccabi-tel-aviv-jFlY6yGb/
65,Asian handicap -6 ,2.02,1.96,Over/Under +156 ,1.99,2.0,Barcelona,Fenerbahce,"Thursday, 06 Mar  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/barcelona-fenerbahce-trYsjXHh/
66,Asian handicap +2.5 ,1.98,1.96,Over/Under +148.5 ,1.96,2.03,Partizan,Bayern,"Thursday, 06 Mar  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/partizan-bayern-Ywvw6eV4/
67,Asian handicap -6.5 ,1.96,2.01,Over/Under +145.5 ,1.99,1.95,Olympiakos,Olimpia Milano,"Thursday, 06 Mar  2014, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/olympiakos-piraeus-milan-KYWokiXb/
68,Asian handicap +10.5 ,1.91,2.14,Over/Under +153 ,2.06,1.94,Zalgiris Kaunas,CSKA Moscow,"Thursday, 06 Mar  2014, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/zalgiris-kaunas-cska-moscow-t4so4ZaH/
69,Asian handicap -23.5 ,1.91,2.04,Over/Under +156.5 ,1.98,1.96,Real Madrid,Partizan,"Friday, 28 Feb  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/real-madrid-partizan-rkoQ8con/
70,Asian handicap -8.5 ,1.98,1.99,Over/Under +160.5 ,2.0,2.04,Bayern,Zalgiris Kaunas,"Friday, 28 Feb  2014, 21:15",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/bayern-zalgiris-kaunas-4KqE1tvJ/
71,Asian handicap -4.5 ,2.01,2.02,Over/Under +156 ,2.06,1.99,Fenerbahce,Olympiakos,"Friday, 28 Feb  2014, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/fenerbahce-olympiakos-piraeus-8f3TW9HU/
72,Asian handicap -10.5 ,1.98,2.1,Over/Under +146.5 ,1.91,2.18,CSKA Moscow,Lokomotiv Kuban,"Friday, 28 Feb  2014, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/cska-moscow-lokomotiv-kuban-4bnM9wWu/
73,Asian handicap -8.5 ,1.97,1.96,Over/Under +149.5 ,1.95,1.99,Maccabi Tel Aviv,Galatasaray,"Thursday, 27 Feb  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/maccabi-tel-aviv-galatasaray-COkU7H0h/
74,Asian handicap -2.5 ,1.99,1.96,Over/Under +139.5 ,1.99,1.96,Olimpia Milano,Panathinaikos,"Thursday, 27 Feb  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/milan-panathinaikos-U34PXk2O/
75,Asian handicap -4.5 ,2.02,1.94,Over/Under +156 ,2.01,1.96,Baskonia,Unicaja,"Thursday, 27 Feb  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/saski-baskonia-unicaja-pGvZigmt/
76,Asian handicap +7.5 ,1.99,1.94,Over/Under +144.5 ,1.98,1.96,Anadolu Efes,Barcelona,"Thursday, 27 Feb  2014, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/anadolu-efes-barcelona-CS9KYVnI/
77,Asian handicap -21 ,1.96,1.99,Over/Under +162.5 ,2.01,1.9,Real Madrid,Zalgiris Kaunas,"Friday, 21 Feb  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/real-madrid-zalgiris-kaunas-2emc5Ovf/
78,Asian handicap -1.5 ,1.96,2.05,Over/Under +156.5 ,1.97,1.99,Bayern,Lokomotiv Kuban,"Friday, 21 Feb  2014, 21:15",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/bayern-lokomotiv-kuban-KWs24rf0/
79,Asian handicap +5.5 ,2.0,2.02,Over/Under +148.5 ,2.1,1.94,Anadolu Efes,Fenerbahce,"Friday, 21 Feb  2014, 20:15",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/anadolu-efes-fenerbahce-Sv88yY2a/
80,Asian handicap -10.5 ,2.12,1.96,Over/Under +146.5 ,1.96,2.05,CSKA Moscow,Maccabi Tel Aviv,"Friday, 21 Feb  2014, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/cska-moscow-maccabi-tel-aviv-bNt63296/
81,Asian handicap -3 ,2.02,1.93,Over/Under +138.5 ,1.97,2.03,Panathinaikos,Olympiakos,"Thursday, 20 Feb  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/panathinaikos-olympiakos-piraeus-vFBCzhI5/
82,Asian handicap +4 ,2.11,1.91,Over/Under +143.5 ,2.04,1.93,Partizan,Galatasaray,"Thursday, 20 Feb  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/partizan-galatasaray-hptA2MOC/
83,Asian handicap -4.5 ,1.97,2.0,Over/Under +147.5 ,1.9,2.01,Olimpia Milano,Unicaja,"Thursday, 20 Feb  2014, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/milan-unicaja-pGI3xEmg/
84,Asian handicap +7.5 ,2.03,1.94,Over/Under +154.5 ,1.98,1.95,Baskonia,Barcelona,"Thursday, 20 Feb  2014, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/saski-baskonia-barcelona-YyBGZBXB/
85,Asian handicap -10.5 ,1.95,2.09,Over/Under +148.5 ,1.9,2.0,Barcelona,Olimpia Milano,"Friday, 14 Feb  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/barcelona-milan-xjFevzJt/
86,Asian handicap +6.5 ,1.97,2.06,Over/Under +145 ,1.94,2.08,Galatasaray,CSKA Moscow,"Friday, 14 Feb  2014, 20:30",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/galatasaray-cska-moscow-O4lg64Pm/
87,Asian handicap -8.5 ,2.0,2.0,Over/Under +157.5 ,2.02,1.97,Fenerbahce,Baskonia,"Thursday, 13 Feb  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/fenerbahce-saski-baskonia-YykoKWXO/
88,Asian handicap +2.5 ,2.08,1.94,Over/Under +141.5 ,1.97,2.02,Unicaja,Panathinaikos,"Thursday, 13 Feb  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/unicaja-panathinaikos-zsTTrGAP/
89,Asian handicap -9.5 ,2.04,1.96,Over/Under +158.5 ,1.97,1.98,Maccabi Tel Aviv,Bayern,"Thursday, 13 Feb  2014, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/maccabi-tel-aviv-bayern-hMcNBQ1Q/
90,Asian handicap -10.5 ,2.08,1.95,Over/Under +144 ,1.98,1.99,Olympiakos,Anadolu Efes,"Thursday, 13 Feb  2014, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/olympiakos-piraeus-anadolu-efes-6PJawfYn/
91,Asian handicap -7.5 ,1.96,2.06,Over/Under +146.5 ,2.08,1.97,Zalgiris Kaunas,Partizan,"Thursday, 13 Feb  2014, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/zalgiris-kaunas-partizan-Ac8IC6nK/
92,Asian handicap +7 ,1.97,2.08,Over/Under +154.5 ,2.08,1.96,Lokomotiv Kuban,Real Madrid,"Thursday, 13 Feb  2014, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/lokomotiv-kuban-real-madrid-Uskk7pAs/
93,Asian handicap +5 ,2.0,1.92,Over/Under +143.5 ,1.9,2.14,Partizan,Lokomotiv Kuban,"Friday, 31 Jan  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/partizan-lokomotiv-kuban-Q9MSkqu7/
94,Asian handicap -6 ,2.03,1.97,Over/Under +151.5 ,1.97,1.97,Baskonia,Anadolu Efes,"Friday, 31 Jan  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/saski-baskonia-anadolu-efes-KYpsLCII/
95,Asian handicap -2.5 ,1.94,2.08,Over/Under +140.5 ,1.97,1.97,Panathinaikos,Barcelona,"Friday, 31 Jan  2014, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/panathinaikos-barcelona-69VyOEYa/
96,Asian handicap -8.5 ,2.0,1.94,Over/Under +147.5 ,1.93,2.0,Galatasaray,Zalgiris Kaunas,"Friday, 31 Jan  2014, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/galatasaray-zalgiris-kaunas-roXNjPP0/
97,Asian handicap -12 ,1.99,1.99,Over/Under +160.5 ,2.12,1.93,Real Madrid,Maccabi Tel Aviv,"Thursday, 30 Jan  2014, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/real-madrid-maccabi-tel-aviv-40LWl3fD/
98,Asian handicap +1.5 ,1.94,2.05,Over/Under +152.5 ,2.04,1.92,Olimpia Milano,Fenerbahce,"Thursday, 30 Jan  2014, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/milan-fenerbahce-nLnZMYm6/
99,Asian handicap +5.5 ,1.92,2.12,Over/Under +152.5 ,2.08,1.95,Bayern,CSKA Moscow,"Thursday, 30 Jan  2014, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/bayern-cska-moscow-W69EDnXD/
100,Asian handicap -8.5 ,1.94,2.02,Over/Under +150.5 ,2.0,1.98,Olympiakos,Unicaja,"Thursday, 30 Jan  2014, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/olympiakos-piraeus-unicaja-QBowMh3C/
101,Asian handicap +2.5 ,1.91,2.04,Over/Under +154.5 ,1.97,2.06,Baskonia,Olympiakos,"Friday, 24 Jan  2014, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/saski-baskonia-olympiakos-piraeus-YeXTPz4m/
102,Asian handicap -1.5 ,2.06,2.03,Over/Under +145.5 ,2.06,2.04,Anadolu Efes,Olimpia Milano,"Friday, 24 Jan  2014, 20:15",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/anadolu-efes-milan-EBjcVdtQ/
103,Asian handicap -10.5 ,2.12,1.91,Over/Under +151.5 ,2.06,2.05,Lokomotiv Kuban,Zalgiris Kaunas,"Friday, 24 Jan  2014, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2013-2014/lokomotiv-kuban-zalgiris-kaunas-Gzmqb7XQ/
