,AH,AH_Home,AH_Away,OU,Over,Under,Home_name,Away_name,Date,URL
22,Asian handicap +1 ,2.04,1.94,Over/Under +196 ,1.96,1.97,New York Knicks,Charlotte Hornets,"Wednesday, 18 Nov  2015, 02:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/new-york-knicks-charlotte-hornets-EPqiceu7/
23,Asian handicap -3.5 ,1.96,2.01,Over/Under +198 ,1.95,2.02,Washington Wizards,Milwaukee Bucks,"Wednesday, 18 Nov  2015, 02:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/washington-wizards-milwaukee-bucks-W0fnbyQ0/
24,Asian handicap -11.5 ,1.94,2.05,Over/Under +205 ,2.0,1.96,Phoenix Suns,Los Angeles Lakers,"Tuesday, 17 Nov  2015, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/phoenix-suns-los-angeles-lakers-hAeraHAf/
25,Asian handicap -12.5 ,1.93,2.01,Over/Under +200 ,2.02,1.93,San Antonio Spurs,Portland Trail Blazers,"Tuesday, 17 Nov  2015, 03:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/san-antonio-spurs-portland-trail-blazers-Oziv0cel/
26,Asian handicap -6.5 ,1.98,1.97,Over/Under +197 ,1.96,1.96,Chicago Bulls,Indiana Pacers,"Tuesday, 17 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/chicago-bulls-indiana-pacers-pphz1wtr/
27,Asian handicap -4.5 ,2.04,1.93,Over/Under +207 ,1.95,2.0,Houston Rockets,Boston Celtics,"Tuesday, 17 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/houston-rockets-boston-celtics-v3F75JXQ/
28,Asian handicap -2.5 ,2.03,1.93,Over/Under +197.5 ,1.96,1.99,Memphis Grizzlies,Oklahoma City Thunder,"Tuesday, 17 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/memphis-grizzlies-oklahoma-city-thunder-SSB36aIK/
29,Asian handicap +8.5 ,2.04,1.98,Over/Under +203 ,2.02,1.95,Philadelphia 76ers,Dallas Mavericks,"Tuesday, 17 Nov  2015, 02:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/philadelphia-76ers-dallas-mavericks-Y5Ca7u3E/
30,Asian handicap +4.5 ,1.93,2.05,Over/Under +200.5 ,2.05,1.95,Los Angeles Lakers,Detroit Pistons,"Monday, 16 Nov  2015, 04:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/los-angeles-lakers-detroit-pistons-fFDe8Lm8/
31,Asian handicap +2 ,1.99,1.95,Over/Under +207.5 ,2.08,1.92,Sacramento Kings,Toronto Raptors,"Monday, 16 Nov  2015, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/sacramento-kings-toronto-raptors-2w4Igyi5/
32,Asian handicap -5.5 ,1.96,2.01,Over/Under +210.5 ,2.08,1.93,Oklahoma City Thunder,Boston Celtics,"Monday, 16 Nov  2015, 02:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/oklahoma-city-thunder-boston-celtics-IcUCqxB7/
33,Asian handicap -3.5 ,1.93,2.11,Over/Under +191.5 ,2.01,1.93,Atlanta Hawks,Utah Jazz,"Monday, 16 Nov  2015, 01:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/atlanta-hawks-utah-jazz-v7V8pIe1/
34,Asian handicap -4.5 ,2.02,1.95,Over/Under +204.5 ,2.02,1.93,Charlotte Hornets,Portland Trail Blazers,"Monday, 16 Nov  2015, 00:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/charlotte-hornets-portland-trail-blazers-ppW4obte/
35,Asian handicap +4.5 ,1.95,1.99,Over/Under +192.5 ,2.05,1.95,Minnesota Timberwolves,Memphis Grizzlies,"Sunday, 15 Nov  2015, 22:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/minnesota-timberwolves-memphis-grizzlies-WtS0nvRl/
36,Asian handicap -1.5 ,2.0,2.01,Over/Under +204 ,1.98,2.0,New York Knicks,New Orleans Pelicans,"Sunday, 15 Nov  2015, 19:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/new-york-knicks-new-orleans-pelicans-lIxdmKBr/
37,Asian handicap -16 ,1.96,2.02,Over/Under +207.5 ,2.0,1.98,Golden State Warriors,Brooklyn Nets,"Sunday, 15 Nov  2015, 05:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/golden-state-warriors-brooklyn-nets-n9jUi03R/
38,Asian handicap -7.5 ,1.97,1.99,Over/Under +204.5 ,2.1,1.97,Phoenix Suns,Denver Nuggets,"Sunday, 15 Nov  2015, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/phoenix-suns-denver-nuggets-hYyRhtlL/
39,Asian handicap +5 ,1.96,2.02,Over/Under +194.5 ,2.0,1.96,Milwaukee Bucks,Cleveland Cavaliers,"Sunday, 15 Nov  2015, 03:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/milwaukee-bucks-cleveland-cavaliers-EswNgMYE/
40,Asian handicap -16 ,1.95,2.0,Over/Under +193.5 ,2.0,1.98,San Antonio Spurs,Philadelphia 76ers,"Sunday, 15 Nov  2015, 03:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/san-antonio-spurs-philadelphia-76ers-WImIf2J8/
41,Asian handicap -7.5 ,2.06,1.98,Over/Under +207.5 ,2.03,1.95,Houston Rockets,Dallas Mavericks,"Sunday, 15 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/houston-rockets-dallas-mavericks-IFqEer42/
42,Asian handicap -5.5 ,1.97,2.0,Over/Under +203.5 ,2.01,2.01,Washington Wizards,Orlando Magic,"Sunday, 15 Nov  2015, 02:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/washington-wizards-orlando-magic-4CeWWbR1/
43,Asian handicap -2.5 ,1.96,2.04,Over/Under +196.5 ,1.99,2.01,Los Angeles Clippers,Detroit Pistons,"Saturday, 14 Nov  2015, 22:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/los-angeles-clippers-detroit-pistons-QLdSXvCe/
44,Asian handicap -6.5 ,2.03,1.96,Over/Under +204.5 ,2.0,2.0,Sacramento Kings,Brooklyn Nets,"Saturday, 14 Nov  2015, 05:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/sacramento-kings-brooklyn-nets-8p2NYKdk/
45,Asian handicap +6.5 ,1.97,1.96,Over/Under +210.5 ,2.01,1.96,Denver Nuggets,Houston Rockets,"Saturday, 14 Nov  2015, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/denver-nuggets-houston-rockets-Ug3JZ0sq/
46,Asian handicap -7.5 ,1.98,2.0,Over/Under +210 ,1.98,1.96,Dallas Mavericks,Los Angeles Lakers,"Saturday, 14 Nov  2015, 03:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/dallas-mavericks-los-angeles-lakers-CEGivsZR/
47,Asian handicap -6.5 ,1.98,1.95,Over/Under +200 ,1.95,2.02,Chicago Bulls,Charlotte Hornets,"Saturday, 14 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/chicago-bulls-charlotte-hornets-0vDmuNJL/
48,Asian handicap -6.5 ,2.0,1.95,Over/Under +193.5 ,1.94,2.02,Memphis Grizzlies,Portland Trail Blazers,"Saturday, 14 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/memphis-grizzlies-portland-trail-blazers-IFNrt34F/
49,Asian handicap -13 ,1.97,1.96,Over/Under +206.5 ,2.0,1.96,Oklahoma City Thunder,Philadelphia 76ers,"Saturday, 14 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/oklahoma-city-thunder-philadelphia-76ers-vPOvsqk9/
50,Asian handicap +1.5 ,2.02,2.01,Over/Under +207 ,1.96,2.01,Boston Celtics,Atlanta Hawks,"Saturday, 14 Nov  2015, 02:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/boston-celtics-atlanta-hawks-AkKzrPZ2/
51,Asian handicap +6.5 ,1.93,2.05,Over/Under +203.5 ,1.93,2.04,New York Knicks,Cleveland Cavaliers,"Saturday, 14 Nov  2015, 02:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/new-york-knicks-cleveland-cavaliers-WbLWr5Kd/
52,Asian handicap -10 ,2.0,1.98,Over/Under +205 ,2.0,1.93,Toronto Raptors,New Orleans Pelicans,"Saturday, 14 Nov  2015, 02:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/toronto-raptors-new-orleans-pelicans-On5EfHya/
53,Asian handicap -7.5 ,1.97,2.0,Over/Under +199.5 ,2.02,1.92,Indiana Pacers,Minnesota Timberwolves,"Saturday, 14 Nov  2015, 02:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/indiana-pacers-minnesota-timberwolves-SQfjzDGd/
54,Asian handicap +1.5 ,2.0,1.98,Over/Under +188 ,2.11,1.93,Orlando Magic,Utah Jazz,"Saturday, 14 Nov  2015, 02:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/orlando-magic-utah-jazz-ENjnyg1j/
55,Asian handicap -1.5 ,2.1,2.0,Over/Under +207.5 ,2.0,2.17,Phoenix Suns,Los Angeles Clippers,"Friday, 13 Nov  2015, 05:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/phoenix-suns-los-angeles-clippers-K0irxZop/
56,Asian handicap +10.5 ,2.0,1.95,Over/Under +211 ,1.98,1.98,Minnesota Timberwolves,Golden State Warriors,"Friday, 13 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/minnesota-timberwolves-golden-state-warriors-Ii5GtFwT/
57,Asian handicap -4 ,1.96,2.0,Over/Under +184.5 ,1.95,1.96,Miami Heat,Utah Jazz,"Friday, 13 Nov  2015, 02:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/miami-heat-utah-jazz-xtlJseOM/
58,Asian handicap +6.5 ,2.0,1.96,Over/Under +205 ,2.02,1.98,Portland Trail Blazers,San Antonio Spurs,"Thursday, 12 Nov  2015, 05:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/portland-trail-blazers-san-antonio-spurs-bkkFry9G/
59,Asian handicap +1.5 ,1.97,2.03,Over/Under +205.5 ,1.99,1.97,Sacramento Kings,Detroit Pistons,"Thursday, 12 Nov  2015, 05:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/sacramento-kings-detroit-pistons-4SkBqHgA/
60,Asian handicap -3.5 ,2.0,1.95,Over/Under +194 ,2.08,1.93,Denver Nuggets,Milwaukee Bucks,"Thursday, 12 Nov  2015, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/denver-nuggets-milwaukee-bucks-jPo7pcv4/
61,Asian handicap -12.5 ,2.0,1.96,Over/Under +208.5 ,1.95,2.03,Atlanta Hawks,New Orleans Pelicans,"Thursday, 12 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/atlanta-hawks-new-orleans-pelicans-80d2owPc/
62,Asian handicap +6.5 ,1.96,2.02,Over/Under +211 ,1.96,1.97,Dallas Mavericks,Los Angeles Clippers,"Thursday, 12 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/dallas-mavericks-los-angeles-clippers-U9cbnJ9i/
63,Asian handicap -12 ,1.99,2.02,Over/Under +208 ,1.98,1.99,Houston Rockets,Brooklyn Nets,"Thursday, 12 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/houston-rockets-brooklyn-nets-tf4GNZWj/
64,Asian handicap +7 ,1.99,2.03,Over/Under +200 ,1.95,2.03,Memphis Grizzlies,Golden State Warriors,"Thursday, 12 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/memphis-grizzlies-golden-state-warriors-235COFHp/
65,Asian handicap -3.5 ,1.98,1.98,Over/Under +202.5 ,1.97,2.04,Boston Celtics,Indiana Pacers,"Thursday, 12 Nov  2015, 02:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/boston-celtics-indiana-pacers-M5irtrmI/
66,Asian handicap -6.5 ,1.96,1.98,Over/Under +200.5 ,2.0,1.96,Charlotte Hornets,New York Knicks,"Thursday, 12 Nov  2015, 02:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/charlotte-hornets-new-york-knicks-OKYvsOXB/
67,Asian handicap -8 ,2.0,2.0,Over/Under +201 ,2.0,1.97,Orlando Magic,Los Angeles Lakers,"Thursday, 12 Nov  2015, 02:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/orlando-magic-los-angeles-lakers-UcZzr4I5/
68,Asian handicap +9.5 ,1.98,1.98,Over/Under +195.5 ,2.0,1.96,Philadelphia 76ers,Toronto Raptors,"Thursday, 12 Nov  2015, 02:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/philadelphia-76ers-toronto-raptors-rylHecMh/
69,Asian handicap -8.5 ,1.98,1.98,Over/Under +195 ,1.96,1.99,Milwaukee Bucks,Philadelphia 76ers,"Thursday, 05 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/milwaukee-bucks-philadelphia-76ers-plpNjv0p/
70,Asian handicap -8 ,1.96,2.0,Over/Under +212.5 ,2.0,1.93,Oklahoma City Thunder,Toronto Raptors,"Thursday, 05 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/oklahoma-city-thunder-toronto-raptors-UTX0g7uP/
71,Asian handicap +2 ,1.98,1.98,Over/Under +207 ,2.0,1.97,Indiana Pacers,Boston Celtics,"Thursday, 05 Nov  2015, 02:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/indiana-pacers-boston-celtics-S8ceeKiT/
72,Asian handicap +4 ,1.96,2.02,Over/Under +201 ,1.98,1.98,Washington Wizards,San Antonio Spurs,"Thursday, 05 Nov  2015, 02:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/washington-wizards-san-antonio-spurs-lIbid0xN/
73,Asian handicap -2.5 ,1.96,2.0,Over/Under +204.5 ,1.96,2.04,Los Angeles Lakers,Denver Nuggets,"Wednesday, 04 Nov  2015, 05:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/los-angeles-lakers-denver-nuggets-Wt4nctNG/
74,Asian handicap +4 ,1.99,2.0,Over/Under +196.5 ,2.0,1.99,Sacramento Kings,Memphis Grizzlies,"Wednesday, 04 Nov  2015, 05:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/sacramento-kings-memphis-grizzlies-hj5rbM7A/
75,Asian handicap +2 ,1.95,1.98,Over/Under +205.5 ,1.96,1.96,Dallas Mavericks,Toronto Raptors,"Wednesday, 04 Nov  2015, 03:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/dallas-mavericks-toronto-raptors-jwZdfmQI/
76,Asian handicap -5 ,2.0,1.96,Over/Under +205.5 ,1.98,1.94,New Orleans Pelicans,Orlando Magic,"Wednesday, 04 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/new-orleans-pelicans-orlando-magic-bT5va2h4/
77,Asian handicap -4.5 ,2.01,1.96,Over/Under +200.5 ,1.96,1.98,Detroit Pistons,Indiana Pacers,"Wednesday, 04 Nov  2015, 02:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/detroit-pistons-indiana-pacers-0rmy0rwb/
78,Asian handicap -4 ,1.93,2.0,Over/Under +197.5 ,1.95,2.02,Miami Heat,Atlanta Hawks,"Wednesday, 04 Nov  2015, 02:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/miami-heat-atlanta-hawks-IJcW0ONi/
79,Asian handicap +4 ,1.96,1.98,Over/Under +194.5 ,1.94,2.08,Charlotte Hornets,Chicago Bulls,"Wednesday, 04 Nov  2015, 02:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/charlotte-hornets-chicago-bulls-vTbS148o/
80,Asian handicap -9.5 ,1.93,2.04,Over/Under +204 ,2.03,1.96,Golden State Warriors,Memphis Grizzlies,"Tuesday, 03 Nov  2015, 05:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/golden-state-warriors-memphis-grizzlies-jD5pwLVp/
81,Asian handicap -9 ,1.93,2.03,Over/Under +207.5 ,2.02,1.91,Los Angeles Clippers,Phoenix Suns,"Tuesday, 03 Nov  2015, 05:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/los-angeles-clippers-phoenix-suns-l4JIs1NT/
82,Asian handicap +4.5 ,2.0,2.06,Over/Under +216.5 ,2.05,1.94,Houston Rockets,Oklahoma City Thunder,"Tuesday, 03 Nov  2015, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/houston-rockets-oklahoma-city-thunder-6uUDrs8N/
83,Asian handicap -5 ,2.02,2.02,Over/Under +205.5 ,1.95,2.05,Golden State Warriors,Cleveland Cavaliers,"Monday, 20 Jun  2016, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/golden-state-warriors-cleveland-cavaliers-fJ12apqa/
84,Asian handicap -2 ,2.04,2.0,Over/Under +207.5 ,1.99,1.97,Cleveland Cavaliers,Golden State Warriors,"Friday, 17 Jun  2016, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/cleveland-cavaliers-golden-state-warriors-WtlI3t8o/
85,Asian handicap -5.5 ,2.12,1.98,Over/Under +208.5 ,2.05,2.01,Golden State Warriors,Cleveland Cavaliers,"Tuesday, 14 Jun  2016, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/golden-state-warriors-cleveland-cavaliers-dIKsKozp/
86,Asian handicap -2.5 ,2.04,1.99,Over/Under +206.5 ,2.05,1.96,Cleveland Cavaliers,Golden State Warriors,"Saturday, 11 Jun  2016, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/cleveland-cavaliers-golden-state-warriors-UiG8aAZq/
87,Asian handicap -1.5 ,1.97,2.0,Over/Under +205.5 ,2.01,1.94,Cleveland Cavaliers,Golden State Warriors,"Thursday, 09 Jun  2016, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/cleveland-cavaliers-golden-state-warriors-hShuHx5H/
88,Asian handicap -6.5 ,1.97,2.0,Over/Under +209 ,2.0,1.98,Golden State Warriors,Cleveland Cavaliers,"Monday, 06 Jun  2016, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/golden-state-warriors-cleveland-cavaliers-CGyrIIkB/
89,Asian handicap -5.5 ,2.05,1.92,Over/Under +210.5 ,2.0,2.02,Golden State Warriors,Cleveland Cavaliers,"Friday, 03 Jun  2016, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/golden-state-warriors-cleveland-cavaliers-YPxvJbz5/
90,Asian handicap -7 ,2.02,1.99,Over/Under +218.5 ,2.08,1.97,Golden State Warriors,Oklahoma City Thunder,"Tuesday, 31 May  2016, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/golden-state-warriors-oklahoma-city-thunder-hvHq6qa0/
91,Asian handicap -3.5 ,1.96,2.02,Over/Under +221.5 ,2.0,1.98,Oklahoma City Thunder,Golden State Warriors,"Sunday, 29 May  2016, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/oklahoma-city-thunder-golden-state-warriors-pbagw6Aq/
92,Asian handicap +6.5 ,1.97,2.0,Over/Under +197.5 ,2.03,1.94,Toronto Raptors,Cleveland Cavaliers,"Saturday, 28 May  2016, 03:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/toronto-raptors-cleveland-cavaliers-rw17RQSh/
93,Asian handicap -7.5 ,2.03,2.02,Over/Under +219.5 ,1.97,2.03,Golden State Warriors,Oklahoma City Thunder,"Friday, 27 May  2016, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/golden-state-warriors-oklahoma-city-thunder-0CIPem06/
94,Asian handicap -11.5 ,2.0,2.06,Over/Under +196.5 ,1.98,1.95,Cleveland Cavaliers,Toronto Raptors,"Thursday, 26 May  2016, 03:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/cleveland-cavaliers-toronto-raptors-GbkRuhpA/
95,Asian handicap +1.5 ,1.96,2.12,Over/Under +222 ,1.95,2.01,Oklahoma City Thunder,Golden State Warriors,"Wednesday, 25 May  2016, 04:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/oklahoma-city-thunder-golden-state-warriors-O0nBcuuR/
96,Asian handicap +6 ,1.98,2.02,Over/Under +197 ,2.02,2.0,Toronto Raptors,Cleveland Cavaliers,"Tuesday, 24 May  2016, 03:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/toronto-raptors-cleveland-cavaliers-vamP6e8R/
97,Asian handicap +2.5 ,2.04,2.12,Over/Under +219.5 ,2.05,2.0,Oklahoma City Thunder,Golden State Warriors,"Monday, 23 May  2016, 03:00",https://www.oddsportal.com/basketball/usa/nba-2015-2016/oklahoma-city-thunder-golden-state-warriors-pAm7bLPK/
98,Asian handicap +5.5 ,1.9,2.04,Over/Under +199.5 ,2.21,1.94,Toronto Raptors,Cleveland Cavaliers,"Sunday, 22 May  2016, 03:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/toronto-raptors-cleveland-cavaliers-dzbK7ygL/
99,Asian handicap -11.5 ,2.02,1.95,Over/Under +197.5 ,1.95,2.0,Cleveland Cavaliers,Toronto Raptors,"Friday, 20 May  2016, 03:30",https://www.oddsportal.com/basketball/usa/nba-2015-2016/cleveland-cavaliers-toronto-raptors-IqaG8HwF/
