,Time,Book_n,Coef,Type
531,2018-11-15 23:55:00,Betsafe,2.39,away
532,2018-11-15 23:51:00,Betsafe,2.4,away
533,2018-11-15 23:49:00,Betsafe,2.39,away
534,2018-11-15 23:41:00,Betsafe,2.34,away
535,2018-11-15 23:37:00,Betsafe,2.39,away
536,2018-11-15 22:35:00,Betsafe,2.34,away
537,2018-11-15 22:33:00,Betsafe,2.39,away
538,2018-11-15 18:05:00,Betsafe,2.34,away
539,2018-11-15 17:59:00,Betsafe,2.29,away
540,2018-11-15 17:40:00,Betsafe,2.26,away
541,2018-11-15 16:46:00,Betsafe,2.21,away
542,2018-11-15 14:10:00,Betsafe,2.19,away
543,2018-11-15 11:24:00,Betsafe,2.15,away
544,2018-11-15 09:16:00,Betsafe,2.1,away
545,2018-11-15 09:12:00,Betsafe,2.05,away
546,2018-11-15 07:50:00,Betsafe,2.04,away
547,2018-11-15 02:27:00,Betsafe,2.0,away
548,2018-11-16 01:40:00,Betsson,1.55,home
549,2018-11-16 01:23:00,Betsson,1.58,home
550,2018-11-15 23:55:00,Betsson,1.59,home
551,2018-11-15 23:51:00,Betsson,1.58,home
552,2018-11-15 23:49:00,Betsson,1.59,home
553,2018-11-15 23:41:00,Betsson,1.61,home
554,2018-11-15 23:37:00,Betsson,1.59,home
555,2018-11-15 22:35:00,Betsson,1.61,home
556,2018-11-15 22:33:00,Betsson,1.59,home
557,2018-11-15 21:58:00,Betsson,1.61,home
558,2018-11-15 20:05:00,Betsson,1.59,home
559,2018-11-15 18:31:00,Betsson,1.61,home
560,2018-11-15 17:59:00,Betsson,1.64,home
561,2018-11-15 17:41:00,Betsson,1.66,home
562,2018-11-15 16:46:00,Betsson,1.68,home
563,2018-11-15 15:02:00,Betsson,1.69,home
564,2018-11-15 11:38:00,Betsson,1.72,home
565,2018-11-15 09:21:00,Betsson,1.75,home
566,2018-11-15 09:13:00,Betsson,1.78,home
567,2018-11-15 07:49:00,Betsson,1.79,home
568,2018-11-15 02:28:00,Betsson,1.82,home
569,2018-11-16 01:40:00,Betsson,2.45,away
570,2018-11-15 23:59:00,Betsson,2.4,away
571,2018-11-15 23:55:00,Betsson,2.39,away
572,2018-11-15 23:51:00,Betsson,2.4,away
573,2018-11-15 23:49:00,Betsson,2.39,away
574,2018-11-15 23:41:00,Betsson,2.34,away
575,2018-11-15 23:37:00,Betsson,2.39,away
576,2018-11-15 22:35:00,Betsson,2.34,away
577,2018-11-15 22:33:00,Betsson,2.39,away
578,2018-11-15 20:07:00,Betsson,2.34,away
579,2018-11-15 20:05:00,Betsson,2.39,away
580,2018-11-15 18:03:00,Betsson,2.34,away
581,2018-11-15 17:59:00,Betsson,2.29,away
582,2018-11-15 17:41:00,Betsson,2.26,away
583,2018-11-15 16:46:00,Betsson,2.21,away
584,2018-11-15 14:09:00,Betsson,2.19,away
585,2018-11-15 11:23:00,Betsson,2.15,away
586,2018-11-15 09:17:00,Betsson,2.1,away
587,2018-11-15 09:13:00,Betsson,2.05,away
588,2018-11-15 07:49:00,Betsson,2.04,away
589,2018-11-15 02:28:00,Betsson,2.0,away
590,2018-11-16 02:04:00,BetVictor,1.6,home
591,2018-11-16 01:43:00,BetVictor,1.57,home
592,2018-11-16 00:59:00,BetVictor,1.6,home
593,2018-11-16 00:04:00,BetVictor,1.57,home
594,2018-11-15 23:55:00,BetVictor,1.6,home
595,2018-11-15 19:16:00,BetVictor,1.62,home
596,2018-11-15 18:09:00,BetVictor,1.65,home
597,2018-11-15 17:08:00,BetVictor,1.67,home
598,2018-11-15 14:10:00,BetVictor,1.7,home
599,2018-11-15 14:05:00,BetVictor,1.73,home
600,2018-11-15 09:14:00,BetVictor,1.75,home
601,2018-11-15 06:50:00,BetVictor,1.8,home
602,2018-11-15 04:46:00,BetVictor,1.83,home
603,2018-11-16 02:04:00,BetVictor,2.5,away
604,2018-11-16 01:43:00,BetVictor,2.45,away
605,2018-11-16 00:59:00,BetVictor,2.4,away
606,2018-11-16 00:04:00,BetVictor,2.45,away
607,2018-11-15 23:55:00,BetVictor,2.4,away
608,2018-11-15 20:01:00,BetVictor,2.38,away
609,2018-11-15 18:09:00,BetVictor,2.3,away
610,2018-11-15 17:08:00,BetVictor,2.25,away
611,2018-11-15 14:10:00,BetVictor,2.2,away
612,2018-11-15 14:05:00,BetVictor,2.15,away
613,2018-11-15 09:14:00,BetVictor,2.1,away
614,2018-11-15 06:50:00,BetVictor,2.05,away
615,2018-11-15 04:52:00,BetVictor,2.0,away
616,2018-11-15 04:46:00,BetVictor,1.95,away
617,2018-11-16 01:41:00,Betway,1.56,home
618,2018-11-16 01:25:00,Betway,1.59,home
619,2018-11-15 22:50:00,Betway,1.61,home
620,2018-11-15 22:32:00,Betway,1.63,home
621,2018-11-15 22:08:00,Betway,1.61,home
622,2018-11-15 18:06:00,Betway,1.63,home
623,2018-11-15 17:40:00,Betway,1.67,home
624,2018-11-15 16:45:00,Betway,1.69,home
625,2018-11-15 14:05:00,Betway,1.71,home
626,2018-11-15 10:38:00,Betway,1.74,home
627,2018-11-15 09:10:00,Betway,1.77,home
628,2018-11-15 06:39:00,Betway,1.8,home
629,2018-11-15 05:21:00,Betway,1.83,home
630,2018-11-16 01:41:00,Betway,2.5,away
631,2018-11-16 01:25:00,Betway,2.45,away
632,2018-11-15 22:50:00,Betway,2.4,away
633,2018-11-15 22:32:00,Betway,2.35,away
634,2018-11-15 22:08:00,Betway,2.4,away
635,2018-11-15 18:06:00,Betway,2.35,away
636,2018-11-15 17:40:00,Betway,2.3,away
637,2018-11-15 16:45:00,Betway,2.25,away
638,2018-11-15 14:05:00,Betway,2.2,away
639,2018-11-15 10:38:00,Betway,2.15,away
640,2018-11-15 09:10:00,Betway,2.1,away
641,2018-11-15 06:39:00,Betway,2.05,away
642,2018-11-15 05:21:00,Betway,2.0,away
643,2018-11-16 01:40:00,BoyleSports,1.55,home
644,2018-11-16 01:25:00,BoyleSports,1.57,home
645,2018-11-15 22:50:00,BoyleSports,1.6,home
646,2018-11-15 22:31:00,BoyleSports,1.62,home
647,2018-11-15 22:07:00,BoyleSports,1.6,home
648,2018-11-15 20:08:00,BoyleSports,1.62,home
649,2018-11-15 20:06:00,BoyleSports,1.6,home
650,2018-11-15 18:07:00,BoyleSports,1.62,home
651,2018-11-15 16:45:00,BoyleSports,1.67,home
652,2018-11-15 14:07:00,BoyleSports,1.73,home
653,2018-11-15 10:45:00,BoyleSports,1.75,home
654,2018-11-16 01:40:00,BoyleSports,2.5,away
655,2018-11-15 22:50:00,BoyleSports,2.4,away
656,2018-11-15 22:31:00,BoyleSports,2.38,away
657,2018-11-15 22:07:00,BoyleSports,2.4,away
658,2018-11-15 20:08:00,BoyleSports,2.38,away
659,2018-11-15 20:06:00,BoyleSports,2.4,away
660,2018-11-15 18:07:00,BoyleSports,2.38,away
661,2018-11-15 16:45:00,BoyleSports,2.25,away
662,2018-11-15 14:07:00,BoyleSports,2.15,away
663,2018-11-15 10:45:00,BoyleSports,2.1,away
664,2018-11-16 02:06:00,bwin,1.57,home
665,2018-11-16 02:00:00,bwin,1.55,home
666,2018-11-16 01:42:00,bwin,1.62,home
667,2018-11-15 20:04:00,bwin,1.65,home
668,2018-11-15 19:26:00,bwin,1.67,home
669,2018-11-15 17:27:00,bwin,1.7,home
670,2018-11-15 15:21:00,bwin,1.72,home
671,2018-11-15 14:00:00,bwin,1.75,home
672,2018-11-15 05:51:00,bwin,1.83,home
673,2018-11-15 02:59:00,bwin,1.87,home
674,2018-11-15 02:53:00,bwin,1.83,home
675,2018-11-16 02:06:00,bwin,2.45,away
676,2018-11-16 02:00:00,bwin,2.4,away
677,2018-11-16 01:42:00,bwin,2.35,away
678,2018-11-15 22:12:00,bwin,2.25,away
679,2018-11-15 17:27:00,bwin,2.2,away
680,2018-11-15 15:21:00,bwin,2.15,away
681,2018-11-15 14:00:00,bwin,2.1,away
682,2018-11-15 11:40:00,bwin,2.0,away
683,2018-11-15 02:59:00,bwin,1.95,away
684,2018-11-15 02:53:00,bwin,2.0,away
685,2018-11-16 02:36:00,ComeOn,1.57,home
686,2018-11-16 02:12:00,ComeOn,1.56,home
687,2018-11-16 02:08:00,ComeOn,1.54,home
688,2018-11-16 01:26:00,ComeOn,1.56,home
689,2018-11-16 01:24:00,ComeOn,1.57,home
690,2018-11-16 01:08:00,ComeOn,1.59,home
691,2018-11-16 00:52:00,ComeOn,1.61,home
692,2018-11-15 23:50:00,ComeOn,1.59,home
693,2018-11-15 23:02:00,ComeOn,1.61,home
694,2018-11-15 22:22:00,ComeOn,1.63,home
695,2018-11-15 21:09:00,ComeOn,1.61,home
696,2018-11-15 20:08:00,ComeOn,1.63,home
697,2018-11-15 19:48:00,ComeOn,1.61,home
698,2018-11-15 18:03:00,ComeOn,1.63,home
699,2018-11-15 17:36:00,ComeOn,1.65,home
700,2018-11-15 16:55:00,ComeOn,1.67,home
701,2018-11-15 15:04:00,ComeOn,1.69,home
702,2018-11-15 14:02:00,ComeOn,1.71,home
703,2018-11-15 09:44:00,ComeOn,1.74,home
704,2018-11-15 09:11:00,ComeOn,1.77,home
705,2018-11-15 04:05:00,ComeOn,1.8,home
706,2018-11-16 02:32:00,ComeOn,2.45,away
707,2018-11-16 01:39:00,ComeOn,2.5,away
708,2018-11-16 01:24:00,ComeOn,2.45,away
709,2018-11-15 23:50:00,ComeOn,2.4,away
710,2018-11-15 19:43:00,ComeOn,2.35,away
711,2018-11-15 18:16:00,ComeOn,2.3,away
712,2018-11-15 18:03:00,ComeOn,2.35,away
713,2018-11-15 18:02:00,ComeOn,2.3,away
714,2018-11-15 16:55:00,ComeOn,2.25,away
715,2018-11-15 14:15:00,ComeOn,2.2,away
716,2018-11-15 11:24:00,ComeOn,2.15,away
717,2018-11-15 09:11:00,ComeOn,2.1,away
718,2018-11-15 09:05:00,ComeOn,2.05,away
719,2018-11-15 05:06:00,ComeOn,2.0,away
720,2018-11-15 04:05:00,ComeOn,1.95,away
721,2018-11-15 18:07:00,Coolbet,1.6,home
722,2018-11-15 17:20:00,Coolbet,1.63,home
723,2018-11-15 16:11:00,Coolbet,1.7,home
724,2018-11-15 14:08:00,Coolbet,1.71,home
725,2018-11-15 09:23:00,Coolbet,1.74,home
726,2018-11-15 09:18:00,Coolbet,1.78,home
727,2018-11-15 08:11:00,Coolbet,1.8,home
728,2018-11-15 06:51:00,Coolbet,1.81,home
729,2018-11-15 05:35:00,Coolbet,1.83,home
730,2018-11-15 02:35:00,Coolbet,1.85,home
731,2018-11-15 02:32:00,Coolbet,1.88,home
732,2018-11-15 18:07:00,Coolbet,2.4,away
733,2018-11-15 17:39:00,Coolbet,2.35,away
734,2018-11-15 17:24:00,Coolbet,2.34,away
735,2018-11-15 17:20:00,Coolbet,2.35,away
736,2018-11-15 16:11:00,Coolbet,2.21,away
737,2018-11-15 14:08:00,Coolbet,2.2,away
738,2018-11-15 09:23:00,Coolbet,2.15,away
739,2018-11-15 09:18:00,Coolbet,2.1,away
740,2018-11-15 08:11:00,Coolbet,2.06,away
741,2018-11-15 06:51:00,Coolbet,2.05,away
742,2018-11-15 05:35:00,Coolbet,2.03,away
743,2018-11-15 02:35:00,Coolbet,2.0,away
744,2018-11-15 02:32:00,Coolbet,1.97,away
745,2018-11-16 02:27:00,Dafabet,1.6,home
746,2018-11-16 02:17:00,Dafabet,1.57,home
747,2018-11-16 02:03:00,Dafabet,1.56,home
748,2018-11-16 01:19:00,Dafabet,1.63,home
749,2018-11-16 00:49:00,Dafabet,1.62,home
750,2018-11-15 23:55:00,Dafabet,1.6,home
751,2018-11-15 20:11:00,Dafabet,1.64,home
752,2018-11-15 19:54:00,Dafabet,1.63,home
753,2018-11-15 18:57:00,Dafabet,1.65,home
754,2018-11-15 18:33:00,Dafabet,1.63,home
755,2018-11-15 18:06:00,Dafabet,1.65,home
756,2018-11-15 14:11:00,Dafabet,1.7,home
757,2018-11-15 13:29:00,Dafabet,1.73,home
758,2018-11-15 13:07:00,Dafabet,1.74,home
759,2018-11-15 11:06:00,Dafabet,1.76,home
760,2018-11-15 09:50:00,Dafabet,1.77,home
761,2018-11-15 08:29:00,Dafabet,1.8,home
762,2018-11-15 08:06:00,Dafabet,1.85,home
763,2018-11-15 04:13:00,Dafabet,1.84,home
764,2018-11-16 02:27:00,Dafabet,2.47,away
765,2018-11-16 02:17:00,Dafabet,2.53,away
766,2018-11-16 02:03:00,Dafabet,2.56,away
767,2018-11-16 01:19:00,Dafabet,2.38,away
768,2018-11-16 00:49:00,Dafabet,2.42,away
769,2018-11-15 23:55:00,Dafabet,2.47,away
770,2018-11-15 20:11:00,Dafabet,2.36,away
771,2018-11-15 19:54:00,Dafabet,2.38,away
772,2018-11-15 18:57:00,Dafabet,2.35,away
773,2018-11-15 18:33:00,Dafabet,2.38,away
774,2018-11-15 18:06:00,Dafabet,2.35,away
775,2018-11-15 14:11:00,Dafabet,2.25,away
776,2018-11-15 13:29:00,Dafabet,2.2,away
777,2018-11-15 13:07:00,Dafabet,2.19,away
778,2018-11-15 11:06:00,Dafabet,2.16,away
779,2018-11-15 09:50:00,Dafabet,2.14,away
780,2018-11-15 08:29:00,Dafabet,2.11,away
781,2018-11-15 08:06:00,Dafabet,2.03,away
782,2018-11-15 04:13:00,Dafabet,2.04,away
783,2018-11-16 01:41:00,Expekt,1.57,home
784,2018-11-16 01:27:00,Expekt,1.59,home
785,2018-11-16 01:24:00,Expekt,1.61,home
786,2018-11-16 00:55:00,Expekt,1.62,home
787,2018-11-15 23:51:00,Expekt,1.61,home
788,2018-11-15 23:39:00,Expekt,1.63,home
789,2018-11-15 22:33:00,Expekt,1.65,home
790,2018-11-15 19:50:00,Expekt,1.64,home
791,2018-11-15 18:09:00,Expekt,1.65,home
792,2018-11-15 18:06:00,Expekt,1.66,home
793,2018-11-15 17:46:00,Expekt,1.68,home
794,2018-11-15 17:39:00,Expekt,1.69,home
795,2018-11-15 16:04:00,Expekt,1.71,home
796,2018-11-15 14:07:00,Expekt,1.73,home
797,2018-11-15 11:27:00,Expekt,1.76,home
798,2018-11-15 09:15:00,Expekt,1.78,home
799,2018-11-15 09:13:00,Expekt,1.8,home
800,2018-11-15 08:43:00,Expekt,1.82,home
801,2018-11-15 05:10:00,Expekt,1.84,home
802,2018-11-15 02:19:00,Expekt,1.86,home
803,2018-11-16 01:41:00,Expekt,2.55,away
804,2018-11-16 01:27:00,Expekt,2.5,away
805,2018-11-16 01:24:00,Expekt,2.46,away
806,2018-11-16 00:55:00,Expekt,2.41,away
807,2018-11-15 23:51:00,Expekt,2.44,away
808,2018-11-15 23:39:00,Expekt,2.39,away
809,2018-11-15 22:33:00,Expekt,2.36,away
810,2018-11-15 19:50:00,Expekt,2.39,away
811,2018-11-15 18:09:00,Expekt,2.36,away
812,2018-11-15 18:06:00,Expekt,2.34,away
813,2018-11-15 17:46:00,Expekt,2.3,away
814,2018-11-15 17:39:00,Expekt,2.27,away
815,2018-11-15 16:04:00,Expekt,2.24,away
816,2018-11-15 14:07:00,Expekt,2.22,away
817,2018-11-15 11:27:00,Expekt,2.16,away
818,2018-11-15 09:15:00,Expekt,2.14,away
819,2018-11-15 09:13:00,Expekt,2.11,away
820,2018-11-15 08:43:00,Expekt,2.07,away
821,2018-11-15 05:10:00,Expekt,2.05,away
822,2018-11-15 02:19:00,Expekt,2.03,away
823,2018-11-16 01:39:00,Intertops,1.57,home
824,2018-11-15 23:58:00,Intertops,1.61,home
825,2018-11-15 22:52:00,Intertops,1.63,home
826,2018-11-15 18:06:00,Intertops,1.65,home
827,2018-11-15 17:39:00,Intertops,1.67,home
828,2018-11-15 14:31:00,Intertops,1.71,home
829,2018-11-16 01:39:00,Intertops,2.55,away
830,2018-11-15 23:58:00,Intertops,2.45,away
831,2018-11-15 22:52:00,Intertops,2.4,away
832,2018-11-15 18:06:00,Intertops,2.35,away
833,2018-11-15 17:39:00,Intertops,2.3,away
834,2018-11-15 14:31:00,Intertops,2.2,away
835,2018-11-16 00:04:00,Interwetten,1.55,home
836,2018-11-16 00:02:00,Interwetten,1.6,home
837,2018-11-16 00:00:00,Interwetten,1.55,home
838,2018-11-15 23:58:00,Interwetten,1.6,home
839,2018-11-15 23:56:00,Interwetten,1.55,home
840,2018-11-15 18:29:00,Interwetten,1.6,home
841,2018-11-15 18:27:00,Interwetten,1.65,home
842,2018-11-15 18:24:00,Interwetten,1.6,home
843,2018-11-15 14:17:00,Interwetten,1.65,home
844,2018-11-15 09:32:00,Interwetten,1.7,home
845,2018-11-15 08:59:00,Interwetten,1.75,home
846,2018-11-15 08:56:00,Interwetten,1.8,home
847,2018-11-15 08:51:00,Interwetten,1.75,home
848,2018-11-15 03:09:00,Interwetten,1.8,home
849,2018-11-16 01:44:00,Interwetten,2.4,away
850,2018-11-16 01:42:00,Interwetten,2.35,away
851,2018-11-16 01:40:00,Interwetten,2.4,away
852,2018-11-16 01:36:00,Interwetten,2.35,away
853,2018-11-16 01:34:00,Interwetten,2.3,away
854,2018-11-16 01:32:00,Interwetten,2.35,away
855,2018-11-16 01:30:00,Interwetten,2.3,away
856,2018-11-16 01:28:00,Interwetten,2.35,away
857,2018-11-16 01:26:00,Interwetten,2.3,away
858,2018-11-16 01:24:00,Interwetten,2.35,away
859,2018-11-15 23:53:00,Interwetten,2.3,away
860,2018-11-15 23:51:00,Interwetten,2.25,away
861,2018-11-15 23:49:00,Interwetten,2.3,away
862,2018-11-15 22:45:00,Interwetten,2.25,away
863,2018-11-15 22:43:00,Interwetten,2.3,away
864,2018-11-15 22:40:00,Interwetten,2.25,away
865,2018-11-15 19:53:00,Interwetten,2.3,away
866,2018-11-15 18:29:00,Interwetten,2.25,away
867,2018-11-15 18:27:00,Interwetten,2.2,away
868,2018-11-15 18:24:00,Interwetten,2.25,away
869,2018-11-15 03:09:00,Interwetten,1.95,away
870,2018-11-16 02:39:00,Jetbull,1.57,home
871,2018-11-16 02:13:00,Jetbull,1.56,home
872,2018-11-16 02:09:00,Jetbull,1.57,home
873,2018-11-16 02:03:00,Jetbull,1.56,home
874,2018-11-16 01:44:00,Jetbull,1.57,home
875,2018-11-16 01:10:00,Jetbull,1.61,home
876,2018-11-16 00:31:00,Jetbull,1.59,home
877,2018-11-16 00:02:00,Jetbull,1.61,home
878,2018-11-15 23:31:00,Jetbull,1.63,home
879,2018-11-15 23:28:00,Jetbull,1.61,home
880,2018-11-15 22:46:00,Jetbull,1.63,home
881,2018-11-15 22:22:00,Jetbull,1.61,home
882,2018-11-15 22:20:00,Jetbull,1.63,home
883,2018-11-15 18:54:00,Jetbull,1.65,home
884,2018-11-15 17:46:00,Jetbull,1.67,home
885,2018-11-15 17:10:00,Jetbull,1.69,home
886,2018-11-15 17:09:00,Jetbull,1.7,home
887,2018-11-15 16:02:00,Jetbull,1.71,home
888,2018-11-15 15:48:00,Jetbull,1.73,home
889,2018-11-15 15:41:00,Jetbull,1.71,home
890,2018-11-15 02:21:00,Jetbull,1.78,home
891,2018-11-16 01:10:00,Jetbull,2.4,away
892,2018-11-16 00:31:00,Jetbull,2.39,away
893,2018-11-15 23:58:00,Jetbull,2.4,away
894,2018-11-15 23:55:00,Jetbull,2.39,away
895,2018-11-15 23:40:00,Jetbull,2.38,away
896,2018-11-15 23:31:00,Jetbull,2.36,away
897,2018-11-15 23:28:00,Jetbull,2.38,away
898,2018-11-15 22:46:00,Jetbull,2.36,away
899,2018-11-15 22:22:00,Jetbull,2.38,away
900,2018-11-15 20:01:00,Jetbull,2.35,away
901,2018-11-15 19:13:00,Jetbull,2.31,away
902,2018-11-15 19:07:00,Jetbull,2.33,away
903,2018-11-15 18:58:00,Jetbull,2.31,away
904,2018-11-15 18:08:00,Jetbull,2.27,away
905,2018-11-15 17:46:00,Jetbull,2.26,away
906,2018-11-15 17:43:00,Jetbull,2.23,away
907,2018-11-15 17:10:00,Jetbull,2.22,away
908,2018-11-15 16:49:00,Jetbull,2.2,away
909,2018-11-15 15:25:00,Jetbull,2.18,away
910,2018-11-15 14:07:00,Jetbull,2.16,away
911,2018-11-15 02:21:00,Jetbull,2.0,away
912,2018-11-16 01:42:00,Leonbets,1.56,home
913,2018-11-16 01:12:00,Leonbets,1.61,home
914,2018-11-16 00:11:00,Leonbets,1.6,home
915,2018-11-15 23:40:00,Leonbets,1.62,home
916,2018-11-15 22:40:00,Leonbets,1.64,home
917,2018-11-15 20:08:00,Leonbets,1.62,home
918,2018-11-15 19:40:00,Leonbets,1.64,home
919,2018-11-15 16:06:00,Leonbets,1.7,home
920,2018-11-15 14:35:00,Leonbets,1.71,home
921,2018-11-15 12:02:00,Leonbets,1.75,home
922,2018-11-15 09:19:00,Leonbets,1.76,home
923,2018-11-15 08:49:00,Leonbets,1.81,home
924,2018-11-15 05:15:00,Leonbets,1.83,home
925,2018-11-15 02:44:00,Leonbets,1.84,home
926,2018-11-16 01:42:00,Leonbets,2.5,away
927,2018-11-16 01:12:00,Leonbets,2.38,away
928,2018-11-16 00:11:00,Leonbets,2.41,away
929,2018-11-15 23:40:00,Leonbets,2.36,away
930,2018-11-15 22:40:00,Leonbets,2.33,away
931,2018-11-15 20:08:00,Leonbets,2.36,away
932,2018-11-15 19:40:00,Leonbets,2.33,away
933,2018-11-15 16:06:00,Leonbets,2.22,away
934,2018-11-15 14:35:00,Leonbets,2.2,away
935,2018-11-15 12:02:00,Leonbets,2.14,away
936,2018-11-15 09:19:00,Leonbets,2.11,away
937,2018-11-15 08:49:00,Leonbets,2.05,away
938,2018-11-15 05:15:00,Leonbets,2.03,away
939,2018-11-15 02:44:00,Leonbets,2.01,away
940,2018-11-16 02:29:00,Marathonbet,1.6,home
941,2018-11-16 02:24:00,Marathonbet,1.59,home
942,2018-11-16 02:09:00,Marathonbet,1.57,home
943,2018-11-16 01:54:00,Marathonbet,1.56,home
944,2018-11-16 01:06:00,Marathonbet,1.61,home
945,2018-11-16 00:53:00,Marathonbet,1.62,home
946,2018-11-16 00:47:00,Marathonbet,1.61,home
947,2018-11-16 00:45:00,Marathonbet,1.62,home
948,2018-11-16 00:24:00,Marathonbet,1.61,home
949,2018-11-16 00:20:00,Marathonbet,1.6,home
950,2018-11-15 23:58:00,Marathonbet,1.61,home
951,2018-11-15 23:57:00,Marathonbet,1.6,home
952,2018-11-15 23:55:00,Marathonbet,1.61,home
953,2018-11-15 23:53:00,Marathonbet,1.62,home
954,2018-11-15 23:50:00,Marathonbet,1.61,home
955,2018-11-15 23:30:00,Marathonbet,1.63,home
956,2018-11-15 23:28:00,Marathonbet,1.62,home
957,2018-11-15 22:50:00,Marathonbet,1.63,home
958,2018-11-15 22:32:00,Marathonbet,1.64,home
959,2018-11-15 21:12:00,Marathonbet,1.63,home
960,2018-11-15 04:50:00,Marathonbet,1.86,home
961,2018-11-16 02:53:00,Marathonbet,2.5,away
962,2018-11-16 02:45:00,Marathonbet,2.49,away
963,2018-11-16 02:42:00,Marathonbet,2.5,away
964,2018-11-16 02:29:00,Marathonbet,2.51,away
965,2018-11-16 02:24:00,Marathonbet,2.52,away
966,2018-11-16 02:09:00,Marathonbet,2.57,away
967,2018-11-16 01:54:00,Marathonbet,2.6,away
968,2018-11-16 01:06:00,Marathonbet,2.47,away
969,2018-11-16 00:55:00,Marathonbet,2.46,away
970,2018-11-16 00:53:00,Marathonbet,2.45,away
971,2018-11-16 00:47:00,Marathonbet,2.47,away
972,2018-11-16 00:45:00,Marathonbet,2.46,away
973,2018-11-16 00:24:00,Marathonbet,2.47,away
974,2018-11-16 00:20:00,Marathonbet,2.5,away
975,2018-11-15 23:58:00,Marathonbet,2.47,away
976,2018-11-15 23:57:00,Marathonbet,2.5,away
977,2018-11-15 23:55:00,Marathonbet,2.47,away
978,2018-11-15 23:53:00,Marathonbet,2.46,away
979,2018-11-15 23:50:00,Marathonbet,2.47,away
980,2018-11-15 23:30:00,Marathonbet,2.43,away
981,2018-11-15 04:50:00,Marathonbet,2.05,away
982,2018-11-16 02:05:00,Marsbet,1.57,home
983,2018-11-16 01:46:00,Marsbet,1.55,home
984,2018-11-16 01:36:00,Marsbet,1.57,home
985,2018-11-16 01:12:00,Marsbet,1.58,home
986,2018-11-16 01:03:00,Marsbet,1.6,home
987,2018-11-15 23:58:00,Marsbet,1.58,home
988,2018-11-15 20:20:00,Marsbet,1.6,home
989,2018-11-15 19:57:00,Marsbet,1.62,home
990,2018-11-15 19:26:00,Marsbet,1.63,home
991,2018-11-15 19:04:00,Marsbet,1.6,home
992,2018-11-15 18:13:00,Marsbet,1.64,home
993,2018-11-15 17:50:00,Marsbet,1.66,home
994,2018-11-15 17:19:00,Marsbet,1.67,home
995,2018-11-15 16:13:00,Marsbet,1.68,home
996,2018-11-15 14:15:00,Marsbet,1.7,home
997,2018-11-15 11:40:00,Marsbet,1.71,home
998,2018-11-15 09:19:00,Marsbet,1.73,home
999,2018-11-15 08:47:00,Marsbet,1.77,home
1000,2018-11-15 06:50:00,Marsbet,1.79,home
1001,2018-11-15 06:02:00,Marsbet,1.8,home
1002,2018-11-15 02:18:00,Marsbet,1.82,home
1003,2018-11-16 02:05:00,Marsbet,2.4,away
1004,2018-11-16 01:46:00,Marsbet,2.45,away
1005,2018-11-16 01:36:00,Marsbet,2.4,away
1006,2018-11-16 01:12:00,Marsbet,2.37,away
1007,2018-11-16 01:03:00,Marsbet,2.34,away
1008,2018-11-15 23:58:00,Marsbet,2.37,away
1009,2018-11-15 20:20:00,Marsbet,2.34,away
1010,2018-11-15 19:57:00,Marsbet,2.3,away
1011,2018-11-15 19:26:00,Marsbet,2.28,away
1012,2018-11-15 19:04:00,Marsbet,2.34,away
1013,2018-11-15 18:13:00,Marsbet,2.25,away
1014,2018-11-15 17:50:00,Marsbet,2.22,away
1015,2018-11-15 17:19:00,Marsbet,2.2,away
1016,2018-11-15 16:13:00,Marsbet,2.18,away
1017,2018-11-15 14:15:00,Marsbet,2.15,away
1018,2018-11-15 11:40:00,Marsbet,2.14,away
1019,2018-11-15 09:19:00,Marsbet,2.1,away
1020,2018-11-15 08:47:00,Marsbet,2.05,away
1021,2018-11-15 06:50:00,Marsbet,2.02,away
1022,2018-11-15 06:02:00,Marsbet,2.0,away
1023,2018-11-15 02:18:00,Marsbet,1.98,away
1024,2018-11-16 01:39:00,NordicBet,1.55,home
1025,2018-11-15 23:58:00,NordicBet,1.58,home
1026,2018-11-15 23:57:00,NordicBet,1.59,home
1027,2018-11-15 23:53:00,NordicBet,1.58,home
1028,2018-11-15 23:48:00,NordicBet,1.59,home
1029,2018-11-15 23:42:00,NordicBet,1.61,home
1030,2018-11-15 23:36:00,NordicBet,1.59,home
1031,2018-11-15 23:34:00,NordicBet,1.61,home
1032,2018-11-15 23:32:00,NordicBet,1.59,home
1033,2018-11-15 23:28:00,NordicBet,1.61,home
1034,2018-11-15 23:26:00,NordicBet,1.59,home
1035,2018-11-15 22:36:00,NordicBet,1.61,home
1036,2018-11-15 22:33:00,NordicBet,1.59,home
1037,2018-11-15 18:01:00,NordicBet,1.61,home
1038,2018-11-15 17:59:00,NordicBet,1.64,home
1039,2018-11-15 17:41:00,NordicBet,1.66,home
1040,2018-11-15 16:47:00,NordicBet,1.68,home
1041,2018-11-15 14:09:00,NordicBet,1.69,home
1042,2018-11-15 11:23:00,NordicBet,1.72,home
1043,2018-11-15 09:17:00,NordicBet,1.75,home
1044,2018-11-15 02:26:00,NordicBet,1.82,home
1045,2018-11-16 01:39:00,NordicBet,2.45,away
1046,2018-11-15 23:58:00,NordicBet,2.4,away
1047,2018-11-15 23:57:00,NordicBet,2.39,away
1048,2018-11-15 23:53:00,NordicBet,2.4,away
1049,2018-11-15 23:48:00,NordicBet,2.39,away
1050,2018-11-15 23:42:00,NordicBet,2.34,away
