,Time,Book_n,Coef,Type
1051,2018-11-15 23:36:00,NordicBet,2.39,away
1052,2018-11-15 23:34:00,NordicBet,2.34,away
1053,2018-11-15 23:32:00,NordicBet,2.39,away
1054,2018-11-15 23:28:00,NordicBet,2.34,away
1055,2018-11-15 23:26:00,NordicBet,2.39,away
1056,2018-11-15 22:36:00,NordicBet,2.34,away
1057,2018-11-15 22:33:00,NordicBet,2.39,away
1058,2018-11-15 18:01:00,NordicBet,2.34,away
1059,2018-11-15 17:59:00,NordicBet,2.29,away
1060,2018-11-15 17:41:00,NordicBet,2.26,away
1061,2018-11-15 16:47:00,NordicBet,2.21,away
1062,2018-11-15 14:09:00,NordicBet,2.19,away
1063,2018-11-15 11:23:00,NordicBet,2.15,away
1064,2018-11-15 09:17:00,NordicBet,2.1,away
1065,2018-11-15 02:26:00,NordicBet,2.0,away
1066,2018-11-16 01:40:00,Oddsring,1.56,home
1067,2018-11-16 01:09:00,Oddsring,1.61,home
1068,2018-11-16 00:08:00,Oddsring,1.6,home
1069,2018-11-15 23:38:00,Oddsring,1.62,home
1070,2018-11-15 22:39:00,Oddsring,1.64,home
1071,2018-11-15 20:06:00,Oddsring,1.62,home
1072,2018-11-15 18:05:00,Oddsring,1.64,home
1073,2018-11-15 16:03:00,Oddsring,1.7,home
1074,2018-11-15 14:33:00,Oddsring,1.71,home
1075,2018-11-15 11:31:00,Oddsring,1.75,home
1076,2018-11-15 09:29:00,Oddsring,1.76,home
1077,2018-11-15 08:58:00,Oddsring,1.81,home
1078,2018-11-15 05:26:00,Oddsring,1.83,home
1079,2018-11-15 02:24:00,Oddsring,1.84,home
1080,2018-11-16 01:40:00,Oddsring,2.5,away
1081,2018-11-16 01:09:00,Oddsring,2.38,away
1082,2018-11-16 00:08:00,Oddsring,2.41,away
1083,2018-11-15 23:38:00,Oddsring,2.36,away
1084,2018-11-15 22:39:00,Oddsring,2.33,away
1085,2018-11-15 20:06:00,Oddsring,2.36,away
1086,2018-11-15 18:05:00,Oddsring,2.33,away
1087,2018-11-15 16:03:00,Oddsring,2.22,away
1088,2018-11-15 14:33:00,Oddsring,2.2,away
1089,2018-11-15 11:31:00,Oddsring,2.14,away
1090,2018-11-15 09:29:00,Oddsring,2.11,away
1091,2018-11-15 08:58:00,Oddsring,2.05,away
1092,2018-11-15 05:26:00,Oddsring,2.03,away
1093,2018-11-15 02:24:00,Oddsring,2.01,away
1094,2018-11-16 02:34:00,Pinnacle,1.6,home
1095,2018-11-16 02:22:00,Pinnacle,1.59,home
1096,2018-11-16 02:14:00,Pinnacle,1.58,home
1097,2018-11-16 02:01:00,Pinnacle,1.57,home
1098,2018-11-16 01:48:00,Pinnacle,1.56,home
1099,2018-11-16 01:24:00,Pinnacle,1.58,home
1100,2018-11-16 01:22:00,Pinnacle,1.6,home
1101,2018-11-16 01:20:00,Pinnacle,1.61,home
1102,2018-11-16 01:03:00,Pinnacle,1.62,home
1103,2018-11-16 00:59:00,Pinnacle,1.63,home
1104,2018-11-15 23:57:00,Pinnacle,1.61,home
1105,2018-11-15 23:55:00,Pinnacle,1.6,home
1106,2018-11-15 23:48:00,Pinnacle,1.61,home
1107,2018-11-15 23:34:00,Pinnacle,1.63,home
1108,2018-11-15 22:50:00,Pinnacle,1.64,home
1109,2018-11-15 22:36:00,Pinnacle,1.65,home
1110,2018-11-15 21:50:00,Pinnacle,1.64,home
1111,2018-11-15 21:03:00,Pinnacle,1.65,home
1112,2018-11-15 19:47:00,Pinnacle,1.63,home
1113,2018-11-15 19:36:00,Pinnacle,1.65,home
1114,2018-11-15 02:14:00,Pinnacle,1.91,home
1115,2018-11-16 02:56:00,Pinnacle,2.51,away
1116,2018-11-16 02:34:00,Pinnacle,2.52,away
1117,2018-11-16 02:22:00,Pinnacle,2.53,away
1118,2018-11-16 02:14:00,Pinnacle,2.55,away
1119,2018-11-16 02:12:00,Pinnacle,2.56,away
1120,2018-11-16 02:01:00,Pinnacle,2.58,away
1121,2018-11-16 01:48:00,Pinnacle,2.59,away
1122,2018-11-16 01:36:00,Pinnacle,2.6,away
1123,2018-11-16 01:24:00,Pinnacle,2.55,away
1124,2018-11-16 01:22:00,Pinnacle,2.51,away
1125,2018-11-16 01:20:00,Pinnacle,2.48,away
1126,2018-11-16 01:03:00,Pinnacle,2.46,away
1127,2018-11-16 00:59:00,Pinnacle,2.44,away
1128,2018-11-15 23:57:00,Pinnacle,2.48,away
1129,2018-11-15 23:55:00,Pinnacle,2.5,away
1130,2018-11-15 23:48:00,Pinnacle,2.49,away
1131,2018-11-15 23:34:00,Pinnacle,2.43,away
1132,2018-11-15 23:26:00,Pinnacle,2.42,away
1133,2018-11-15 22:50:00,Pinnacle,2.41,away
1134,2018-11-15 22:36:00,Pinnacle,2.39,away
1135,2018-11-15 02:14:00,Pinnacle,2.0,away
1136,2018-11-16 01:41:00,Sportingbet,1.53,home
1137,2018-11-16 01:24:00,Sportingbet,1.55,home
1138,2018-11-15 22:51:00,Sportingbet,1.57,home
1139,2018-11-15 22:31:00,Sportingbet,1.6,home
1140,2018-11-15 22:07:00,Sportingbet,1.57,home
1141,2018-11-15 20:07:00,Sportingbet,1.6,home
1142,2018-11-15 20:05:00,Sportingbet,1.57,home
1143,2018-11-15 18:06:00,Sportingbet,1.6,home
1144,2018-11-15 17:39:00,Sportingbet,1.62,home
1145,2018-11-15 16:45:00,Sportingbet,1.65,home
1146,2018-11-15 14:04:00,Sportingbet,1.7,home
1147,2018-11-15 10:38:00,Sportingbet,1.73,home
1148,2018-11-15 09:09:00,Sportingbet,1.75,home
1149,2018-11-15 06:39:00,Sportingbet,1.78,home
1150,2018-11-15 05:21:00,Sportingbet,1.8,home
1151,2018-11-16 01:41:00,Sportingbet,2.45,away
1152,2018-11-16 01:24:00,Sportingbet,2.4,away
1153,2018-11-15 22:51:00,Sportingbet,2.35,away
1154,2018-11-15 22:31:00,Sportingbet,2.3,away
1155,2018-11-15 22:07:00,Sportingbet,2.35,away
1156,2018-11-15 20:07:00,Sportingbet,2.3,away
1157,2018-11-15 20:05:00,Sportingbet,2.35,away
1158,2018-11-15 18:06:00,Sportingbet,2.3,away
1159,2018-11-15 17:39:00,Sportingbet,2.25,away
1160,2018-11-15 16:45:00,Sportingbet,2.2,away
1161,2018-11-15 14:04:00,Sportingbet,2.15,away
1162,2018-11-15 10:38:00,Sportingbet,2.1,away
1163,2018-11-15 09:09:00,Sportingbet,2.05,away
1164,2018-11-15 06:39:00,Sportingbet,2.0,away
1165,2018-11-15 05:21:00,Sportingbet,1.95,away
1166,2018-11-16 00:17:00,Titanbet,1.57,home
1167,2018-11-15 20:32:00,Titanbet,1.6,home
1168,2018-11-15 18:23:00,Titanbet,1.62,home
1169,2018-11-15 17:57:00,Titanbet,1.65,home
1170,2018-11-15 16:52:00,Titanbet,1.67,home
1171,2018-11-15 14:24:00,Titanbet,1.7,home
1172,2018-11-15 12:00:00,Titanbet,1.73,home
1173,2018-11-15 09:48:00,Titanbet,1.75,home
1174,2018-11-15 07:03:00,Titanbet,1.8,home
1175,2018-11-15 05:26:00,Titanbet,1.83,home
1176,2018-11-15 03:01:00,Titanbet,1.9,home
1177,2018-11-16 00:17:00,Titanbet,2.45,away
1178,2018-11-15 20:32:00,Titanbet,2.38,away
1179,2018-11-15 18:23:00,Titanbet,2.35,away
1180,2018-11-15 17:57:00,Titanbet,2.3,away
1181,2018-11-15 16:52:00,Titanbet,2.25,away
1182,2018-11-15 14:24:00,Titanbet,2.2,away
1183,2018-11-15 12:00:00,Titanbet,2.15,away
1184,2018-11-15 09:48:00,Titanbet,2.1,away
1185,2018-11-15 07:03:00,Titanbet,2.05,away
1186,2018-11-15 05:26:00,Titanbet,2.0,away
1187,2018-11-15 03:01:00,Titanbet,1.95,away
1188,2018-11-16 02:41:00,Unibet,1.57,home
1189,2018-11-16 01:43:00,Unibet,1.53,home
1190,2018-11-16 01:14:00,Unibet,1.61,home
1191,2018-11-16 00:28:00,Unibet,1.57,home
1192,2018-11-15 21:36:00,Unibet,1.62,home
1193,2018-11-15 16:43:00,Unibet,1.65,home
1194,2018-11-15 15:22:00,Unibet,1.7,home
1195,2018-11-15 13:58:00,Unibet,1.74,home
1196,2018-11-15 11:39:00,Unibet,1.75,home
1197,2018-11-15 04:32:00,Unibet,1.83,home
1198,2018-11-16 02:41:00,Unibet,2.48,away
1199,2018-11-16 01:43:00,Unibet,2.55,away
1200,2018-11-16 01:14:00,Unibet,2.38,away
1201,2018-11-16 00:28:00,Unibet,2.45,away
1202,2018-11-15 18:57:00,Unibet,2.35,away
1203,2018-11-15 16:43:00,Unibet,2.3,away
1204,2018-11-15 15:22:00,Unibet,2.2,away
1205,2018-11-15 13:58:00,Unibet,2.15,away
1206,2018-11-15 10:37:00,Unibet,2.14,away
1207,2018-11-15 04:32:00,Unibet,2.02,away
1208,2018-11-16 02:13:00,Vernons,1.55,home
1209,2018-11-16 00:09:00,Vernons,1.57,home
1210,2018-11-15 20:37:00,Vernons,1.6,home
1211,2018-11-15 18:16:00,Vernons,1.62,home
1212,2018-11-15 17:49:00,Vernons,1.65,home
1213,2018-11-15 17:06:00,Vernons,1.67,home
1214,2018-11-15 14:10:00,Vernons,1.7,home
1215,2018-11-15 12:00:00,Vernons,1.73,home
1216,2018-11-15 09:25:00,Vernons,1.75,home
1217,2018-11-15 06:53:00,Vernons,1.8,home
1218,2018-11-15 05:30:00,Vernons,1.83,home
1219,2018-11-15 03:10:00,Vernons,1.9,home
1220,2018-11-16 02:13:00,Vernons,2.5,away
1221,2018-11-16 00:09:00,Vernons,2.45,away
1222,2018-11-15 20:37:00,Vernons,2.38,away
1223,2018-11-15 18:16:00,Vernons,2.35,away
1224,2018-11-15 17:49:00,Vernons,2.3,away
1225,2018-11-15 17:06:00,Vernons,2.25,away
1226,2018-11-15 14:10:00,Vernons,2.2,away
1227,2018-11-15 12:00:00,Vernons,2.15,away
1228,2018-11-15 09:25:00,Vernons,2.1,away
1229,2018-11-15 06:53:00,Vernons,2.05,away
1230,2018-11-15 05:30:00,Vernons,2.0,away
1231,2018-11-15 03:10:00,Vernons,1.95,away
1232,2018-11-16 01:40:00,William Hill,1.57,home
1233,2018-11-15 23:53:00,William Hill,1.6,home
1234,2018-11-15 20:15:00,William Hill,1.62,home
1235,2018-11-15 20:09:00,William Hill,1.6,home
1236,2018-11-15 18:06:00,William Hill,1.65,home
1237,2018-11-15 16:49:00,William Hill,1.7,home
1238,2018-11-15 14:03:00,William Hill,1.73,home
1239,2018-11-15 11:42:00,William Hill,1.75,home
1240,2018-11-15 06:38:00,William Hill,1.8,home
1241,2018-11-15 06:17:00,William Hill,1.83,home
1242,2018-11-15 02:35:00,William Hill,1.91,home
1243,2018-11-15 02:20:00,William Hill,1.73,home
1244,2018-11-16 01:40:00,William Hill,2.5,away
1245,2018-11-15 23:53:00,William Hill,2.45,away
1246,2018-11-15 20:15:00,William Hill,2.4,away
1247,2018-11-15 20:09:00,William Hill,2.45,away
1248,2018-11-15 18:06:00,William Hill,2.38,away
1249,2018-11-15 17:40:00,William Hill,2.3,away
1250,2018-11-15 16:49:00,William Hill,2.25,away
1251,2018-11-15 14:03:00,William Hill,2.2,away
1252,2018-11-15 11:42:00,William Hill,2.15,away
1253,2018-11-15 09:14:00,William Hill,2.1,away
1254,2018-11-15 06:38:00,William Hill,2.05,away
1255,2018-11-15 02:20:00,William Hill,2.0,away
1256,2018-11-15 22:50:00,youwin,1.53,home
1257,2018-11-15 22:31:00,youwin,1.57,home
1258,2018-11-15 22:07:00,youwin,1.53,home
1259,2018-11-15 17:40:00,youwin,1.57,home
1260,2018-11-15 16:44:00,youwin,1.62,home
1261,2018-11-15 14:05:00,youwin,1.67,home
1262,2018-11-15 10:38:00,youwin,1.7,home
1263,2018-11-15 09:10:00,youwin,1.73,home
1264,2018-11-15 06:39:00,youwin,1.75,home
1265,2018-11-15 05:23:00,youwin,1.78,home
1266,2018-11-15 22:50:00,youwin,2.3,away
1267,2018-11-15 22:31:00,youwin,2.25,away
1268,2018-11-15 22:07:00,youwin,2.3,away
1269,2018-11-15 18:07:00,youwin,2.25,away
1270,2018-11-15 17:40:00,youwin,2.2,away
1271,2018-11-15 16:44:00,youwin,2.15,away
1272,2018-11-15 14:05:00,youwin,2.1,away
1273,2018-11-15 10:38:00,youwin,2.05,away
1274,2018-11-15 09:10:00,youwin,2.0,away
1275,2018-11-15 06:39:00,youwin,1.98,away
1276,2018-11-15 05:23:00,youwin,1.91,away
