,League,Season,Home_score,Away_score,Win,OT,Home_p,Away_p,URL
0,NBA,2017/2018,85.0,108.0,0.0,0.0,2.55,1.68,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-golden-state-warriors-QoC4sAGp/
1,NBA,2017/2018,102.0,110.0,0.0,0.0,2.35,1.75,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-golden-state-warriors-AygzaxnI/
2,NBA,2017/2018,122.0,103.0,1.0,0.0,1.23,5.8,https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-cleveland-cavaliers-WpfWaIWB/
3,NBA,2017/2018,124.0,114.0,1.0,1.0,1.14,8.16,https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-cleveland-cavaliers-xOfS0bH5/
4,NBA,2017/2018,92.0,101.0,0.0,0.0,3.5,1.4,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-golden-state-warriors-WnHbBvHk/
5,NBA,2017/2018,79.0,87.0,0.0,0.0,1.75,2.31,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-cleveland-cavaliers-zwgmmRv8/
6,NBA,2017/2018,115.0,86.0,1.0,0.0,1.15,8.6,https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-houston-rockets-fPfCQ1oq/
7,NBA,2017/2018,109.0,99.0,1.0,0.0,1.34,3.95,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-boston-celtics-bRtjuNvg/
8,NBA,2017/2018,98.0,94.0,1.0,0.0,2.05,1.99,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-golden-state-warriors-KO5x8SrK/
9,NBA,2017/2018,96.0,83.0,1.0,0.0,2.04,2.13,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-cleveland-cavaliers-j9gaPs46/
10,NBA,2017/2018,92.0,95.0,0.0,0.0,1.29,4.65,https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-houston-rockets-x2JYiEgq/
11,NBA,2017/2018,111.0,102.0,1.0,0.0,1.36,3.85,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-boston-celtics-67xMF4Yq/
12,NBA,2017/2018,126.0,85.0,1.0,0.0,1.33,4.1,https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-houston-rockets-KMW6dfoS/
13,NBA,2017/2018,116.0,86.0,1.0,0.0,1.37,3.6,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-boston-celtics-4bjfKpQS/
14,NBA,2017/2018,127.0,105.0,1.0,0.0,1.87,2.14,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-golden-state-warriors-tWX2czWL/
15,NBA,2017/2018,107.0,94.0,1.0,0.0,2.0,2.0,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-cleveland-cavaliers-nNekLQAM/
16,NBA,2017/2018,106.0,119.0,0.0,0.0,1.85,2.2,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-golden-state-warriors-p4vfad19/
17,NBA,2017/2018,108.0,83.0,1.0,0.0,2.05,1.93,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-cleveland-cavaliers-8WdoM6eG/
18,NBA,2017/2018,114.0,112.0,1.0,0.0,1.9,2.1,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-philadelphia-76ers-bZK8ZYFQ/
19,NBA,2017/2018,113.0,104.0,1.0,0.0,1.14,8.6,https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-new-orleans-pelicans-renlwW5J/
20,NBA,2017/2018,112.0,102.0,1.0,0.0,1.13,8.25,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-utah-jazz-Q942gje8/
21,NBA,2017/2018,128.0,93.0,1.0,0.0,1.53,2.9,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-toronto-raptors-EqE2Udd5/
22,NBA,2017/2018,103.0,92.0,1.0,0.0,1.35,3.9,https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-boston-celtics-UNQLf5Dq/
23,NBA,2017/2018,87.0,100.0,0.0,0.0,3.45,1.43,https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-houston-rockets-Otlgao5S/
24,NBA,2017/2018,92.0,118.0,0.0,0.0,3.38,1.41,https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-orleans-pelicans-golden-state-warriors-Iqoo17zG/
25,NBA,2017/2018,105.0,103.0,1.0,0.0,1.58,2.75,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-toronto-raptors-zgFbVxsa/
26,NBA,2017/2018,98.0,101.0,0.0,1.0,1.25,5.4,https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-boston-celtics-C6pk0RkM/
27,NBA,2017/2018,92.0,113.0,0.0,0.0,2.8,1.54,https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-houston-rockets-vgns2mL9/
28,NBA,2017/2018,119.0,100.0,1.0,0.0,2.95,1.49,https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-orleans-pelicans-golden-state-warriors-rRhY39jc/
29,NBA,2017/2018,108.0,103.0,1.0,0.0,2.65,1.63,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-philadelphia-76ers-MHix3T53/
30,NBA,2017/2018,110.0,128.0,0.0,0.0,1.38,3.65,https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-cleveland-cavaliers-hUPgWIRh/
31,NBA,2017/2018,108.0,116.0,0.0,0.0,1.13,8.25,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-utah-jazz-UN4juQDd/
32,NBA,2017/2018,121.0,116.0,1.0,0.0,1.15,7.5,https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-new-orleans-pelicans-dvYCntjQ/
33,NBA,2017/2018,112.0,113.0,0.0,1.0,1.4,3.5,https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-cleveland-cavaliers-vRLkXbCn/
34,NBA,2017/2018,117.0,101.0,1.0,0.0,2.88,1.53,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-philadelphia-76ers-GK0nt6bj/
35,NBA,2017/2018,110.0,96.0,1.0,0.0,1.13,8.0,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-utah-jazz-2HY8mMzK/
36,NBA,2017/2018,105.0,101.0,1.0,0.0,1.44,3.3,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-indiana-pacers-hA195uvF/
37,NBA,2017/2018,123.0,101.0,1.0,0.0,1.33,4.0,https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-new-orleans-pelicans-dO3EsvOJ/
38,NBA,2017/2018,112.0,96.0,1.0,0.0,1.54,2.9,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-milwaukee-bucks-YFRyGIBe/
39,NBA,2017/2018,96.0,91.0,1.0,0.0,1.4,3.95,https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-oklahoma-city-thunder-WzPwyij5/
40,NBA,2017/2018,121.0,87.0,1.0,0.0,1.89,2.15,https://www.oddsportal.com/basketball/usa/nba-2017-2018/indiana-pacers-cleveland-cavaliers-lOwYzWGt/
41,NBA,2017/2018,92.0,102.0,0.0,0.0,2.2,1.85,https://www.oddsportal.com/basketball/usa/nba-2017-2018/washington-wizards-toronto-raptors-QBNMTE9D/
42,NBA,2017/2018,97.0,86.0,1.0,0.0,1.54,2.8,https://www.oddsportal.com/basketball/usa/nba-2017-2018/milwaukee-bucks-boston-celtics-f9jFgsSq/
43,NBA,2017/2018,122.0,104.0,1.0,0.0,1.13,9.25,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-minnesota-timberwolves-W6eRqN5l/
44,NBA,2017/2018,107.0,99.0,1.0,0.0,1.74,2.3,https://www.oddsportal.com/basketball/usa/nba-2017-2018/oklahoma-city-thunder-utah-jazz-fquZX0zB/
45,NBA,2017/2018,98.0,95.0,1.0,0.0,1.36,3.6,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-indiana-pacers-nJyRZM5b/
46,NBA,2017/2018,108.0,98.0,1.0,0.0,1.36,3.7,https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-washington-wizards-Gjk11E2m/
47,NBA,2017/2018,99.0,91.0,1.0,0.0,1.14,8.0,https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-san-antonio-spurs-jgV9WGPf/
48,NBA,2017/2018,104.0,91.0,1.0,0.0,1.2,6.45,https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-miami-heat-jkm4roMj/
49,NBA,2017/2018,92.0,87.0,1.0,0.0,1.56,2.75,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-milwaukee-bucks-hYN8Kg9P/
50,NBA,2017/2018,113.0,96.0,1.0,0.0,1.56,2.85,https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-oklahoma-city-thunder-faDLuLsM/
51,NBA,2017/2018,100.0,119.0,0.0,0.0,3.22,1.43,https://www.oddsportal.com/basketball/usa/nba-2017-2018/minnesota-timberwolves-houston-rockets-0xEHt1SF/
52,NBA,2017/2018,100.0,104.0,0.0,0.0,2.12,1.91,https://www.oddsportal.com/basketball/usa/nba-2017-2018/indiana-pacers-cleveland-cavaliers-GYqDq3rc/
53,NBA,2017/2018,106.0,98.0,1.0,0.0,2.12,1.9,https://www.oddsportal.com/basketball/usa/nba-2017-2018/washington-wizards-toronto-raptors-2VeVKJ5d/
54,NBA,2017/2018,103.0,90.0,1.0,0.0,3.6,1.37,https://www.oddsportal.com/basketball/usa/nba-2017-2018/san-antonio-spurs-golden-state-warriors-Eqfhza5q/
55,NBA,2017/2018,104.0,102.0,1.0,0.0,1.47,3.1,https://www.oddsportal.com/basketball/usa/nba-2017-2018/milwaukee-bucks-boston-celtics-MoFDssD9/
56,NBA,2017/2018,115.0,102.0,1.0,0.0,1.51,2.95,https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-oklahoma-city-thunder-Uwugv86H/
57,NBA,2017/2018,121.0,105.0,1.0,0.0,3.2,1.45,https://www.oddsportal.com/basketball/usa/nba-2017-2018/minnesota-timberwolves-houston-rockets-04zkuliB/
58,NBA,2017/2018,131.0,123.0,1.0,0.0,1.42,3.6,https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-orleans-pelicans-portland-trail-blazers-82HPvucS/
59,NBA,2017/2018,102.0,106.0,0.0,0.0,2.55,1.61,https://www.oddsportal.com/basketball/usa/nba-2017-2018/miami-heat-philadelphia-76ers-fPrHrNc3/
60,NBA,2017/2018,116.0,92.0,1.0,0.0,1.5,2.95,https://www.oddsportal.com/basketball/usa/nba-2017-2018/milwaukee-bucks-boston-celtics-MDyotUy5/
61,NBA,2017/2018,122.0,103.0,1.0,0.0,1.96,2.03,https://www.oddsportal.com/basketball/usa/nba-2017-2018/washington-wizards-toronto-raptors-YiqYrWin/
62,NBA,2017/2018,92.0,90.0,1.0,0.0,1.9,2.1,https://www.oddsportal.com/basketball/usa/nba-2017-2018/indiana-pacers-cleveland-cavaliers-SErxrj7h/
63,NBA,2017/2018,97.0,110.0,0.0,0.0,2.53,1.66,https://www.oddsportal.com/basketball/usa/nba-2017-2018/san-antonio-spurs-golden-state-warriors-lSiRLajj/
64,NBA,2017/2018,119.0,102.0,1.0,0.0,1.7,2.5,https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-orleans-pelicans-portland-trail-blazers-632MMuyp/
65,NBA,2017/2018,108.0,128.0,0.0,0.0,2.33,1.82,https://www.oddsportal.com/basketball/usa/nba-2017-2018/miami-heat-philadelphia-76ers-vkntsAMb/
66,NBA,2017/2018,102.0,82.0,1.0,0.0,1.16,7.25,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-minnesota-timberwolves-MDFFQlxI/
67,NBA,2017/2018,95.0,102.0,0.0,0.0,1.63,2.66,https://www.oddsportal.com/basketball/usa/nba-2017-2018/oklahoma-city-thunder-utah-jazz-GzFJP8iO/
68,NBA,2017/2018,100.0,97.0,1.0,0.0,1.26,4.8,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-indiana-pacers-neN2Tjha/
69,NBA,2017/2018,102.0,111.0,0.0,0.0,1.39,3.5,https://www.oddsportal.com/basketball/usa/nba-2017-2018/portland-trail-blazers-new-orleans-pelicans-fRDNOS6U/
70,NBA,2017/2018,120.0,106.0,1.0,0.0,1.95,2.14,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-milwaukee-bucks-8ABBRUMB/
71,NBA,2017/2018,130.0,119.0,1.0,0.0,1.36,3.65,https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-washington-wizards-vVNbUWxg/
72,NBA,2017/2018,116.0,101.0,1.0,0.0,1.19,6.25,https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-san-antonio-spurs-f1pUqCxt/
73,NBA,2017/2018,103.0,113.0,0.0,0.0,1.36,3.65,https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-miami-heat-QoM6SA75/
74,NBA,2017/2018,104.0,101.0,1.0,0.0,1.13,9.5,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-minnesota-timberwolves-SjftCkNO/
75,NBA,2017/2018,116.0,108.0,1.0,0.0,1.56,2.8,https://www.oddsportal.com/basketball/usa/nba-2017-2018/oklahoma-city-thunder-utah-jazz-tfrOzZaP/
76,NBA,2017/2018,80.0,98.0,0.0,0.0,1.3,4.2,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-indiana-pacers-hY1TEiw6/
77,NBA,2017/2018,113.0,107.0,1.0,1.0,1.62,2.6,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-milwaukee-bucks-l0exDV7I/
78,NBA,2017/2018,95.0,97.0,0.0,0.0,1.47,3.16,https://www.oddsportal.com/basketball/usa/nba-2017-2018/portland-trail-blazers-new-orleans-pelicans-IFZkWh8t/
79,NBA,2017/2018,130.0,103.0,1.0,0.0,1.43,3.2,https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-miami-heat-WO0XDBhC/
80,NBA,2017/2018,114.0,106.0,1.0,0.0,1.3,4.3,https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-washington-wizards-bB2PFXNa/
81,NBA,2017/2018,113.0,92.0,1.0,0.0,1.26,4.6,https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-san-antonio-spurs-0vPfVCNn/
82,NBA,2017/2018,100.0,115.0,0.0,0.0,1.78,2.25,https://www.oddsportal.com/basketball/usa/nba-2017-2018/los-angeles-clippers-los-angeles-lakers-UNrWLKNP/
83,NBA,2017/2018,102.0,93.0,1.0,0.0,1.82,2.38,https://www.oddsportal.com/basketball/usa/nba-2017-2018/portland-trail-blazers-utah-jazz-06Z1Gbom/
84,NBA,2017/2018,96.0,83.0,1.0,0.0,2.39,2.2,https://www.oddsportal.com/basketball/usa/nba-2017-2018/sacramento-kings-houston-rockets-n3VcHvWt/
85,NBA,2017/2018,110.0,97.0,1.0,0.0,2.65,1.6,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-brooklyn-nets-zP1uacGC/
86,NBA,2017/2018,87.0,119.0,0.0,0.0,2.85,1.55,https://www.oddsportal.com/basketball/usa/nba-2017-2018/chicago-bulls-detroit-pistons-URbX0Jo0/
87,NBA,2017/2018,98.0,110.0,0.0,0.0,1.29,4.56,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-new-york-knicks-jXqSM08J/
88,NBA,2017/2018,116.0,109.0,1.0,1.0,1.74,2.31,https://www.oddsportal.com/basketball/usa/nba-2017-2018/miami-heat-toronto-raptors-j1BNBz0I/
89,NBA,2017/2018,112.0,106.0,1.0,1.0,1.63,2.53,https://www.oddsportal.com/basketball/usa/nba-2017-2018/minnesota-timberwolves-denver-nuggets-EF0qbHVI/
90,NBA,2017/2018,122.0,98.0,1.0,0.0,1.7,2.5,https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-orleans-pelicans-san-antonio-spurs-vw6K3L1s/
91,NBA,2017/2018,137.0,123.0,1.0,0.0,1.05,20.45,https://www.oddsportal.com/basketball/usa/nba-2017-2018/oklahoma-city-thunder-memphis-grizzlies-t22y0w16/
92,NBA,2017/2018,101.0,92.0,1.0,0.0,3.38,1.42,https://www.oddsportal.com/basketball/usa/nba-2017-2018/orlando-magic-washington-wizards-n39S1aWg/
93,NBA,2017/2018,130.0,95.0,1.0,0.0,1.41,3.5,https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-milwaukee-bucks-8CAO2uHm/
94,NBA,2017/2018,99.0,105.0,0.0,0.0,4.3,1.33,https://www.oddsportal.com/basketball/usa/nba-2017-2018/los-angeles-lakers-houston-rockets-xUJh81gQ/
95,NBA,2017/2018,119.0,79.0,1.0,0.0,1.34,4.0,https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-golden-state-warriors-f5Um9svK/
96,NBA,2017/2018,97.0,124.0,0.0,0.0,1.75,2.33,https://www.oddsportal.com/basketball/usa/nba-2017-2018/dallas-mavericks-phoenix-suns-t2QqANOD/
97,NBA,2017/2018,113.0,101.0,1.0,0.0,1.33,3.85,https://www.oddsportal.com/basketball/usa/nba-2017-2018/washington-wizards-boston-celtics-Sbx2ovnD/
98,NBA,2017/2018,113.0,121.0,0.0,0.0,6.3,1.2,https://www.oddsportal.com/basketball/usa/nba-2017-2018/atlanta-hawks-philadelphia-76ers-l8wbnKW6/
99,NBA,2017/2018,93.0,119.0,0.0,0.0,1.84,2.3,https://www.oddsportal.com/basketball/usa/nba-2017-2018/indiana-pacers-charlotte-hornets-Mo71m0H0/
100,NBA,2017/2018,100.0,113.0,0.0,0.0,5.0,1.24,https://www.oddsportal.com/basketball/usa/nba-2017-2018/los-angeles-clippers-new-orleans-pelicans-re8clt2f/
101,NBA,2017/2018,88.0,82.0,1.0,0.0,1.55,2.83,https://www.oddsportal.com/basketball/usa/nba-2017-2018/denver-nuggets-portland-trail-blazers-lY8gkMnl/
102,NBA,2017/2018,98.0,85.0,1.0,0.0,1.09,13.0,https://www.oddsportal.com/basketball/usa/nba-2017-2018/san-antonio-spurs-sacramento-kings-zV4kj2Xs/
103,NBA,2017/2018,102.0,86.0,1.0,0.0,1.21,6.0,https://www.oddsportal.com/basketball/usa/nba-2017-2018/milwaukee-bucks-orlando-magic-GthH8Am9/
104,NBA,2017/2018,113.0,94.0,1.0,0.0,1.06,15.5,https://www.oddsportal.com/basketball/usa/nba-2017-2018/minnesota-timberwolves-memphis-grizzlies-fXjL7U2F/
105,NBA,2017/2018,114.0,105.0,1.0,0.0,1.37,3.65,https://www.oddsportal.com/basketball/usa/nba-2017-2018/brooklyn-nets-chicago-bulls-n7mD9jY2/
106,NBA,2017/2018,93.0,115.0,0.0,0.0,2.76,1.55,https://www.oddsportal.com/basketball/usa/nba-2017-2018/miami-heat-oklahoma-city-thunder-4rOS1vFd/
107,NBA,2017/2018,109.0,123.0,0.0,0.0,8.52,1.12,https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-york-knicks-cleveland-cavaliers-8Gl9AWId/
108,NBA,2017/2018,98.0,108.0,0.0,0.0,3.24,1.47,https://www.oddsportal.com/basketball/usa/nba-2017-2018/detroit-pistons-toronto-raptors-8xMICGpC/
109,NBA,2017/2018,100.0,117.0,0.0,0.0,8.25,1.14,https://www.oddsportal.com/basketball/usa/nba-2017-2018/phoenix-suns-golden-state-warriors-h8KO2Kaj/
110,NBA,2017/2018,97.0,112.0,0.0,0.0,5.4,1.24,https://www.oddsportal.com/basketball/usa/nba-2017-2018/los-angeles-lakers-utah-jazz-dxZh8txT/
111,NBA,2017/2018,112.0,101.0,1.0,0.0,1.15,7.0,https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-orlando-magic-UoNEDdV5/
112,NBA,2017/2018,130.0,117.0,1.0,0.0,3.4,1.44,https://www.oddsportal.com/basketball/usa/nba-2017-2018/memphis-grizzlies-detroit-pistons-v1vl9MMM/
113,NBA,2017/2018,106.0,112.0,0.0,0.0,1.21,5.4,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-atlanta-hawks-boLK30pp/
114,NBA,2017/2018,117.0,123.0,0.0,0.0,2.07,1.94,https://www.oddsportal.com/basketball/usa/nba-2017-2018/charlotte-hornets-indiana-pacers-0AupA27G/
115,NBA,2017/2018,109.0,97.0,1.0,0.0,1.09,11.0,https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-dallas-mavericks-6mttBrhA/
116,NBA,2017/2018,116.0,105.0,1.0,0.0,1.5,2.94,https://www.oddsportal.com/basketball/usa/nba-2017-2018/san-antonio-spurs-portland-trail-blazers-hpxxCOx4/
117,NBA,2017/2018,120.0,126.0,0.0,0.0,1.4,3.35,https://www.oddsportal.com/basketball/usa/nba-2017-2018/golden-state-warriors-new-orleans-pelicans-WUmTDp8i/
118,NBA,2017/2018,102.0,108.0,0.0,0.0,1.51,2.95,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-oklahoma-city-thunder-ALnXC4Nc/
119,NBA,2017/2018,96.0,124.0,0.0,0.0,3.2,1.45,https://www.oddsportal.com/basketball/usa/nba-2017-2018/chicago-bulls-brooklyn-nets-4Oaok1Vj/
120,NBA,2017/2018,102.0,115.0,0.0,0.0,4.35,1.3,https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-york-knicks-milwaukee-bucks-QX0sjsGp/
121,NBA,2017/2018,115.0,134.0,0.0,0.0,2.5,1.75,https://www.oddsportal.com/basketball/usa/nba-2017-2018/los-angeles-clippers-denver-nuggets-KjOEfN7T/
122,NBA,2017/2018,96.0,113.0,0.0,0.0,2.94,1.49,https://www.oddsportal.com/basketball/usa/nba-2017-2018/los-angeles-lakers-minnesota-timberwolves-6mKAe3hN/
123,NBA,2017/2018,103.0,122.0,0.0,0.0,9.0,1.13,https://www.oddsportal.com/basketball/usa/nba-2017-2018/phoenix-suns-new-orleans-pelicans-CQK6dqwH/
124,NBA,2017/2018,93.0,94.0,0.0,0.0,2.55,1.62,https://www.oddsportal.com/basketball/usa/nba-2017-2018/memphis-grizzlies-sacramento-kings-YZL2cPNA/
125,NBA,2017/2018,111.0,104.0,1.0,0.0,1.38,3.75,https://www.oddsportal.com/basketball/usa/nba-2017-2018/boston-celtics-chicago-bulls-x8Sgaogb/
126,NBA,2017/2018,122.0,98.0,1.0,0.0,4.8,1.25,https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-york-knicks-miami-heat-GbRcb584/
127,NBA,2017/2018,92.0,73.0,1.0,0.0,1.32,4.05,https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-indiana-pacers-MLNAExGa/
128,NBA,2017/2018,113.0,106.0,1.0,1.0,1.37,3.6,https://www.oddsportal.com/basketball/usa/nba-2017-2018/detroit-pistons-dallas-mavericks-roTk0Rwh/
129,NBA,2017/2018,100.0,137.0,0.0,0.0,3.8,1.42,https://www.oddsportal.com/basketball/usa/nba-2017-2018/orlando-magic-charlotte-hornets-tnpxs4wU/
130,NBA,2017/2018,132.0,130.0,1.0,0.0,1.69,2.5,https://www.oddsportal.com/basketball/usa/nba-2017-2018/philadelphia-76ers-cleveland-cavaliers-p0An17Oo/
131,NBA,2017/2018,97.0,103.0,0.0,0.0,1.17,6.9,https://www.oddsportal.com/basketball/usa/nba-2017-2018/washington-wizards-atlanta-hawks-reW3xOoo/
132,NBA,2017/2018,100.0,96.0,1.0,0.0,1.57,2.8,https://www.oddsportal.com/basketball/usa/nba-2017-2018/denver-nuggets-minnesota-timberwolves-CCuYspON/
133,NBA,2017/2018,117.0,95.0,1.0,0.0,1.33,3.9,https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-los-angeles-clippers-YLtUrQ8H/
134,NBA,2017/2018,119.0,115.0,1.0,0.0,1.46,3.2,https://www.oddsportal.com/basketball/usa/nba-2017-2018/cleveland-cavaliers-washington-wizards-xfmLpnv5/
135,NBA,2017/2018,96.0,94.0,1.0,0.0,1.18,6.9,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-portland-trail-blazers-rXmHoSOb/
136,NBA,2017/2018,111.0,119.0,0.0,0.0,1.23,5.25,https://www.oddsportal.com/basketball/usa/nba-2017-2018/milwaukee-bucks-brooklyn-nets-jciPq6gB/
137,NBA,2017/2018,126.0,106.0,1.0,0.0,2.31,1.81,https://www.oddsportal.com/basketball/usa/nba-2017-2018/indiana-pacers-golden-state-warriors-4tkDn89h/
138,NBA,2017/2018,122.0,112.0,1.0,1.0,3.4,1.43,https://www.oddsportal.com/basketball/usa/nba-2017-2018/los-angeles-lakers-san-antonio-spurs-OUXFmlfn/
139,NBA,2017/2018,123.0,95.0,1.0,0.0,1.1,11.75,https://www.oddsportal.com/basketball/usa/nba-2017-2018/new-orleans-pelicans-memphis-grizzlies-pvZBlUvt/
140,NBA,2017/2018,96.0,78.0,1.0,0.0,1.36,3.9,https://www.oddsportal.com/basketball/usa/nba-2017-2018/toronto-raptors-boston-celtics-rVO6FI0g/
141,NBA,2017/2018,86.0,115.0,0.0,0.0,3.7,1.37,https://www.oddsportal.com/basketball/usa/nba-2017-2018/atlanta-hawks-miami-heat-8Ic6Tp9U/
142,NBA,2017/2018,108.0,115.0,0.0,0.0,2.25,1.83,https://www.oddsportal.com/basketball/usa/nba-2017-2018/detroit-pistons-philadelphia-76ers-fFg2UQgO/
143,NBA,2017/2018,105.0,100.0,1.0,0.0,1.82,2.2,https://www.oddsportal.com/basketball/usa/nba-2017-2018/orlando-magic-dallas-mavericks-Cj4cV6vI/
144,NBA,2017/2018,113.0,110.0,1.0,0.0,2.18,1.88,https://www.oddsportal.com/basketball/usa/nba-2017-2018/los-angeles-clippers-san-antonio-spurs-Ya5gWnPB/
145,NBA,2017/2018,97.0,94.0,1.0,0.0,2.35,1.77,https://www.oddsportal.com/basketball/usa/nba-2017-2018/phoenix-suns-sacramento-kings-4Q0kXS95/
146,NBA,2017/2018,107.0,104.0,1.0,0.0,1.58,2.72,https://www.oddsportal.com/basketball/usa/nba-2017-2018/denver-nuggets-indiana-pacers-rBCtZlug/
147,NBA,2017/2018,117.0,110.0,1.0,0.0,1.14,7.55,https://www.oddsportal.com/basketball/usa/nba-2017-2018/utah-jazz-los-angeles-lakers-QZ1oY8fa/
148,NBA,2017/2018,115.0,109.0,1.0,0.0,4.17,1.34,https://www.oddsportal.com/basketball/usa/nba-2017-2018/dallas-mavericks-portland-trail-blazers-Wz9xzVPn/
149,NBA,2017/2018,106.0,102.0,1.0,0.0,1.57,2.7,https://www.oddsportal.com/basketball/usa/nba-2017-2018/milwaukee-bucks-boston-celtics-zTyTJIZl/
150,NBA,2017/2018,120.0,114.0,1.0,0.0,3.1,1.5,https://www.oddsportal.com/basketball/usa/nba-2017-2018/chicago-bulls-charlotte-hornets-t6xPKbKr/
151,NBA,2017/2018,120.0,104.0,1.0,0.0,1.28,4.4,https://www.oddsportal.com/basketball/usa/nba-2017-2018/houston-rockets-washington-wizards-EJzXIxke/
