,League,Season,Home_score,Away_score,Win,OT,Home_p,Away_p,URL
2317,NBA,2016/2017,93.0,85.0,1.0,0.0,1.38,3.6,https://www.oddsportal.com/basketball/usa/nba-2016-2017/memphis-grizzlies-cleveland-cavaliers-jPcQRxKL/
2318,NBA,2016/2017,107.0,97.0,1.0,0.0,2.15,1.89,https://www.oddsportal.com/basketball/usa/nba-2016-2017/brooklyn-nets-los-angeles-lakers-808LSI4F/
2319,NBA,2016/2017,95.0,89.0,1.0,0.0,2.06,1.92,https://www.oddsportal.com/basketball/usa/nba-2016-2017/miami-heat-indiana-pacers-U99HTbk9/
2320,NBA,2016/2017,108.0,113.0,0.0,0.0,4.55,1.26,https://www.oddsportal.com/basketball/usa/nba-2016-2017/orlando-magic-los-angeles-clippers-drdAVKKd/
2321,NBA,2016/2017,114.0,123.0,0.0,0.0,4.25,1.29,https://www.oddsportal.com/basketball/usa/nba-2016-2017/philadelphia-76ers-toronto-raptors-IPna2V9g/
2322,NBA,2016/2017,109.0,106.0,1.0,0.0,2.2,1.82,https://www.oddsportal.com/basketball/usa/nba-2016-2017/washington-wizards-charlotte-hornets-zZfEUvz3/
2323,NBA,2016/2017,114.0,95.0,1.0,0.0,1.8,2.28,https://www.oddsportal.com/basketball/usa/nba-2016-2017/portland-trail-blazers-oklahoma-city-thunder-hAVTMSGd/
2324,NBA,2016/2017,113.0,111.0,1.0,1.0,2.21,1.79,https://www.oddsportal.com/basketball/usa/nba-2016-2017/phoenix-suns-new-york-knicks-v7RPN81j/
2325,NBA,2016/2017,94.0,99.0,0.0,0.0,1.47,3.06,https://www.oddsportal.com/basketball/usa/nba-2016-2017/chicago-bulls-minnesota-timberwolves-ppSLOlnp/
2326,NBA,2016/2017,109.0,113.0,0.0,0.0,6.25,1.18,https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-orleans-pelicans-golden-state-warriors-rytfTUwT/
2327,NBA,2016/2017,120.0,131.0,0.0,0.0,1.29,4.25,https://www.oddsportal.com/basketball/usa/nba-2016-2017/atlanta-hawks-orlando-magic-QaokUAOM/
2328,NBA,2016/2017,103.0,86.0,1.0,0.0,1.09,10.75,https://www.oddsportal.com/basketball/usa/nba-2016-2017/cleveland-cavaliers-memphis-grizzlies-n9noVj9G/
2329,NBA,2016/2017,121.0,120.0,1.0,0.0,1.22,5.5,https://www.oddsportal.com/basketball/usa/nba-2016-2017/los-angeles-clippers-portland-trail-blazers-hnmsWWgA/
2330,NBA,2016/2017,116.0,92.0,1.0,0.0,1.31,4.3,https://www.oddsportal.com/basketball/usa/nba-2016-2017/sacramento-kings-los-angeles-lakers-tCqwXCv4/
2331,NBA,2016/2017,112.0,92.0,1.0,0.0,2.27,1.74,https://www.oddsportal.com/basketball/usa/nba-2016-2017/dallas-mavericks-denver-nuggets-bmfYXhPc/
2332,NBA,2016/2017,122.0,118.0,1.0,0.0,1.12,9.0,https://www.oddsportal.com/basketball/usa/nba-2016-2017/houston-rockets-brooklyn-nets-KdeUYY9i/
2333,NBA,2016/2017,122.0,100.0,1.0,0.0,1.3,4.3,https://www.oddsportal.com/basketball/usa/nba-2016-2017/toronto-raptors-milwaukee-bucks-z1cf3Bfm/
2334,NBA,2016/2017,112.0,101.0,1.0,0.0,2.07,1.88,https://www.oddsportal.com/basketball/usa/nba-2016-2017/miami-heat-washington-wizards-Wt2nAkXj/
2335,NBA,2016/2017,110.0,94.0,1.0,0.0,2.07,1.9,https://www.oddsportal.com/basketball/usa/nba-2016-2017/indiana-pacers-charlotte-hornets-hj3rBVHp/
2336,NBA,2016/2017,112.0,118.0,0.0,0.0,2.28,1.77,https://www.oddsportal.com/basketball/usa/nba-2016-2017/los-angeles-lakers-new-york-knicks-n9QFFB9T/
2337,NBA,2016/2017,119.0,120.0,0.0,1.0,1.89,2.23,https://www.oddsportal.com/basketball/usa/nba-2016-2017/phoenix-suns-new-orleans-pelicans-Y5MBGifN/
2338,NBA,2016/2017,108.0,116.0,0.0,0.0,5.45,1.21,https://www.oddsportal.com/basketball/usa/nba-2016-2017/minnesota-timberwolves-golden-state-warriors-vqN7HXvH/
2339,NBA,2016/2017,99.0,96.0,1.0,0.0,1.69,2.44,https://www.oddsportal.com/basketball/usa/nba-2016-2017/oklahoma-city-thunder-boston-celtics-0hO3IDPA/
2340,NBA,2016/2017,79.0,97.0,0.0,0.0,1.12,8.5,https://www.oddsportal.com/basketball/usa/nba-2016-2017/detroit-pistons-philadelphia-76ers-Kt76JgA4/
2341,NBA,2016/2017,133.0,105.0,1.0,0.0,1.1,12.75,https://www.oddsportal.com/basketball/usa/nba-2016-2017/los-angeles-clippers-new-orleans-pelicans-tj82KZfb/
2342,NBA,2016/2017,104.0,84.0,1.0,0.0,1.46,3.22,https://www.oddsportal.com/basketball/usa/nba-2016-2017/utah-jazz-sacramento-kings-nT8bLFuh/
2343,NBA,2016/2017,130.0,101.0,1.0,0.0,1.06,15.0,https://www.oddsportal.com/basketball/usa/nba-2016-2017/san-antonio-spurs-brooklyn-nets-YP4fMeQo/
2344,NBA,2016/2017,105.0,100.0,1.0,0.0,1.25,5.2,https://www.oddsportal.com/basketball/usa/nba-2016-2017/chicago-bulls-miami-heat-WKQBcCmo/
2345,NBA,2016/2017,109.0,87.0,1.0,0.0,1.12,9.05,https://www.oddsportal.com/basketball/usa/nba-2016-2017/houston-rockets-dallas-mavericks-0xzt3YPN/
2346,NBA,2016/2017,110.0,89.0,1.0,0.0,9.8,1.11,https://www.oddsportal.com/basketball/usa/nba-2016-2017/memphis-grizzlies-golden-state-warriors-UBvp2huU/
2347,NBA,2016/2017,116.0,105.0,1.0,0.0,1.32,3.85,https://www.oddsportal.com/basketball/usa/nba-2016-2017/cleveland-cavaliers-charlotte-hornets-Moyx4EAH/
2348,NBA,2016/2017,118.0,111.0,1.0,0.0,2.05,1.95,https://www.oddsportal.com/basketball/usa/nba-2016-2017/indiana-pacers-portland-trail-blazers-vNoX4feB/
2349,NBA,2016/2017,113.0,121.0,0.0,0.0,2.15,1.87,https://www.oddsportal.com/basketball/usa/nba-2016-2017/orlando-magic-denver-nuggets-nFTP6GQb/
2350,NBA,2016/2017,110.0,105.0,1.0,0.0,1.6,2.65,https://www.oddsportal.com/basketball/usa/nba-2016-2017/washington-wizards-milwaukee-bucks-txTT5zt5/
2351,NBA,2016/2017,115.0,119.0,0.0,0.0,1.88,2.11,https://www.oddsportal.com/basketball/usa/nba-2016-2017/los-angeles-lakers-phoenix-suns-jmzH8xdn/
2352,NBA,2016/2017,100.0,103.0,0.0,0.0,1.48,3.07,https://www.oddsportal.com/basketball/usa/nba-2016-2017/sacramento-kings-new-york-knicks-8OUL7dBh/
2353,NBA,2016/2017,111.0,103.0,1.0,0.0,2.5,1.64,https://www.oddsportal.com/basketball/usa/nba-2016-2017/dallas-mavericks-indiana-pacers-CdyD9Itt/
2354,NBA,2016/2017,110.0,114.0,0.0,0.0,1.69,2.43,https://www.oddsportal.com/basketball/usa/nba-2016-2017/milwaukee-bucks-atlanta-hawks-0KO51LlJ/
2355,NBA,2016/2017,90.0,117.0,0.0,0.0,2.45,1.67,https://www.oddsportal.com/basketball/usa/nba-2016-2017/minnesota-timberwolves-detroit-pistons-4hVd3sK6/
2356,NBA,2016/2017,99.0,102.0,0.0,0.0,2.15,1.85,https://www.oddsportal.com/basketball/usa/nba-2016-2017/oklahoma-city-thunder-houston-rockets-nHK121ZC/
2357,NBA,2016/2017,94.0,101.0,0.0,0.0,1.82,2.25,https://www.oddsportal.com/basketball/usa/nba-2016-2017/boston-celtics-toronto-raptors-Mcgj4ius/
2358,NBA,2016/2017,114.0,84.0,1.0,0.0,1.12,8.1,https://www.oddsportal.com/basketball/usa/nba-2016-2017/cleveland-cavaliers-miami-heat-Q1Wh4N40/
2359,NBA,2016/2017,109.0,88.0,1.0,0.0,1.37,3.75,https://www.oddsportal.com/basketball/usa/nba-2016-2017/charlotte-hornets-orlando-magic-IyXl53kf/
2360,NBA,2016/2017,95.0,91.0,1.0,0.0,2.49,1.67,https://www.oddsportal.com/basketball/usa/nba-2016-2017/chicago-bulls-san-antonio-spurs-voYp6qzl/
2361,NBA,2016/2017,99.0,106.0,0.0,0.0,7.1,1.15,https://www.oddsportal.com/basketball/usa/nba-2016-2017/utah-jazz-golden-state-warriors-dMrt7PKs/
2362,NBA,2016/2017,88.0,86.0,1.0,0.0,2.66,1.75,https://www.oddsportal.com/basketball/usa/nba-2016-2017/memphis-grizzlies-portland-trail-blazers-QwhACocK/
2363,NBA,2016/2017,88.0,99.0,0.0,0.0,1.4,3.8,https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-orleans-pelicans-philadelphia-76ers-K0iEB5CQ/
2364,NBA,2016/2017,124.0,110.0,1.0,0.0,1.23,5.2,https://www.oddsportal.com/basketball/usa/nba-2016-2017/toronto-raptors-minnesota-timberwolves-U1VMLJAE/
2365,NBA,2016/2017,92.0,85.0,1.0,0.0,1.48,3.05,https://www.oddsportal.com/basketball/usa/nba-2016-2017/washington-wizards-denver-nuggets-nmg6DRsE/
2366,NBA,2016/2017,98.0,115.0,0.0,0.0,2.66,1.63,https://www.oddsportal.com/basketball/usa/nba-2016-2017/los-angeles-clippers-golden-state-warriors-AV9Nlr5D/
2367,NBA,2016/2017,94.0,109.0,0.0,0.0,2.65,1.6,https://www.oddsportal.com/basketball/usa/nba-2016-2017/phoenix-suns-indiana-pacers-WvBJkOk7/
2368,NBA,2016/2017,89.0,120.0,0.0,0.0,2.41,1.68,https://www.oddsportal.com/basketball/usa/nba-2016-2017/dallas-mavericks-sacramento-kings-xIBFj4z1/
2369,NBA,2016/2017,134.0,95.0,1.0,0.0,1.09,11.75,https://www.oddsportal.com/basketball/usa/nba-2016-2017/houston-rockets-los-angeles-lakers-Qs8BipLf/
2370,NBA,2016/2017,115.0,107.0,1.0,0.0,1.85,2.11,https://www.oddsportal.com/basketball/usa/nba-2016-2017/milwaukee-bucks-portland-trail-blazers-rJI6hQ5l/
2371,NBA,2016/2017,94.0,126.0,0.0,0.0,4.48,1.29,https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-york-knicks-cleveland-cavaliers-4SJ2g6jr/
2372,NBA,2016/2017,103.0,95.0,1.0,0.0,1.28,4.9,https://www.oddsportal.com/basketball/usa/nba-2016-2017/atlanta-hawks-miami-heat-CzSzbnrR/
2373,NBA,2016/2017,116.0,111.0,1.0,0.0,2.65,1.61,https://www.oddsportal.com/basketball/usa/nba-2016-2017/brooklyn-nets-denver-nuggets-YqTWbSSK/
2374,NBA,2016/2017,87.0,77.0,1.0,0.0,1.48,3.0,https://www.oddsportal.com/basketball/usa/nba-2016-2017/charlotte-hornets-detroit-pistons-jLwSa8DE/
2375,NBA,2016/2017,87.0,117.0,0.0,0.0,2.08,1.88,https://www.oddsportal.com/basketball/usa/nba-2016-2017/orlando-magic-boston-celtics-xIZN0lb8/
2376,NBA,2016/2017,112.0,105.0,1.0,0.0,1.39,3.6,https://www.oddsportal.com/basketball/usa/nba-2016-2017/utah-jazz-phoenix-suns-OEotx5L7/
2377,NBA,2016/2017,96.0,91.0,1.0,0.0,1.35,3.7,https://www.oddsportal.com/basketball/usa/nba-2016-2017/memphis-grizzlies-philadelphia-76ers-I1GuvRje/
2378,NBA,2016/2017,91.0,105.0,0.0,0.0,2.61,1.61,https://www.oddsportal.com/basketball/usa/nba-2016-2017/minnesota-timberwolves-san-antonio-spurs-pOnxwo61/
2379,NBA,2016/2017,102.0,91.0,1.0,0.0,1.48,3.1,https://www.oddsportal.com/basketball/usa/nba-2016-2017/detroit-pistons-chicago-bulls-vBHyu7yk/
2380,NBA,2016/2017,103.0,114.0,0.0,0.0,1.92,2.1,https://www.oddsportal.com/basketball/usa/nba-2016-2017/miami-heat-new-york-knicks-plIXumMr/
2381,NBA,2016/2017,116.0,124.0,0.0,0.0,1.72,2.33,https://www.oddsportal.com/basketball/usa/nba-2016-2017/washington-wizards-orlando-magic-8SQ5pTDR/
2382,NBA,2016/2017,142.0,106.0,1.0,0.0,1.09,12.5,https://www.oddsportal.com/basketball/usa/nba-2016-2017/golden-state-warriors-indiana-pacers-Q3y1o9bL/
2383,NBA,2016/2017,101.0,107.0,0.0,0.0,2.75,1.58,https://www.oddsportal.com/basketball/usa/nba-2016-2017/los-angeles-lakers-utah-jazz-nDxcnkqF/
2384,NBA,2016/2017,101.0,109.0,0.0,0.0,2.5,1.65,https://www.oddsportal.com/basketball/usa/nba-2016-2017/dallas-mavericks-charlotte-hornets-IwYhmVT8/
2385,NBA,2016/2017,110.0,112.0,0.0,0.0,1.64,2.54,https://www.oddsportal.com/basketball/usa/nba-2016-2017/chicago-bulls-portland-trail-blazers-vmZllBE2/
2386,NBA,2016/2017,107.0,106.0,1.0,0.0,1.48,3.0,https://www.oddsportal.com/basketball/usa/nba-2016-2017/houston-rockets-boston-celtics-WphbRm7k/
2387,NBA,2016/2017,96.0,97.0,0.0,0.0,3.27,1.44,https://www.oddsportal.com/basketball/usa/nba-2016-2017/milwaukee-bucks-san-antonio-spurs-xre6PRy2/
2388,NBA,2016/2017,108.0,110.0,0.0,1.0,1.59,2.65,https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-orleans-pelicans-memphis-grizzlies-Q7i2Q7Me/
2389,NBA,2016/2017,99.0,102.0,0.0,0.0,1.59,2.61,https://www.oddsportal.com/basketball/usa/nba-2016-2017/atlanta-hawks-oklahoma-city-thunder-C0BRW9qS/
2390,NBA,2016/2017,113.0,118.0,0.0,0.0,3.4,1.42,https://www.oddsportal.com/basketball/usa/nba-2016-2017/brooklyn-nets-washington-wizards-hfgfSTiq/
2391,NBA,2016/2017,112.0,116.0,0.0,0.0,1.88,2.15,https://www.oddsportal.com/basketball/usa/nba-2016-2017/toronto-raptors-cleveland-cavaliers-jBWIMae8/
2392,NBA,2016/2017,98.0,106.0,0.0,0.0,2.66,1.6,https://www.oddsportal.com/basketball/usa/nba-2016-2017/philadelphia-76ers-denver-nuggets-Y9CNXkUL/
2393,NBA,2016/2017,102.0,111.0,0.0,0.0,1.18,7.0,https://www.oddsportal.com/basketball/usa/nba-2016-2017/los-angeles-clippers-indiana-pacers-vmDJYVEF/
2394,NBA,2016/2017,106.0,98.0,1.0,0.0,1.86,2.1,https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-york-knicks-sacramento-kings-Qq9FZBa9/
2395,NBA,2016/2017,101.0,92.0,1.0,0.0,1.44,3.27,https://www.oddsportal.com/basketball/usa/nba-2016-2017/oklahoma-city-thunder-new-orleans-pelicans-rLJAzhp3/
2396,NBA,2016/2017,92.0,98.0,0.0,0.0,1.33,3.77,https://www.oddsportal.com/basketball/usa/nba-2016-2017/detroit-pistons-orlando-magic-4UK6yYUd/
2397,NBA,2016/2017,138.0,109.0,1.0,0.0,1.04,21.0,https://www.oddsportal.com/basketball/usa/nba-2016-2017/golden-state-warriors-phoenix-suns-xOWOClhd/
2398,NBA,2016/2017,99.0,92.0,1.0,0.0,1.47,3.38,https://www.oddsportal.com/basketball/usa/nba-2016-2017/portland-trail-blazers-miami-heat-bXXKDUxj/
2399,NBA,2016/2017,105.0,98.0,1.0,0.0,1.37,3.75,https://www.oddsportal.com/basketball/usa/nba-2016-2017/utah-jazz-denver-nuggets-G8rGEANq/
2400,NBA,2016/2017,107.0,82.0,1.0,0.0,2.46,1.69,https://www.oddsportal.com/basketball/usa/nba-2016-2017/dallas-mavericks-chicago-bulls-4WFnWxgH/
2401,NBA,2016/2017,103.0,100.0,1.0,0.0,1.8,2.25,https://www.oddsportal.com/basketball/usa/nba-2016-2017/memphis-grizzlies-los-angeles-lakers-A9GrXIwB/
2402,NBA,2016/2017,106.0,107.0,0.0,0.0,5.5,1.21,https://www.oddsportal.com/basketball/usa/nba-2016-2017/philadelphia-76ers-boston-celtics-WIHvYbO4/
2403,NBA,2016/2017,128.0,84.0,1.0,0.0,1.3,4.4,https://www.oddsportal.com/basketball/usa/nba-2016-2017/toronto-raptors-atlanta-hawks-EgmzbGI7/
2404,NBA,2016/2017,120.0,125.0,0.0,1.0,1.44,3.1,https://www.oddsportal.com/basketball/usa/nba-2016-2017/charlotte-hornets-minnesota-timberwolves-EsNZYv9b/
2405,NBA,2016/2017,112.0,103.0,1.0,0.0,1.23,5.35,https://www.oddsportal.com/basketball/usa/nba-2016-2017/milwaukee-bucks-brooklyn-nets-ziOVZKgh/
2406,NBA,2016/2017,110.0,128.0,0.0,0.0,1.67,2.5,https://www.oddsportal.com/basketball/usa/nba-2016-2017/denver-nuggets-houston-rockets-tUORz1vn/
2407,NBA,2016/2017,107.0,105.0,1.0,0.0,1.25,5.1,https://www.oddsportal.com/basketball/usa/nba-2016-2017/san-antonio-spurs-washington-wizards-rq6OysPu/
2408,NBA,2016/2017,85.0,121.0,0.0,0.0,1.87,2.11,https://www.oddsportal.com/basketball/usa/nba-2016-2017/atlanta-hawks-detroit-pistons-vVuEHwvO/
2409,NBA,2016/2017,111.0,105.0,1.0,0.0,2.18,1.87,https://www.oddsportal.com/basketball/usa/nba-2016-2017/chicago-bulls-cleveland-cavaliers-AeyAIJOH/
2410,NBA,2016/2017,96.0,114.0,0.0,0.0,2.7,1.59,https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-orleans-pelicans-los-angeles-clippers-ILvIGcgU/
2411,NBA,2016/2017,97.0,92.0,1.0,0.0,1.41,3.26,https://www.oddsportal.com/basketball/usa/nba-2016-2017/boston-celtics-sacramento-kings-W4x6Ja9B/
2412,NBA,2016/2017,118.0,114.0,1.0,0.0,2.3,1.83,https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-york-knicks-minnesota-timberwolves-ltm1Kuf5/
2413,NBA,2016/2017,113.0,80.0,1.0,0.0,1.24,5.25,https://www.oddsportal.com/basketball/usa/nba-2016-2017/toronto-raptors-los-angeles-lakers-z3lWbd31/
2414,NBA,2016/2017,88.0,105.0,0.0,0.0,1.88,2.08,https://www.oddsportal.com/basketball/usa/nba-2016-2017/philadelphia-76ers-orlando-magic-zwqcLLva/
2415,NBA,2016/2017,127.0,132.0,0.0,1.0,1.17,6.5,https://www.oddsportal.com/basketball/usa/nba-2016-2017/golden-state-warriors-houston-rockets-Mkkf9fU6/
2416,NBA,2016/2017,110.0,111.0,0.0,0.0,1.33,3.8,https://www.oddsportal.com/basketball/usa/nba-2016-2017/utah-jazz-miami-heat-8nojAzF0/
2417,NBA,2016/2017,94.0,113.0,0.0,0.0,1.63,2.58,https://www.oddsportal.com/basketball/usa/nba-2016-2017/cleveland-cavaliers-los-angeles-clippers-QNeoBGaf/
2418,NBA,2016/2017,95.0,94.0,1.0,0.0,2.6,1.6,https://www.oddsportal.com/basketball/usa/nba-2016-2017/memphis-grizzlies-orlando-magic-nXdsCdpl/
2419,NBA,2016/2017,93.0,111.0,0.0,0.0,2.98,1.47,https://www.oddsportal.com/basketball/usa/nba-2016-2017/brooklyn-nets-milwaukee-bucks-hdrvDxVs/
2420,NBA,2016/2017,97.0,87.0,1.0,0.0,1.15,8.25,https://www.oddsportal.com/basketball/usa/nba-2016-2017/charlotte-hornets-dallas-mavericks-jmdCHIMQ/
2421,NBA,2016/2017,131.0,109.0,1.0,0.0,1.34,3.75,https://www.oddsportal.com/basketball/usa/nba-2016-2017/portland-trail-blazers-indiana-pacers-8O67Ib7K/
2422,NBA,2016/2017,98.0,106.0,0.0,0.0,1.42,3.35,https://www.oddsportal.com/basketball/usa/nba-2016-2017/denver-nuggets-miami-heat-fL23JvhE/
2423,NBA,2016/2017,109.0,107.0,1.0,0.0,2.65,1.58,https://www.oddsportal.com/basketball/usa/nba-2016-2017/phoenix-suns-atlanta-hawks-tIELfeFD/
2424,NBA,2016/2017,87.0,94.0,0.0,0.0,4.55,1.26,https://www.oddsportal.com/basketball/usa/nba-2016-2017/dallas-mavericks-san-antonio-spurs-2RFHey07/
2425,NBA,2016/2017,90.0,96.0,0.0,0.0,1.22,6.0,https://www.oddsportal.com/basketball/usa/nba-2016-2017/chicago-bulls-los-angeles-lakers-6aM8ccVf/
2426,NBA,2016/2017,104.0,106.0,0.0,0.0,1.63,2.6,https://www.oddsportal.com/basketball/usa/nba-2016-2017/minnesota-timberwolves-new-york-knicks-CxN4bwGl/
2427,NBA,2016/2017,126.0,115.0,1.0,1.0,1.5,2.95,https://www.oddsportal.com/basketball/usa/nba-2016-2017/oklahoma-city-thunder-washington-wizards-pjLCdHp1/
2428,NBA,2016/2017,114.0,121.0,0.0,0.0,1.38,3.54,https://www.oddsportal.com/basketball/usa/nba-2016-2017/boston-celtics-detroit-pistons-02J0aJ0r/
2429,NBA,2016/2017,120.0,105.0,1.0,0.0,1.09,10.5,https://www.oddsportal.com/basketball/usa/nba-2016-2017/toronto-raptors-memphis-grizzlies-tGqgM1Ph/
2430,NBA,2016/2017,120.0,101.0,1.0,0.0,2.02,1.92,https://www.oddsportal.com/basketball/usa/nba-2016-2017/utah-jazz-houston-rockets-tE6SHRG9/
2431,NBA,2016/2017,83.0,95.0,0.0,0.0,1.1,9.2,https://www.oddsportal.com/basketball/usa/nba-2016-2017/san-antonio-spurs-orlando-magic-Cv2OI713/
2432,NBA,2016/2017,118.0,101.0,1.0,0.0,3.8,1.33,https://www.oddsportal.com/basketball/usa/nba-2016-2017/milwaukee-bucks-cleveland-cavaliers-WrPye49d/
2433,NBA,2016/2017,105.0,88.0,1.0,0.0,1.5,3.0,https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-orleans-pelicans-los-angeles-lakers-Ym3KJmnc/
2434,NBA,2016/2017,127.0,122.0,1.0,1.0,8.5,1.17,https://www.oddsportal.com/basketball/usa/nba-2016-2017/brooklyn-nets-los-angeles-clippers-IuLXepfj/
2435,NBA,2016/2017,89.0,112.0,0.0,0.0,1.67,2.53,https://www.oddsportal.com/basketball/usa/nba-2016-2017/charlotte-hornets-detroit-pistons-OILTdQvp/
2436,NBA,2016/2017,105.0,100.0,1.0,0.0,1.1,13.0,https://www.oddsportal.com/basketball/usa/nba-2016-2017/golden-state-warriors-atlanta-hawks-M9Z116WS/
2437,NBA,2016/2017,85.0,104.0,0.0,0.0,2.11,1.97,https://www.oddsportal.com/basketball/usa/nba-2016-2017/memphis-grizzlies-charlotte-hornets-tbI42nHM/
2438,NBA,2016/2017,103.0,112.0,0.0,0.0,2.35,1.73,https://www.oddsportal.com/basketball/usa/nba-2016-2017/minnesota-timberwolves-utah-jazz-27J03S1G/
2439,NBA,2016/2017,104.0,112.0,0.0,0.0,2.64,1.61,https://www.oddsportal.com/basketball/usa/nba-2016-2017/miami-heat-boston-celtics-8pKd48nA/
2440,NBA,2016/2017,103.0,112.0,0.0,0.0,1.98,1.97,https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-york-knicks-oklahoma-city-thunder-fsGh5lX3/
2441,NBA,2016/2017,122.0,95.0,1.0,0.0,1.07,15.0,https://www.oddsportal.com/basketball/usa/nba-2016-2017/toronto-raptors-philadelphia-76ers-2PpkNsAn/
2442,NBA,2016/2017,101.0,95.0,1.0,1.0,1.54,2.76,https://www.oddsportal.com/basketball/usa/nba-2016-2017/washington-wizards-sacramento-kings-CIQm6UHc/
2443,NBA,2016/2017,109.0,94.0,1.0,0.0,2.85,1.54,https://www.oddsportal.com/basketball/usa/nba-2016-2017/los-angeles-lakers-atlanta-hawks-YRRq7A2i/
2444,NBA,2016/2017,114.0,130.0,0.0,0.0,2.25,1.88,https://www.oddsportal.com/basketball/usa/nba-2016-2017/portland-trail-blazers-houston-rockets-pCY1rRPj/
2445,NBA,2016/2017,91.0,81.0,1.0,0.0,2.88,1.5,https://www.oddsportal.com/basketball/usa/nba-2016-2017/dallas-mavericks-new-orleans-pelicans-6LZcq7Ap/
2446,NBA,2016/2017,105.0,122.0,0.0,0.0,2.86,1.53,https://www.oddsportal.com/basketball/usa/nba-2016-2017/brooklyn-nets-sacramento-kings-0vcVmm2T/
2447,NBA,2016/2017,91.0,70.0,1.0,0.0,7.22,1.15,https://www.oddsportal.com/basketball/usa/nba-2016-2017/indiana-pacers-los-angeles-clippers-2gvSlTnN/
2448,NBA,2016/2017,96.0,104.0,0.0,0.0,1.91,2.1,https://www.oddsportal.com/basketball/usa/nba-2016-2017/orlando-magic-milwaukee-bucks-8WvOk9XG/
2449,NBA,2016/2017,114.0,120.0,0.0,0.0,1.83,2.2,https://www.oddsportal.com/basketball/usa/nba-2016-2017/phoenix-suns-denver-nuggets-UutKjkIA/
2450,NBA,2016/2017,108.0,112.0,0.0,0.0,7.5,1.14,https://www.oddsportal.com/basketball/usa/nba-2016-2017/philadelphia-76ers-cleveland-cavaliers-C4oFiV24/
2451,NBA,2016/2017,115.0,102.0,1.0,0.0,1.11,9.9,https://www.oddsportal.com/basketball/usa/nba-2016-2017/golden-state-warriors-minnesota-timberwolves-YDnBhBmb/
2452,NBA,2016/2017,107.0,110.0,0.0,0.0,2.1,1.89,https://www.oddsportal.com/basketball/usa/nba-2016-2017/miami-heat-memphis-grizzlies-vim7giYi/
2453,NBA,2016/2017,106.0,88.0,1.0,0.0,1.58,2.7,https://www.oddsportal.com/basketball/usa/nba-2016-2017/oklahoma-city-thunder-detroit-pistons-Qmq3fXIo/
2454,NBA,2016/2017,107.0,102.0,1.0,0.0,1.47,3.06,https://www.oddsportal.com/basketball/usa/nba-2016-2017/charlotte-hornets-new-york-knicks-MZIhzUXT/
2455,NBA,2016/2017,100.0,112.0,0.0,0.0,3.44,1.4,https://www.oddsportal.com/basketball/usa/nba-2016-2017/washington-wizards-san-antonio-spurs-Or5KVmto/
2456,NBA,2016/2017,85.0,109.0,0.0,0.0,11.51,1.08,https://www.oddsportal.com/basketball/usa/nba-2016-2017/los-angeles-lakers-golden-state-warriors-E9JlyAIN/
2457,NBA,2016/2017,104.0,117.0,0.0,0.0,2.45,1.67,https://www.oddsportal.com/basketball/usa/nba-2016-2017/sacramento-kings-houston-rockets-zJKpxj3H/
2458,NBA,2016/2017,119.0,104.0,1.0,0.0,1.59,2.7,https://www.oddsportal.com/basketball/usa/nba-2016-2017/portland-trail-blazers-new-orleans-pelicans-hfVuwWmB/
2459,NBA,2016/2017,129.0,132.0,0.0,1.0,2.33,1.74,https://www.oddsportal.com/basketball/usa/nba-2016-2017/denver-nuggets-oklahoma-city-thunder-viRyvCY4/
2460,NBA,2016/2017,85.0,98.0,0.0,0.0,2.18,1.86,https://www.oddsportal.com/basketball/usa/nba-2016-2017/phoenix-suns-minnesota-timberwolves-pURXvhJb/
2461,NBA,2016/2017,118.0,97.0,1.0,0.0,1.46,3.3,https://www.oddsportal.com/basketball/usa/nba-2016-2017/indiana-pacers-brooklyn-nets-ABZKsfZu/
2462,NBA,2016/2017,81.0,90.0,0.0,0.0,1.53,2.9,https://www.oddsportal.com/basketball/usa/nba-2016-2017/memphis-grizzlies-miami-heat-l2YOtEln/
2463,NBA,2016/2017,99.0,105.0,0.0,0.0,2.48,1.65,https://www.oddsportal.com/basketball/usa/nba-2016-2017/milwaukee-bucks-toronto-raptors-MDTiONft/
2464,NBA,2016/2017,95.0,68.0,1.0,0.0,1.7,2.45,https://www.oddsportal.com/basketball/usa/nba-2016-2017/utah-jazz-atlanta-hawks-6wTTuY3h/
2465,NBA,2016/2017,128.0,90.0,1.0,0.0,1.08,13.5,https://www.oddsportal.com/basketball/usa/nba-2016-2017/cleveland-cavaliers-dallas-mavericks-0062PCJB/
2466,NBA,2016/2017,108.0,97.0,1.0,0.0,3.5,1.38,https://www.oddsportal.com/basketball/usa/nba-2016-2017/detroit-pistons-los-angeles-clippers-YkbFMA3U/
2467,NBA,2016/2017,113.0,111.0,1.0,1.0,2.15,1.87,https://www.oddsportal.com/basketball/usa/nba-2016-2017/new-york-knicks-charlotte-hornets-MFfBNjlO/
