,AH,AH_Home,AH_Away,OU,Over,Under,Home_name,Away_name,Date,URL
0,3.5,2.08,1.9,158.0,1.93,1.98,Fenerbahce,CSKA Moscow,"Sunday, 15 May  2016, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/fenerbahce-cska-moscow-r1BrDC3e/
1,3.5,2.06,1.95,166.0,2.11,1.91,Baskonia,Lokomotiv Kuban,"Sunday, 15 May  2016, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/saski-baskonia-lokomotiv-kuban-QP0mCWI1/
2,6.5,2.02,1.97,155.0,2.0,2.0,Fenerbahce,Baskonia,"Friday, 13 May  2016, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/fenerbahce-saski-baskonia-drUay9zk/
3,-7.0,2.06,1.97,159.0,2.0,2.02,CSKA Moscow,Lokomotiv Kuban,"Friday, 13 May  2016, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/cska-moscow-lokomotiv-kuban-KAOL0cLH/
4,2.5,1.9,2.18,146.0,2.03,1.95,Lokomotiv Kuban,Barcelona,"Tuesday, 26 Apr  2016, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/lokomotiv-kuban-barcelona-Uit5KlU0/
5,7.5,2.02,1.96,146.0,2.07,1.91,Barcelona,Lokomotiv Kuban,"Thursday, 21 Apr  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/barcelona-lokomotiv-kuban-bVGchobb/
6,7.5,1.94,2.0,145.0,2.0,1.96,Barcelona,Lokomotiv Kuban,"Tuesday, 19 Apr  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/barcelona-lokomotiv-kuban-Ozg298gH/
7,5.5,1.91,2.13,160.0,2.02,2.01,Real Madrid,Fenerbahce,"Tuesday, 19 Apr  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/real-madrid-fenerbahce-Yo0kCA9b/
8,7.5,2.02,1.92,152.0,2.01,1.98,Panathinaikos,Baskonia,"Tuesday, 19 Apr  2016, 21:15",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/panathinaikos-saski-baskonia-jNffBUO4/
9,5.5,2.02,2.01,16.0,1.99,1.98,Crvena zvezda mts,CSKA Moscow,"Monday, 18 Apr  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/crvena-zvezda-mts-cska-moscow-UDgbAlvB/
10,4.5,2.04,1.95,154.0,1.95,2.11,Baskonia,Panathinaikos,"Friday, 15 Apr  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/saski-baskonia-panathinaikos-lbbwFCPu/
11,2.5,1.99,2.02,144.0,2.06,1.91,Lokomotiv Kuban,Barcelona,"Friday, 15 Apr  2016, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/lokomotiv-kuban-barcelona-fe1oDjfh/
12,3.5,1.92,2.11,157.0,1.98,2.02,Fenerbahce,Real Madrid,"Thursday, 14 Apr  2016, 20:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/fenerbahce-real-madrid-OzXWgTgU/
13,7.5,2.04,2.06,165.0,2.13,1.96,CSKA Moscow,Crvena zvezda mts,"Thursday, 14 Apr  2016, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/cska-moscow-crvena-zvezda-mts-0Y1sEWvn/
14,3.5,2.11,1.9,151.0,2.03,1.95,Baskonia,Panathinaikos,"Wednesday, 13 Apr  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/saski-baskonia-panathinaikos-xKUKdV9B/
15,3.5,1.94,2.0,144.0,1.97,2.03,Lokomotiv Kuban,Barcelona,"Wednesday, 13 Apr  2016, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/lokomotiv-kuban-barcelona-ppYSf9vO/
16,3.5,1.92,2.03,161.0,1.95,2.02,Fenerbahce,Real Madrid,"Tuesday, 12 Apr  2016, 20:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/fenerbahce-real-madrid-feuGcBf5/
17,7.5,1.96,2.02,165.0,2.11,1.9,CSKA Moscow,Crvena zvezda mts,"Tuesday, 12 Apr  2016, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/cska-moscow-crvena-zvezda-mts-GATOekPH/
18,1.5,2.06,1.92,164.0,2.09,1.95,Olympiakos,CSKA Moscow,"Friday, 08 Apr  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/olympiakos-piraeus-cska-moscow-jyYDe5ho/
19,1.0,2.01,2.0,152.0,1.98,1.95,Unicaja,Fenerbahce,"Friday, 08 Apr  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/unicaja-fenerbahce-h0hw27FH/
20,3.5,1.93,2.08,157.0,2.0,1.97,Cedevita,Crvena zvezda mts,"Friday, 08 Apr  2016, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/cedevita-crvena-zvezda-mts-ITpR49Vb/
21,2.5,1.95,2.03,149.0,2.01,1.97,Darussafaka,Lokomotiv Kuban,"Friday, 08 Apr  2016, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/darussafaka-lokomotiv-kuban-0hzW3Tp5/
22,6.5,2.0,2.05,169.0,2.0,2.01,Real Madrid,Khimki M.,"Thursday, 07 Apr  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/real-madrid-khimki-m-lSon0opU/
23,5.5,1.99,2.03,158.0,1.98,1.98,Bamberg,Baskonia,"Thursday, 07 Apr  2016, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/brose-bamberg-saski-baskonia-Wjis1RUN/
24,2.5,1.96,2.04,156.0,1.92,2.03,Anadolu Efes,Panathinaikos,"Thursday, 07 Apr  2016, 20:30",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/anadolu-efes-panathinaikos-bwgZ2m0B/
25,,,,,,,,,,https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/zalgiris-kaunas-barcelona-4vMeKlVo/
26,6.5,1.95,2.03,154.0,2.01,1.97,Panathinaikos,Cedevita,"Friday, 01 Apr  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/panathinaikos-cedevita-46Mc3dff/
27,3.5,1.91,2.05,167.0,2.1,1.95,Baskonia,Real Madrid,"Friday, 01 Apr  2016, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/saski-baskonia-real-madrid-WCrF7Bot/
28,2.5,2.02,2.0,157.0,1.91,2.04,Fenerbahce,Anadolu Efes,"Friday, 01 Apr  2016, 20:30",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/fenerbahce-anadolu-efes-IVy30fvD/
29,0.5,1.94,2.12,168.0,2.16,1.91,CSKA Moscow,Zalgiris Kaunas,"Friday, 01 Apr  2016, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/cska-moscow-zalgiris-kaunas-A3sJ6V0n/
30,9.5,1.95,2.06,150.0,1.95,2.02,Barcelona,Bamberg,"Thursday, 31 Mar  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/barcelona-brose-bamberg-WYu7aEgJ/
31,8.5,2.02,1.95,150.0,1.95,2.03,Crvena zvezda mts,Darussafaka,"Thursday, 31 Mar  2016, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/crvena-zvezda-mts-darussafaka-pIwe2G90/
32,-1.0,1.95,2.02,153.0,2.08,1.95,Khimki M.,Olympiakos,"Thursday, 31 Mar  2016, 20:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/khimki-m-olympiakos-piraeus-vwnN5kGh/
33,3.5,2.08,1.91,148.0,1.97,2.0,Lokomotiv Kuban,Unicaja,"Thursday, 31 Mar  2016, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/lokomotiv-kuban-unicaja-O8xa1zP6/
34,9.5,1.97,2.04,154.0,1.94,2.01,Anadolu Efes,Unicaja,"Friday, 25 Mar  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/anadolu-efes-unicaja-p2kXnyAD/
35,3.5,2.06,1.95,156.0,2.05,1.92,Olympiakos,Real Madrid,"Friday, 25 Mar  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/olympiakos-piraeus-real-madrid-WhOk5IPs/
36,8.5,1.95,1.97,158.0,1.94,1.99,Cedevita,Fenerbahce,"Friday, 25 Mar  2016, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/cedevita-fenerbahce-On1Olcu1/
37,7.0,1.93,2.06,16.0,2.08,1.93,Zalgiris Kaunas,Khimki M.,"Friday, 25 Mar  2016, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/zalgiris-kaunas-khimki-m-QFNg4xul/
38,6.5,1.92,2.07,16.0,2.07,1.93,Bamberg,CSKA Moscow,"Thursday, 24 Mar  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/brose-bamberg-cska-moscow-C8sJAv2K/
39,3.5,1.92,2.06,147.0,1.98,1.95,Darussafaka,Panathinaikos,"Thursday, 24 Mar  2016, 20:30",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/darussafaka-panathinaikos-6BjTmHf7/
40,0.5,1.98,1.99,14.0,2.02,1.94,Lokomotiv Kuban,Crvena zvezda mts,"Thursday, 24 Mar  2016, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/lokomotiv-kuban-crvena-zvezda-mts-YHrFBKnE/
41,1.0,2.0,2.03,15.0,1.95,1.96,Baskonia,Barcelona,"Wednesday, 23 Mar  2016, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/saski-baskonia-barcelona-fXWN9bHQ/
42,6.5,1.95,2.17,149.0,1.96,1.98,Olympiakos,Zalgiris Kaunas,"Friday, 18 Mar  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/olympiakos-piraeus-zalgiris-kaunas-CCcKkwQf/
43,3.5,2.08,1.91,15.0,1.97,1.98,Unicaja,Crvena zvezda mts,"Friday, 18 Mar  2016, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/unicaja-crvena-zvezda-mts-ClFXbs38/
44,4.5,2.03,1.98,159.0,1.98,1.97,Anadolu Efes,Cedevita,"Friday, 18 Mar  2016, 20:30",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/anadolu-efes-cedevita-AqykzbQ7/
45,1.5,2.0,2.05,159.0,2.02,1.95,Bamberg,Khimki M.,"Thursday, 17 Mar  2016, 23:00",https://www.oddsportal.com/basketball/europe/euroleague-2015-2016/brose-bamberg-khimki-m-vaaCiaer/
