,AH,AH_Home,AH_Away,OU,Over,Under,Home_name,Away_name,Date,URL
11,Asian handicap -7.5 ,1.9,2.04,Over/Under +146.5 ,2.08,1.9,Barcelona,Olympiakos,"Friday, 17 Apr  2015, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/barcelona-olympiakos-piraeus-KnnNmPtr/
12,Asian handicap -13.5 ,2.05,1.94,Over/Under +159 ,2.0,1.95,Real Madrid,Anadolu Efes,"Friday, 17 Apr  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/real-madrid-anadolu-efes-025jgoJK/
13,Asian handicap -7.5 ,1.97,1.98,Over/Under +154.5 ,1.97,1.97,Fenerbahce,Maccabi Tel Aviv,"Thursday, 16 Apr  2015, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/fenerbahce-maccabi-tel-aviv-bwoRnqdl/
14,Asian handicap -14.5 ,2.0,2.0,Over/Under +153.5 ,2.0,2.05,CSKA Moscow,Panathinaikos,"Thursday, 16 Apr  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/cska-moscow-panathinaikos-vg4fh5YQ/
15,Asian handicap -13.5 ,2.08,1.91,Over/Under +158.5 ,2.22,1.93,Real Madrid,Anadolu Efes,"Wednesday, 15 Apr  2015, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/real-madrid-anadolu-efes-SbAdX3d1/
16,Asian handicap -6.5 ,2.02,1.94,Over/Under +149.5 ,1.99,1.97,Barcelona,Olympiakos,"Wednesday, 15 Apr  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/barcelona-olympiakos-piraeus-8fmqe7l8/
17,Asian handicap -7.5 ,1.97,2.0,Over/Under +154.5 ,2.06,1.91,Fenerbahce,Maccabi Tel Aviv,"Tuesday, 14 Apr  2015, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/fenerbahce-maccabi-tel-aviv-6u6nfR3E/
18,Asian handicap -12.5 ,2.08,1.91,Over/Under +154.5 ,1.9,2.11,CSKA Moscow,Panathinaikos,"Tuesday, 14 Apr  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/cska-moscow-panathinaikos-6k90WNB7/
19,Asian handicap -15 ,2.05,1.96,Over/Under +159.5 ,2.02,1.93,Real Madrid,Zalgiris Kaunas,"Friday, 10 Apr  2015, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/real-madrid-zalgiris-kaunas-zT1EyWO5/
20,Asian handicap +10.5 ,1.93,2.06,Over/Under +159.5 ,1.98,1.97,Galatasaray,Barcelona,"Friday, 10 Apr  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/galatasaray-barcelona-EJ0IzjvC/
21,Asian handicap -9.5 ,2.11,1.93,Over/Under +158.5 ,2.07,1.94,Olympiakos,Nizhny Novgorod,"Friday, 10 Apr  2015, 18:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/olympiakos-piraeus-nizhny-novgorod-jwgYOntg/
22,Asian handicap +4 ,1.96,2.0,Over/Under +151 ,1.98,1.99,Crvena zvezda mts,Panathinaikos,"Thursday, 09 Apr  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/crvena-zvezda-mts-panathinaikos-UVb6whfg/
23,Asian handicap +7.5 ,1.93,2.01,Over/Under +168.5 ,2.04,1.91,Olimpia Milano,CSKA Moscow,"Thursday, 09 Apr  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/milan-cska-moscow-rDkQQ8Bt/
24,Asian handicap +1.5 ,2.02,2.11,Over/Under +164.5 ,1.99,1.97,Unicaja,Baskonia,"Thursday, 09 Apr  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/unicaja-saski-baskonia-t43bVl3P/
25,Asian handicap +2.5 ,2.03,1.91,Over/Under +148.5 ,1.94,1.98,Alba Berlin,Maccabi Tel Aviv,"Thursday, 09 Apr  2015, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/alba-berlin-maccabi-tel-aviv-t62AxC9a/
26,Asian handicap +2.5 ,1.94,2.09,Over/Under +154.5 ,1.97,1.95,Fenerbahce,Anadolu Efes,"Thursday, 09 Apr  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/fenerbahce-anadolu-efes-CnfUPSQn/
27,Asian handicap -7 ,2.0,2.09,Over/Under +157.5 ,1.96,2.02,Anadolu Efes,Olimpia Milano,"Friday, 03 Apr  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/anadolu-efes-milan-Y1M78ReC/
28,Asian handicap -9.5 ,2.09,1.92,Over/Under +157.5 ,1.97,1.97,CSKA Moscow,Olympiakos,"Friday, 03 Apr  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/cska-moscow-olympiakos-piraeus-SOLB7oBI/
29,Asian handicap -4.5 ,1.96,1.96,Over/Under +152.5 ,2.07,1.96,Zalgiris Kaunas,Crvena zvezda mts,"Friday, 03 Apr  2015, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/zalgiris-kaunas-crvena-zvezda-mts-xYJRpz2J/
30,Asian handicap +3 ,1.99,2.0,Over/Under +160.5 ,2.14,1.9,Baskonia,Fenerbahce,"Thursday, 02 Apr  2015, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/saski-baskonia-fenerbahce-vaPF65QO/
31,Asian handicap -3.5 ,1.91,2.05,Over/Under +162.5 ,2.0,1.93,Barcelona,Real Madrid,"Thursday, 02 Apr  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/barcelona-real-madrid-n791vYvm/
32,Asian handicap -9.5 ,2.01,1.92,Over/Under +145.5 ,1.95,2.04,Panathinaikos,Alba Berlin,"Thursday, 02 Apr  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/panathinaikos-alba-berlin-GOIVqfHP/
33,Asian handicap -16 ,2.01,1.95,Over/Under +159 ,2.0,1.98,Maccabi Tel Aviv,Galatasaray,"Thursday, 02 Apr  2015, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/maccabi-tel-aviv-galatasaray-8GAcuEPt/
34,Asian handicap -3.5 ,2.05,1.96,Over/Under +165 ,2.08,1.96,Nizhny Novgorod,Unicaja,"Thursday, 02 Apr  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/nizhny-novgorod-unicaja-fBN397t6/
35,Asian handicap -12.5 ,1.97,1.99,Over/Under +163.5 ,2.06,1.92,Real Madrid,Maccabi Tel Aviv,"Friday, 27 Mar  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/real-madrid-maccabi-tel-aviv-QZkwv4T6/
36,Asian handicap +9.5 ,1.97,2.0,Over/Under +149.5 ,1.99,1.97,Galatasaray,Panathinaikos,"Friday, 27 Mar  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/galatasaray-panathinaikos-YagoxrbJ/
37,Asian handicap +9.5 ,2.0,2.02,Over/Under +166.5 ,2.1,1.9,Nizhny Novgorod,CSKA Moscow,"Friday, 27 Mar  2015, 18:30",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/nizhny-novgorod-cska-moscow-4MUjC9dm/
38,Asian handicap +1.5 ,1.96,2.1,Over/Under +165 ,1.97,2.02,Olimpia Milano,Baskonia,"Thursday, 26 Mar  2015, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/milan-saski-baskonia-jJQnDkss/
39,Asian handicap -5.5 ,2.05,1.94,Over/Under +147.5 ,1.99,2.02,Olympiakos,Anadolu Efes,"Thursday, 26 Mar  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/olympiakos-piraeus-anadolu-efes-bqUfBTBg/
40,Asian handicap -4.5 ,2.03,1.96,Over/Under +148.5 ,1.94,2.02,Alba Berlin,Crvena zvezda mts,"Thursday, 26 Mar  2015, 21:15",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/alba-berlin-crvena-zvezda-mts-nqiZvpE0/
41,Asian handicap -9.5 ,2.02,2.06,Over/Under +159.5 ,2.12,1.94,Fenerbahce,Unicaja,"Thursday, 26 Mar  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/fenerbahce-unicaja-xzTbAmRa/
42,Asian handicap +6.5 ,1.96,2.0,Over/Under +149.5 ,2.02,1.93,Zalgiris Kaunas,Barcelona,"Wednesday, 25 Mar  2015, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/zalgiris-kaunas-barcelona-KdkswOrD/
43,Asian handicap -2.5 ,1.98,1.97,Over/Under +156 ,2.0,1.99,Baskonia,Olympiakos,"Friday, 20 Mar  2015, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/saski-baskonia-olympiakos-piraeus-ALCIUHCE/
44,Asian handicap -9.5 ,1.95,2.02,Over/Under +157.5 ,2.06,1.93,Fenerbahce,Olimpia Milano,"Friday, 20 Mar  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/fenerbahce-milan-IDAX6EK7/
45,Asian handicap +4.5 ,2.01,2.02,Over/Under +154.5 ,2.04,1.91,Panathinaikos,Real Madrid,"Friday, 20 Mar  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/panathinaikos-real-madrid-tWLYt6ql/
46,Asian handicap +9.5 ,1.98,2.1,Over/Under +158.5 ,1.99,2.0,Unicaja,CSKA Moscow,"Thursday, 19 Mar  2015, 22:15",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/unicaja-cska-moscow-vNBT7f51/
47,Asian handicap -12.5 ,2.02,1.98,Over/Under +150.5 ,1.96,1.96,Alba Berlin,Galatasaray,"Thursday, 19 Mar  2015, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/alba-berlin-galatasaray-n9MUsnUs/
48,Asian handicap -9.5 ,1.91,2.08,Over/Under +150.5 ,1.96,1.99,Maccabi Tel Aviv,Zalgiris Kaunas,"Thursday, 19 Mar  2015, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/maccabi-tel-aviv-zalgiris-kaunas-KMKxtQbf/
49,Asian handicap +6.5 ,2.04,1.96,Over/Under +153.5 ,1.99,1.95,Crvena zvezda mts,Barcelona,"Thursday, 19 Mar  2015, 20:15",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/crvena-zvezda-mts-barcelona-AmV2nSLQ/
50,Asian handicap -5.5 ,1.96,1.99,Over/Under +157.5 ,1.96,1.97,Anadolu Efes,Nizhny Novgorod,"Thursday, 19 Mar  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/anadolu-efes-nizhny-novgorod-WUDEVcc8/
51,Asian handicap -3 ,1.98,2.02,Over/Under +156.5 ,1.99,2.03,Olimpia Milano,Unicaja,"Friday, 13 Mar  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/milan-unicaja-reIK9Gzk/
52,Asian handicap -4.5 ,2.08,1.93,Over/Under +149.5 ,2.28,1.91,Olympiakos,Fenerbahce,"Friday, 13 Mar  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/olympiakos-piraeus-fenerbahce-dbMO8zje/
53,Asian handicap +3.5 ,1.98,1.99,Over/Under +142.5 ,2.03,1.93,Zalgiris Kaunas,Panathinaikos,"Friday, 13 Mar  2015, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/zalgiris-kaunas-panathinaikos-SOubm86K/
54,Asian handicap -11.5 ,2.04,1.95,Over/Under +161 ,2.0,1.94,CSKA Moscow,Anadolu Efes,"Friday, 13 Mar  2015, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/cska-moscow-anadolu-efes-lYIGAdLr/
55,Asian handicap -17 ,1.98,1.99,Over/Under +158 ,1.97,1.98,Real Madrid,Alba Berlin,"Thursday, 12 Mar  2015, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/real-madrid-alba-berlin-lYtflliE/
56,Asian handicap -8 ,2.02,1.94,Over/Under +157 ,1.98,1.97,Barcelona,Maccabi Tel Aviv,"Thursday, 12 Mar  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/barcelona-maccabi-tel-aviv-0ImCP4ED/
57,Asian handicap +6.5 ,2.08,1.91,Over/Under +155.5 ,1.96,1.96,Galatasaray,Crvena zvezda mts,"Thursday, 12 Mar  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/galatasaray-crvena-zvezda-mts-MRl8Qpa7/
58,Asian handicap -1 ,1.93,2.02,Over/Under +166 ,1.97,1.97,Nizhny Novgorod,Baskonia,"Thursday, 12 Mar  2015, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/nizhny-novgorod-saski-baskonia-nPWlFxDR/
59,Asian handicap -2.5 ,1.96,1.98,Over/Under +146.5 ,1.97,2.0,Unicaja,Anadolu Efes,"Friday, 06 Mar  2015, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/unicaja-anadolu-efes-dzvxIvT8/
60,Asian handicap +3.5 ,1.97,1.98,Over/Under +152 ,1.96,1.99,Olimpia Milano,Olympiakos,"Friday, 06 Mar  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/milan-olympiakos-piraeus-UmxpGIcL/
61,Asian handicap +11.5 ,1.93,2.0,Over/Under +161.5 ,1.98,1.95,Galatasaray,Real Madrid,"Friday, 06 Mar  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/galatasaray-real-madrid-v3a3RQq1/
62,Asian handicap +4.5 ,2.17,1.9,Over/Under +151.5 ,2.11,1.91,Crvena zvezda mts,Maccabi Tel Aviv,"Thursday, 05 Mar  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/crvena-zvezda-mts-maccabi-tel-aviv-fFciUSar/
63,Asian handicap +2.5 ,2.06,1.93,Over/Under +148.5 ,2.0,2.0,Panathinaikos,Barcelona,"Thursday, 05 Mar  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/panathinaikos-barcelona-SSeaS6Uf/
64,Asian handicap +6.5 ,2.01,2.04,Over/Under +165.5 ,2.12,1.93,Baskonia,CSKA Moscow,"Thursday, 05 Mar  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/saski-baskonia-cska-moscow-p0zYIKD2/
65,Asian handicap -11.5 ,2.08,1.91,Over/Under +162.5 ,2.1,1.95,Fenerbahce,Nizhny Novgorod,"Thursday, 05 Mar  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/fenerbahce-nizhny-novgorod-jcwtHbrF/
66,Asian handicap -4.5 ,2.06,1.92,Over/Under +144 ,1.96,2.0,Alba Berlin,Zalgiris Kaunas,"Wednesday, 04 Mar  2015, 21:15",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/alba-berlin-zalgiris-kaunas-Y5deTnFl/
67,Asian handicap -16.5 ,2.0,1.98,Over/Under +152.5 ,2.02,1.95,Barcelona,Alba Berlin,"Friday, 27 Feb  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/barcelona-alba-berlin-t8HGzVME/
68,Asian handicap -9.5 ,1.94,2.07,Over/Under +147.5 ,1.99,2.12,Olympiakos,Unicaja,"Friday, 27 Feb  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/olympiakos-piraeus-unicaja-zVhsdc6k/
69,Asian handicap -4.5 ,2.02,1.97,Over/Under +153.5 ,2.04,1.95,Anadolu Efes,Baskonia,"Friday, 27 Feb  2015, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/anadolu-efes-saski-baskonia-dvfwcwiq/
70,Asian handicap -8.5 ,2.15,1.95,Over/Under +159.5 ,2.15,1.92,CSKA Moscow,Fenerbahce,"Friday, 27 Feb  2015, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/cska-moscow-fenerbahce-redkfyy2/
71,Asian handicap -4.5 ,1.91,2.11,Over/Under +150.5 ,1.94,2.03,Maccabi Tel Aviv,Panathinaikos,"Thursday, 26 Feb  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/maccabi-tel-aviv-panathinaikos-ELFOY8iR/
72,Asian handicap -15.5 ,1.97,1.97,Over/Under +161 ,1.97,1.98,Real Madrid,Crvena zvezda mts,"Thursday, 26 Feb  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/real-madrid-crvena-zvezda-mts-S4DCyB78/
73,Asian handicap -4.5 ,1.99,1.98,Over/Under +148.5 ,1.97,2.0,Zalgiris Kaunas,Galatasaray,"Thursday, 26 Feb  2015, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/zalgiris-kaunas-galatasaray-zVGKZlxL/
74,Asian handicap -5.5 ,1.97,2.05,Over/Under +162.5 ,2.06,1.95,Nizhny Novgorod,Olimpia Milano,"Thursday, 26 Feb  2015, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/nizhny-novgorod-milan-44coeHLe/
75,Asian handicap -9 ,1.96,2.0,Over/Under +149.5 ,1.91,2.07,Panathinaikos,Crvena zvezda mts,"Friday, 13 Feb  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/panathinaikos-crvena-zvezda-mts-0hxIFTpk/
76,Asian handicap -5.5 ,1.9,2.08,Over/Under +159.5 ,2.04,1.92,Baskonia,Unicaja,"Friday, 13 Feb  2015, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/saski-baskonia-unicaja-4tFb4Lb9/
77,Asian handicap -1.5 ,1.9,2.15,Over/Under +150.5 ,2.05,1.93,Anadolu Efes,Fenerbahce,"Friday, 13 Feb  2015, 20:15",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/anadolu-efes-fenerbahce-jcHA1JrS/
78,Asian handicap -16.5 ,1.99,2.01,Over/Under +163.5 ,2.0,1.94,CSKA Moscow,Olimpia Milano,"Friday, 13 Feb  2015, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/cska-moscow-milan-rXD23uEF/
79,Asian handicap -14.5 ,2.04,1.98,Over/Under +158.5 ,2.0,1.94,Barcelona,Galatasaray,"Thursday, 12 Feb  2015, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/barcelona-galatasaray-n9zQD7F1/
80,Asian handicap -9.5 ,1.91,2.08,Over/Under +156 ,1.97,1.96,Maccabi Tel Aviv,Alba Berlin,"Thursday, 12 Feb  2015, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/maccabi-tel-aviv-alba-berlin-vqyMEm0e/
81,Asian handicap +9 ,1.96,2.02,Over/Under +153.5 ,2.11,1.96,Zalgiris Kaunas,Real Madrid,"Thursday, 12 Feb  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/zalgiris-kaunas-real-madrid-QaZTCRU7/
82,Asian handicap +5 ,1.96,2.02,Over/Under +151.5 ,2.04,1.99,Nizhny Novgorod,Olympiakos,"Thursday, 12 Feb  2015, 18:30",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/nizhny-novgorod-olympiakos-piraeus-xfD62aTL/
83,Asian handicap +1.5 ,1.96,1.99,Over/Under +151.5 ,2.0,1.97,Olimpia Milano,Anadolu Efes,"Friday, 06 Feb  2015, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/milan-anadolu-efes-pvac6sUd/
84,Asian handicap -4.5 ,1.99,2.02,Over/Under +155.5 ,2.1,1.93,Unicaja,Nizhny Novgorod,"Friday, 06 Feb  2015, 22:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/unicaja-nizhny-novgorod-OUc151q3/
85,Asian handicap +2.5 ,1.95,2.02,Over/Under +146 ,1.94,2.05,Alba Berlin,Panathinaikos,"Friday, 06 Feb  2015, 21:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/alba-berlin-panathinaikos-t8eoLkNR/
86,Asian handicap -8.5 ,2.02,1.98,Over/Under +161 ,2.02,1.95,Fenerbahce,Baskonia,"Friday, 06 Feb  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/fenerbahce-saski-baskonia-IX6Brvxj/
87,Asian handicap -7.5 ,1.96,1.97,Over/Under +146.5 ,1.97,1.98,Crvena zvezda mts,Zalgiris Kaunas,"Thursday, 05 Feb  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/crvena-zvezda-mts-zalgiris-kaunas-8fcwNBhF/
88,Asian handicap +1.5 ,1.95,2.08,Over/Under +149.5 ,1.99,1.94,Olympiakos,CSKA Moscow,"Thursday, 05 Feb  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/olympiakos-piraeus-cska-moscow-WzBFsbid/
89,Asian handicap -6 ,1.99,1.98,Over/Under +161.5 ,2.0,1.92,Real Madrid,Barcelona,"Thursday, 05 Feb  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/real-madrid-barcelona-nodsMV7L/
90,Asian handicap +6.5 ,2.07,1.91,Over/Under +155.5 ,1.98,1.95,Galatasaray,Maccabi Tel Aviv,"Thursday, 05 Feb  2015, 20:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/galatasaray-maccabi-tel-aviv-ITnDG9Vr/
91,Asian handicap -14 ,1.96,1.98,Over/Under +150 ,1.98,1.99,Barcelona,Zalgiris Kaunas,"Friday, 30 Jan  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/barcelona-zalgiris-kaunas-jJ2YNiw9/
92,Asian handicap -7 ,1.93,2.0,Over/Under +146.5 ,2.05,1.92,Panathinaikos,Galatasaray,"Friday, 30 Jan  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/panathinaikos-galatasaray-bPFn0lo2/
93,Asian handicap +2.5 ,2.05,1.97,Over/Under +153.5 ,2.02,1.94,Unicaja,Fenerbahce,"Friday, 30 Jan  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/unicaja-fenerbahce-z9H6qKMq/
94,Asian handicap +1 ,2.07,1.99,Over/Under +142 ,2.04,1.94,Anadolu Efes,Olympiakos,"Thursday, 29 Jan  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/anadolu-efes-olympiakos-piraeus-YaVvl0ES/
95,Asian handicap -5.5 ,1.98,1.96,Over/Under +147.5 ,1.96,1.96,Crvena zvezda mts,Alba Berlin,"Thursday, 29 Jan  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/crvena-zvezda-mts-alba-berlin-0vcq1UVe/
96,Asian handicap -5.5 ,1.96,1.98,Over/Under +159 ,1.99,1.99,Baskonia,Olimpia Milano,"Thursday, 29 Jan  2015, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/saski-baskonia-milan-QZRWkMqG/
97,Asian handicap +4.5 ,2.05,1.96,Over/Under +158 ,1.99,1.98,Maccabi Tel Aviv,Real Madrid,"Thursday, 29 Jan  2015, 21:05",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/maccabi-tel-aviv-real-madrid-CS3UOXN2/
98,Asian handicap -15.5 ,1.95,2.08,Over/Under +160 ,1.99,1.94,CSKA Moscow,Nizhny Novgorod,"Thursday, 29 Jan  2015, 19:00",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/cska-moscow-nizhny-novgorod-4QQzktaM/
99,Asian handicap -11.5 ,2.02,1.96,Over/Under +150.5 ,2.09,1.94,Barcelona,Crvena zvezda mts,"Friday, 23 Jan  2015, 21:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/barcelona-crvena-zvezda-mts-YPt3LbHA/
100,Asian handicap -10 ,2.02,1.99,Over/Under +153.5 ,2.12,1.97,Olympiakos,Baskonia,"Friday, 23 Jan  2015, 21:30",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/olympiakos-piraeus-saski-baskonia-CCLGg4pi/
101,Asian handicap +3.5 ,2.0,1.99,Over/Under +150.5 ,1.94,2.12,Zalgiris Kaunas,Maccabi Tel Aviv,"Friday, 23 Jan  2015, 19:45",https://www.oddsportal.com/basketball/europe/euroleague-2014-2015/zalgiris-kaunas-maccabi-tel-aviv-CGu7KIWG/
